minute,value
1.0,3
2.0,-63
3.0,-30
4.0,-36
5.0,-16
6.0,-4
7.0,7
8.0,6
9.0,7
10.0,7
11.0,6
12.0,7
13.0,7
14.0,2
15.0,-2
16.0,-34
17.0,-18
18.0,-9
19.0,-3
20.0,8
21.0,5
22.0,1
23.0,8
24.0,8
25.0,12
26.0,11
27.0,5
28.0,5
29.0,11
30.0,9
31.0,9
32.0,14
33.0,52
34.0,44
35.0,29
36.0,26
37.0,13
38.0,9
39.0,-17
40.0,59
41.0,29
42.0,21
43.0,-27
44.0,14
45.0,9
45.5,-10
46.0,4
47.0,21
48.0,16
49.0,24
50.0,28
51.0,21
52.0,15
53.0,8
54.0,-22
55.0,-9
56.0,9
57.0,6
58.0,13
59.0,18
60.0,14
61.0,12
62.0,41
63.0,28
64.0,-27
65.0,-4
66.0,14
67.0,9
68.0,22
69.0,18
70.0,14
71.0,6
72.0,-7
73.0,-1
74.0,-3
75.0,8
76.0,32
77.0,18
78.0,19
79.0,10
80.0,13
81.0,19
82.0,19
83.0,19
84.0,20
85.0,25
86.0,17
87.0,48
88.0,81
89.0,55
90.0,45
90.5,60
