minute,value
0.0,0
1.0,6
2.0,-8
3.0,5
4.0,38
5.0,22
6.0,10
7.0,4
8.0,11
9.0,7
10.0,6
11.0,-9
12.0,-2
13.0,7
14.0,5
15.0,9
16.0,13
17.0,10
18.0,7
19.0,1
20.0,-4
21.0,12
22.0,13
23.0,-8
24.0,43
25.0,58
26.0,-38
27.0,12
28.0,8
29.0,4
30.0,-14
31.0,-4
32.0,-7
33.0,-2
34.0,2
35.0,33
36.0,27
37.0,23
38.0,21
39.0,94
40.0,51
41.0,37
42.0,54
43.0,29
44.0,14
45.0,15
45.5,5
46.0,3
47.0,-3
48.0,32
49.0,26
50.0,13
51.0,80
52.0,56
53.0,100
54.0,100
55.0,68
56.0,38
57.0,25
58.0,15
59.0,-8
60.0,3
61.0,4
62.0,4
63.0,10
64.0,4
65.0,5
66.0,5
67.0,15
68.0,-18
69.0,-8
70.0,13
71.0,37
72.0,24
73.0,23
74.0,17
75.0,12
76.0,7
77.0,7
78.0,-48
79.0,-24
80.0,53
81.0,31
82.0,21
83.0,69
84.0,43
85.0,35
86.0,28
87.0,25
88.0,59
89.0,88
90.0,54
90.5,10
