match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,shotOffTarget,dispossessed,keyPass,blockedScoringAttempt,savedShotsFromInsideTheBox
15280971,away,6226,FK Dečić Tuzi,1394763,Trimror Selimi,trimron-selimi,M,19,False,7.0,5.0,1.0,1.0,0.0,4.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,7.0,6.0,0.0,6.0,3.0,1.0,1.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,45.0,23.0,7.5,9.0,0.26,0.0,"{'original': 7.5, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,1,12,6,6,71.42857142857143,100.0,,50.0,,1.0,,,,
15280971,away,6226,FK Dečić Tuzi,929112,Petar Pavlićević,petar-pavlicevic,F,74,False,26.0,21.0,3.0,3.0,1.0,11.0,13.0,9.0,12.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,84.0,34.0,7.0,8.0,0.0,0.21,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,2,7,80.76923076923077,100.0,,,,,,3.0,,
15280971,away,6226,FK Dečić Tuzi,838300,Stefan Golubović,stefan-golubovic,F,27,False,10.0,6.0,0.0,0.0,0.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,4.0,6.0,7.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,45.0,20.0,6.6,12.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,4,9,3,6,60.0,,,50.0,,,1.0,,,
15280971,away,6226,FK Dečić Tuzi,1005595,Dejan Perovic,dejan-perovic,M,44,True,8.0,3.0,1.0,0.0,0.0,1.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,5.0,6.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,45.0,23.0,7.3,8.0,0.27,0.0,"{'original': 7.3, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,0,11,6,5,37.5,0.0,0.0,75.0,,1.0,1.0,,,
15280971,away,6226,FK Dečić Tuzi,1034556,Vuk Striković,vuk-strikovic,F,77,True,5.0,4.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,3.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,45.0,10.0,6.7,5.0,0.16,0.0,"{'original': 6.7, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,5,2,0,2,80.0,,,,,2.0,,,,
15280971,away,6226,FK Dečić Tuzi,1877899,Pjeter Ljuljduraj,pjeter-ljuljduraj,D,15,True,11.0,8.0,3.0,2.0,0.0,3.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,18.0,14.0,6.6,3.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,72.72727272727273,66.66666666666666,,,,,,,,
15280971,away,6226,FK Dečić Tuzi,1005614,Andrej Bajović,andrej-bajovic,M,14,True,4.0,1.0,0.0,0.0,0.0,1.0,3.0,,1.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,18.0,6.0,6.4,3.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,0,4,25.0,,,,,,1.0,,,
15280971,away,6226,FK Dečić Tuzi,869335,Ilir Camaj,ilir-camaj,F,9,True,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,6.0,3.0,6.7,1.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,100.0,,,,,,,,,
15280971,away,6226,FK Dečić Tuzi,1396431,Danilo Radosevic,danilo-radosevic,G,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
15280971,away,6226,FK Dečić Tuzi,1466922,Nikola Braunović,nikola-braunovic,D,29,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
15280971,away,6226,FK Dečić Tuzi,1035792,Petar Sekulović,petar-sekulovic,M,20,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
15280971,away,6226,FK Dečić Tuzi,2073399,Mark Djokaj,mark-djokaj,F,11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
