minute,value
1.0,-6
2.0,-9
3.0,-24
4.0,-51
5.0,-88
6.0,-100
7.0,-65
8.0,-40
9.0,26
10.0,58
11.0,32
12.0,58
13.0,32
14.0,-27
15.0,-25
16.0,-24
17.0,-30
18.0,18
19.0,-9
20.0,-15
21.0,-21
22.0,-21
23.0,-17
24.0,-35
25.0,-21
26.0,-19
27.0,-60
28.0,-64
29.0,-44
30.0,-34
31.0,-52
32.0,40
33.0,3
34.0,-8
35.0,-52
36.0,-5
37.0,9
38.0,-9
39.0,-30
40.0,-52
41.0,-34
42.0,-34
43.0,-11
44.0,-38
45.0,-41
45.5,-30
46.0,-10
47.0,-12
48.0,-19
49.0,-40
50.0,-32
51.0,-55
52.0,-51
53.0,-37
54.0,-100
55.0,-77
56.0,-57
57.0,-76
58.0,-51
59.0,-27
60.0,-21
61.0,-17
62.0,-21
63.0,-29
64.0,-19
65.0,-29
66.0,18
67.0,57
68.0,35
69.0,20
70.0,18
71.0,-13
72.0,-51
73.0,-43
74.0,-11
75.0,-17
76.0,-13
77.0,-28
78.0,-16
79.0,-42
80.0,-25
81.0,26
82.0,7
83.0,-47
84.0,-25
85.0,-11
86.0,-52
87.0,-55
88.0,-57
89.0,-17
90.0,35
