player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Slobodan Simović', 'slug': 'slobodan-simovic', 'shortName': 'S. Simović', 'position': 'D', 'jerseyNumber': '14', 'userCount': 37, 'gender': 'M', 'id': 79383, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان سيموفيتش', 'bn': 'স্লোবোদান সিমোভিচ', 'hi': 'स्लोबोदान सिमोविच'}, 'shortNameTranslation': {'ar': 'س. سيموفيتش', 'bn': 'এস. সিমোভিচ', 'hi': 'एस. सिमोविच'}}}",False,goal,regular,set-piece,"{'x': 9.2, 'y': 51.1, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.1, 'z': 3.8}",5636552,90,6.0,5738,"{'start': {'x': 51.1, 'y': 9.2}, 'end': {'x': 45.9, 'y': 0}, 'goal': {'x': 45.9, 'y': 96.2}}",1,562,338,shot,
"{'name': 'António Pina Gomes', 'slug': 'pina-gomes-antonio', 'shortName': 'A. P. Gomes', 'position': 'F', 'jerseyNumber': '11', 'userCount': 23, 'gender': 'M', 'id': 971009, 'fieldTranslations': {'nameTranslation': {'ar': 'بينا غوميس، أنطونيو'}, 'shortNameTranslation': {'ar': 'أ. بينا غوميس'}}}",False,miss,,regular,"{'x': 22.7, 'y': 59.1, 'z': 0}",left-foot,high,"{'x': 0, 'y': 55, 'z': 66.7}",5636539,90,3.0,5534,"{'start': {'x': 59.1, 'y': 22.7}, 'end': {'x': 45, 'y': 0}, 'goal': {'x': 45, 'y': 33.3}}",1,766,134,shot,
"{'name': 'Kilian Bevis', 'firstName': '', 'lastName': '', 'slug': 'kilian-bevis', 'shortName': 'K. Bevis', 'position': 'M', 'jerseyNumber': '10', 'userCount': 127, 'gender': 'M', 'id': 1005356, 'fieldTranslations': {'nameTranslation': {'ar': 'كيليان بيفيس'}, 'shortNameTranslation': {'ar': 'ك. بيفيس'}}}",False,post,,assisted,"{'x': 17, 'y': 64.2, 'z': 0}",left-foot,high,"{'x': 0, 'y': 52.9, 'z': 38.6}",5636538,90,2.0,5503,"{'start': {'x': 64.2, 'y': 17}, 'end': {'x': 47.1, 'y': 0}, 'goal': {'x': 47.1, 'y': 61.4}}",1,797,103,shot,
"{'name': 'Bojan Adžić', 'firstName': '', 'lastName': '', 'slug': 'bojan-adzic', 'shortName': 'B. Adžić', 'position': 'D', 'jerseyNumber': '23', 'userCount': 39, 'gender': 'M', 'id': 1159434, 'fieldTranslations': {'nameTranslation': {'ar': 'بويان أديتش'}, 'shortNameTranslation': {'ar': 'ب. أديتش'}}}",False,block,,assisted,"{'x': 19.6, 'y': 55.5, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 48.2, 'z': 19}",5636291,86,,5122,"{'start': {'x': 55.5, 'y': 19.6}, 'block': {'x': 54.9, 'y': 16.3}, 'end': {'x': 51.8, 'y': 0}, 'goal': {'x': 51.8, 'y': 81}}",5,278,2422,shot,"{'x': 16.3, 'y': 54.9, 'z': 0}"
"{'name': 'Kilian Bevis', 'firstName': '', 'lastName': '', 'slug': 'kilian-bevis', 'shortName': 'K. Bevis', 'position': 'M', 'jerseyNumber': '10', 'userCount': 127, 'gender': 'M', 'id': 1005356, 'fieldTranslations': {'nameTranslation': {'ar': 'كيليان بيفيس'}, 'shortNameTranslation': {'ar': 'ك. بيفيس'}}}",False,save,,fast-break,"{'x': 13.5, 'y': 33.3, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.2, 'z': 2.5}",5636113,83,,4959,"{'start': {'x': 33.3, 'y': 13.5}, 'block': {'x': 51.1, 'y': 0.59999999999999}, 'end': {'x': 45.8, 'y': 0}, 'goal': {'x': 45.8, 'y': 97.5}}",8,441,2259,shot,"{'x': 0.59999999999999, 'y': 51.1, 'z': 0}"
"{'name': 'Pedro Empis', 'slug': 'empis-pedro', 'shortName': 'P. Empis', 'position': 'D', 'userCount': 26, 'gender': 'M', 'id': 357742, 'fieldTranslations': {'nameTranslation': {'ar': 'إمبيس، بيدرو'}, 'shortNameTranslation': {'ar': 'ب. إمبيس'}}}",True,block,,throw-in-set-piece,"{'x': 20.7, 'y': 37.7, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.4, 'z': 19}",5636112,83,,4922,"{'start': {'x': 37.7, 'y': 20.7}, 'block': {'x': 43.5, 'y': 11.4}, 'end': {'x': 50.6, 'y': 0}, 'goal': {'x': 50.6, 'y': 81}}",8,478,2222,shot,"{'x': 11.4, 'y': 43.5, 'z': 0}"
"{'name': 'Stefan Petkoski Cimbaljević', 'firstName': 'Stefan Petkoski Cimbaljevic', 'slug': 'stefan-petkoski-cimbaljevic', 'shortName': 'S. P. Cimbaljević', 'position': 'D', 'jerseyNumber': '33', 'userCount': 23, 'gender': 'M', 'id': 1802942, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان بيتكوسكي سيمبالجييفيتش'}, 'shortNameTranslation': {'ar': 'س. سيمبالجييفيتش'}}}",False,block,,assisted,"{'x': 9.5, 'y': 33.3, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.1, 'z': 19}",5636009,82,,4860,"{'start': {'x': 33.3, 'y': 9.5}, 'block': {'x': 43.7, 'y': 4.9}, 'end': {'x': 49.9, 'y': 0}, 'goal': {'x': 49.9, 'y': 81}}",9,540,2160,shot,"{'x': 4.9, 'y': 43.7, 'z': 0}"
"{'name': 'Bojan Adžić', 'firstName': '', 'lastName': '', 'slug': 'bojan-adzic', 'shortName': 'B. Adžić', 'position': 'D', 'jerseyNumber': '23', 'userCount': 39, 'gender': 'M', 'id': 1159434, 'fieldTranslations': {'nameTranslation': {'ar': 'بويان أديتش'}, 'shortNameTranslation': {'ar': 'ب. أديتش'}}}",False,miss,,assisted,"{'x': 22.8, 'y': 59.3, 'z': 0}",right-foot,high,"{'x': 0, 'y': 51.4, 'z': 72.2}",5635923,79,,4727,"{'start': {'x': 59.3, 'y': 22.8}, 'end': {'x': 48.6, 'y': 0}, 'goal': {'x': 48.6, 'y': 27.8}}",12,673,2027,shot,
"{'name': 'Aleksandar Pejović', 'firstName': '', 'lastName': '', 'slug': 'aleksandar-pejovic', 'shortName': 'A. Pejović', 'position': 'M', 'jerseyNumber': '28', 'userCount': 45, 'gender': 'M', 'id': 804662, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر بيجوفيتش', 'bn': 'আলেকসান্ডার পেজোভিচ', 'hi': 'एलेक्ज़ेंडर पेजोविक'}, 'shortNameTranslation': {'ar': 'أ. بيجوفيتش', 'bn': 'এ. পেজোভিচ', 'hi': 'ए. पेजोविक'}}}",True,miss,,fast-break,"{'x': 41.6, 'y': 7.1, 'z': 0}",left-foot,left,"{'x': 0, 'y': 65, 'z': 37.5}",5635922,78,,4674,"{'start': {'x': 7.1, 'y': 41.6}, 'end': {'x': 35, 'y': 0}, 'goal': {'x': 35, 'y': 62.5}}",13,726,1974,shot,
"{'name': 'Miloš Popović', 'firstName': 'Milos Popovic', 'slug': 'milos-popovic', 'shortName': 'M. Popović', 'position': 'M', 'jerseyNumber': '5', 'userCount': 27, 'gender': 'M', 'id': 1165840, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش بوبوفيتش'}, 'shortNameTranslation': {'ar': 'م. بوبوفيتش'}}}",True,miss,,regular,"{'x': 10, 'y': 45.7, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 59.5, 'z': 63.9}",5635878,75,,4457,"{'start': {'x': 45.7, 'y': 10}, 'end': {'x': 40.5, 'y': 0}, 'goal': {'x': 40.5, 'y': 36.1}}",16,943,1757,shot,
