match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,saves,punches,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,aerialLost,duelLost,duelWon,challengeLost,totalContest,totalTackle,wonTackle,unsuccessfulTouch,fouls,keyPass,aerialWon,outfielderBlock,interceptionWon,wasFouled,shotOffTarget,shotValueNormalized,blockedScoringAttempt,wonContest,onTargetScoringAttempt,goals,bigChanceMissed,dispossessed,errorLeadToAShot,totalOffside,totalKeeperSweeper,accurateKeeperSweeper,bigChanceCreated,clearanceOffLine,hitWoodwork
14015450,home,111127,FK Radnik Surdulica,1031603,Vukašin Bogdanović,vukasin-bogdanovic,F,9,False,11.0,9.0,,,0.0,4.0,6.0,5.0,5.0,,,,,,,65.0,23.0,7.5,8.0,,"{'original': 7.5, 'alternative': 7.1}",2,0.09,0.2,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,2,3,81.81818181818183,,,,,,,2.0,5.0,3.0,,,,,6.0,3.0,1.0,1.0,,,2.0,,0.52,1.0,,1.0,1.0,,,,,,,,,
14015450,home,111127,FK Radnik Surdulica,804662,Aleksandar Pejović,aleksandar-pejovic,M,28,True,14.0,11.0,6.0,3.0,0.0,2.0,2.0,9.0,12.0,1.0,1.0,,,,,36.0,24.0,7.0,6.0,,"{'original': 7, 'alternative': 6.7}",1,0.23,0.07,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,4,1,78.57142857142857,50.0,,,,1.0,,1.0,2.0,4.0,1.0,,4.0,2.0,1.0,,,,,,,1.0,-0.04,,,,,,,,,,,,,
14015450,home,287019,FK Radnik Surdulica,999008,Stephen Chinedu,chinedu-stephen,F,77,True,6.0,4.0,,,0.0,4.0,4.0,,2.0,2.0,2.0,,,,,25.0,24.0,6.8,9.0,,"{'original': 6.8, 'alternative': 6.7}",0,-0.02,0.11,0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,3,8,3,5,66.66666666666666,,,50.0,,,,,5.0,6.0,,2.0,1.0,,4.0,2.0,,3.0,,,1.0,,,,1.0,,,,2.0,,1.0,,,,,
14015450,home,241802,FK Radnik Surdulica,357742,Pedro Empis,empis-pedro,D,15,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,,,,10.0,6.0,6.3,1.0,,"{'original': 6.3, 'alternative': 6.4}",1,-0.01,0.01,-0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,100.0,,,100.0,,,,,,1.0,,1.0,,,1.0,,,,,,,,-0.04,1.0,1.0,,,,,,,,,,,
14015450,home,111127,FK Radnik Surdulica,954756,Stefan Ilić,stefan-ilic,G,26,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015450,home,111127,FK Radnik Surdulica,1166090,Luka Puzovic,luka-puzovic,M,8,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015450,home,229348,FK Radnik Surdulica,1982078,Uroš Filimonović,uros-filimonovic,M,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015450,home,111127,FK Radnik Surdulica,1544668,Darije Markočević,darije-markocevic,F,49,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015450,home,111127,FK Radnik Surdulica,1000660,Savo Rašković,savo-raskovic,M,80,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015450,home,111127,FK Radnik Surdulica,1907123,Teo Lakić,teo-lakic,F,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015450,home,111127,FK Radnik Surdulica,997184,Martin Novaković,martin-novakovic,M,30,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015450,home,111127,FK Radnik Surdulica,2208696,Emmanuel Quarshie,emmanuel-quarshie,F,47,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015450,away,43981,FK Radnički 1923,1152919,Luka Lijeskić,luka-lijeskic,G,81,False,34.0,25.0,10.0,2.0,0.0,23.0,28.0,2.0,6.0,4.0,15.0,2.0,1.0,1.0,1.0,90.0,50.0,6.8,9.0,0.395,"{'original': 6.8, 'alternative': 6.6}",0,-0.01,0.01,-0.04,0.3,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,73.52941176470588,20.0,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,
14015450,away,43981,FK Radnički 1923,876751,Mehmed Ćosić,mehmed-cosic,D,8,False,6.0,2.0,1.0,,0.0,2.0,5.0,,1.0,,,,,,,29.0,12.0,6.2,5.0,,"{'original': 6.2, 'alternative': 6.4}",0,-0.03,0.01,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,33.33333333333333,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
14015450,away,43981,FK Radnički 1923,79383,Slobodan Simović,slobodan-simovic,D,14,False,65.0,53.0,11.0,7.0,0.0,27.0,29.0,26.0,36.0,3.0,4.0,,,,,90.0,80.0,9.1,13.0,,"{'original': 9.1, 'alternative': 8.5}",1,0.31,0.29,-0.29,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,5,1,81.53846153846153,63.63636363636363,,100.0,,,,,1.0,7.0,,1.0,,,,,2.0,2.0,1.0,1.0,4.0,,0.55,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,
14015450,away,43981,FK Radnički 1923,80236,Milan Mitrović,milan-mitrovic,D,15,False,65.0,59.0,5.0,3.0,1.0,30.0,34.0,29.0,31.0,4.0,6.0,,,,,90.0,78.0,7.3,7.0,,"{'original': 7.3, 'alternative': 7.5}",0,0.61,0.19,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,5,5,2,3,90.76923076923077,60.0,,,,,,3.0,6.0,4.0,1.0,,2.0,1.0,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,1.0,,
14015450,away,2318,FK Radnički 1923,978293,Tomislav Dadić,tomislav-dadic,D,50,False,9.0,8.0,1.0,1.0,0.0,7.0,8.0,1.0,1.0,1.0,,,,,,29.0,15.0,6.5,1.0,,"{'original': 6.5, 'alternative': 6.7}",0,0.01,0.01,-0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,2,1,88.88888888888889,100.0,,100.0,,,,1.0,2.0,2.0,,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,
14015450,away,7674,FK Radnički 1923,1046779,Jovan Ilić,jovan-ilic,M,21,False,52.0,48.0,2.0,2.0,0.0,19.0,21.0,29.0,31.0,,7.0,,,,,84.0,80.0,7.2,16.0,,"{'original': 7.2, 'alternative': 6.8}",0,0.34,0.23,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,4,17,8,9,92.3076923076923,100.0,33.33333333333333,25.0,,6.0,2.0,4.0,13.0,8.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,,1.0,,4.0,,,,1.0,,,,3.0,,,,,1.0,,
14015450,away,43981,FK Radnički 1923,1158017,Alfa Baldé,alfa-balde,M,17,False,20.0,18.0,1.0,1.0,1.0,3.0,4.0,15.0,16.0,,4.0,,,,,90.0,44.0,7.0,16.0,,"{'original': 7, 'alternative': 7.4}",2,0.49,-0.19,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,3,2,90.0,100.0,16.666666666666664,66.66666666666666,,12.0,2.0,1.0,3.0,3.0,,3.0,,,2.0,,1.0,,,,1.0,1.0,0.18,,2.0,1.0,,,1.0,,,,,1.0,,
14015450,away,43981,FK Radnički 1923,1595656,Nikola Bukumira,nikola-bukumira,M,32,False,14.0,12.0,1.0,,0.0,6.0,6.0,6.0,8.0,1.0,2.0,,,,,62.0,26.0,6.1,5.0,,"{'original': 6.1, 'alternative': 6.5}",3,-0.34,-0.32,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,3,3,85.71428571428571,,,66.66666666666666,,,,,3.0,5.0,,3.0,1.0,,2.0,2.0,1.0,2.0,,,,2.0,-0.58,1.0,2.0,,,1.0,,,,,,,,
14015450,away,200776,FK Radnički 1923,1063157,Luka Stankovski,stankovski-luka,M,80,False,9.0,7.0,,,0.0,5.0,5.0,2.0,4.0,,1.0,,,,,45.0,14.0,5.9,3.0,,"{'original': 5.9, 'alternative': 6.2}",1,-0.06,0.02,-0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,2,3,77.77777777777779,,,,,,,,3.0,2.0,,,1.0,,,2.0,,,,,1.0,,-0.39,,,1.0,,1.0,1.0,,,,,,,
14015450,away,295152,FK Radnički 1923,1005356,Kilian Bevis,kilian-bevis,M,10,False,23.0,18.0,1.0,,0.0,4.0,6.0,14.0,17.0,,6.0,,,,,90.0,49.0,6.0,19.0,,"{'original': 6, 'alternative': 6.8}",3,0.24,0.29,-0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,4,9,0,9,78.26086956521739,,,,,4.0,,2.0,11.0,2.0,1.0,7.0,,,3.0,2.0,4.0,2.0,,1.0,,1.0,-0.36,,,2.0,,,,,1.0,,,,,1.0
14015450,away,43981,FK Radnički 1923,862199,Ester Sokler,sokler-ester,F,19,False,13.0,11.0,,,0.0,6.0,6.0,5.0,7.0,,,,,,,90.0,23.0,7.1,4.0,,"{'original': 7.1, 'alternative': 7.6}",3,-0.22,0.2,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,4,7,3,4,84.61538461538461,,,50.0,,,,3.0,7.0,4.0,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,,1.0,,0.44,,1.0,3.0,1.0,1.0,,,,,,1.0,,
14015450,away,43981,FK Radnički 1923,1802942,Stefan Petkoski Cimbaljević,stefan-petkoski-cimbaljevic,D,33,True,24.0,15.0,5.0,,0.0,3.0,3.0,12.0,21.0,1.0,,,,,,61.0,49.0,7.0,19.0,,"{'original': 7, 'alternative': 7.2}",1,0.36,0.08,-0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,6,3,62.5,,28.57142857142857,100.0,,7.0,2.0,1.0,4.0,7.0,,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,,1.0,,-0.09,1.0,3.0,,,,2.0,,,,,1.0,,
14015450,away,43981,FK Radnički 1923,1159434,Bojan Adžić,bojan-adzic,D,23,True,25.0,21.0,4.0,2.0,0.0,8.0,8.0,13.0,17.0,,3.0,,,,,61.0,42.0,6.8,5.0,,"{'original': 6.8, 'alternative': 7.5}",4,-0.08,-0.03,-0.23,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,2,3,84.0,50.0,100.0,50.0,,1.0,1.0,2.0,5.0,3.0,1.0,2.0,1.0,,,1.0,,1.0,,1.0,,2.0,0.42,1.0,1.0,1.0,1.0,1.0,,,,,,,,
14015450,away,43981,FK Radnički 1923,1000815,Louay Ben Hassine,louay-ben-hassine,D,99,True,21.0,20.0,,,0.0,2.0,2.0,18.0,19.0,,2.0,,,,,45.0,34.0,6.9,5.0,,"{'original': 6.9, 'alternative': 7.2}",2,0.02,0.25,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,3,2,95.23809523809523,,,50.0,,1.0,,1.0,3.0,3.0,1.0,2.0,,,,,1.0,,,1.0,2.0,,0.01,1.0,1.0,1.0,,,,,,,,,,
14015450,away,43981,FK Radnički 1923,971009,António Pina Gomes,pina-gomes-antonio,F,11,True,14.0,12.0,1.0,,0.0,1.0,2.0,11.0,12.0,,1.0,,,,,28.0,21.0,6.8,3.0,,"{'original': 6.8, 'alternative': 7.1}",2,0.14,0.16,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,85.71428571428571,,100.0,100.0,,2.0,2.0,,,2.0,,1.0,,,1.0,,2.0,1.0,,,,1.0,0.31,,1.0,1.0,,,,,,,,,,
14015450,away,32870,FK Radnički 1923,990630,Yankuba Jarju,yankuba-jarju,F,66,True,1.0,,,,0.0,,,,1.0,,,,,,,14.0,4.0,6.7,3.0,,"{'original': 6.7, 'alternative': 6.7}",0,-0.05,0.01,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,,,,100.0,,2.0,,,,2.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,
14015450,away,43981,FK Radnički 1923,1518953,Nikola Marjanovic,nikola-marjanovic,D,5,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015450,away,241802,FK Radnički 1923,987618,Danilo Mitrović,danilo-mitrovic,D,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015450,away,263765,FK Radnički 1923,1853855,Ibrahim Yusuf Omosanya,ibrahim-yusuf-omosanya,M,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015450,away,5148,FK Radnički 1923,13691,Vladimir Stojković,vladimir-stojkovic,G,88,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015450,away,43981,FK Radnički 1923,1165919,Nikola Miličić,nikola-milicic,D,4,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
