minute,value
1.0,2
2.0,3
3.0,-6
4.0,-19
5.0,-7
6.0,11
7.0,-10
8.0,-1
9.0,8
10.0,24
11.0,13
12.0,8
13.0,4
14.0,1
15.0,-2
16.0,-2
17.0,33
18.0,19
19.0,21
20.0,-39
21.0,-15
22.0,-7
23.0,34
24.0,24
25.0,21
26.0,33
27.0,31
28.0,20
29.0,10
30.0,-35
31.0,53
32.0,17
33.0,4
34.0,-22
35.0,40
36.0,15
37.0,4
38.0,7
39.0,-24
40.0,-5
41.0,5
42.0,20
43.0,-14
44.0,-11
45.0,-16
45.5,-15
46.0,-10
47.0,-13
48.0,-50
49.0,-15
50.0,-13
51.0,-5
52.0,-2
53.0,24
54.0,12
55.0,38
56.0,21
57.0,4
58.0,-4
59.0,-29
60.0,-23
61.0,-22
62.0,-28
63.0,-13
64.0,10
65.0,-4
66.0,-35
67.0,24
68.0,45
69.0,27
70.0,38
71.0,49
72.0,29
73.0,22
74.0,14
75.0,5
76.0,8
77.0,-8
78.0,-8
79.0,-22
80.0,-18
81.0,-31
82.0,-26
83.0,-26
84.0,-26
85.0,39
86.0,15
87.0,9
88.0,6
89.0,4
90.0,-2
90.5,-2
