player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,blockCoordinates
"{'name': 'Sankara Karamoko', 'firstName': 'Sankara Karamoko', 'lastName': '', 'slug': 'sankara-karamoko', 'shortName': 'S. Karamoko', 'position': 'F', 'jerseyNumber': '50', 'userCount': 259, 'gender': 'M', 'id': 1444568, 'fieldTranslations': {'nameTranslation': {'ar': 'سانكارا كاراموكو'}, 'shortNameTranslation': {'ar': 'س. كاراموكو'}}}",False,miss,regular,"{'x': 15.6, 'y': 39.3, 'z': 0}",right-foot,right,"{'x': 0, 'y': 40, 'z': 9.7}",5634305,47,,2785,"{'start': {'x': 39.3, 'y': 15.6}, 'end': {'x': 60, 'y': 0}, 'goal': {'x': 60, 'y': 90.3}}",44,2615,85,shot,,
"{'name': 'Ismael Casas', 'slug': 'ismael-casas', 'shortName': 'I. Casas', 'position': 'D', 'jerseyNumber': '45', 'userCount': 43, 'gender': 'M', 'id': 966572, 'fieldTranslations': {'nameTranslation': {'ar': 'إسماعيل كاساس', 'bn': 'ইসমাইল কাসাস', 'hi': 'इस्माइल कासास'}, 'shortNameTranslation': {'ar': 'إ. كاساس', 'bn': 'আই. কাসাস', 'hi': 'आई. कासास'}}}",False,save,assisted,"{'x': 21.6, 'y': 65.2, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.3, 'z': 6.3}",5634304,47,,2782,"{'start': {'x': 65.2, 'y': 21.6}, 'block': {'x': 54.2, 'y': 2.8}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 93.7}}",44,2618,82,shot,,"{'x': 2.8, 'y': 54.2, 'z': 0}"
"{'name': 'Olivier Thill', 'slug': 'olivier-thill', 'shortName': 'O. Thill', 'position': 'M', 'userCount': 110, 'gender': 'M', 'id': 797763, 'fieldTranslations': {'nameTranslation': {'ar': 'أوليفييه ثيل', 'bn': 'অলিভিয়ার থিল', 'hi': 'ओलिवियर थिल'}, 'shortNameTranslation': {'ar': 'أ. ثيل', 'bn': 'ও. থিল', 'hi': 'ओ. थिल'}}}",False,miss,free-kick,"{'x': 30.9, 'y': 47.9, 'z': 0}",right-foot,high,"{'x': 0, 'y': 50.6, 'z': 69.4}",5633949,45,2.0,2807,"{'start': {'x': 47.9, 'y': 30.9}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 30.6}}",1,2593,107,shot,,
"{'name': 'Petar Petrović', 'firstName': 'Petar', 'lastName': 'Petrović', 'slug': 'petar-petrovic', 'shortName': 'P. Petrović', 'position': 'D', 'jerseyNumber': '21', 'userCount': 51, 'gender': 'M', 'id': 1500275, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر بيتروفيتش'}, 'shortNameTranslation': {'ar': 'ب. بيتروفيتش'}}}",True,miss,corner,"{'x': 3.6, 'y': 73.4, 'z': 0}",right-foot,left,"{'x': 0, 'y': 100, 'z': 8.3}",5633903,41,,2444,"{'start': {'x': 73.4, 'y': 3.6}, 'block': {'x': 0.7, 'y': 2.5}, 'end': {'x': 0, 'y': 0}, 'goal': {'x': 0, 'y': 91.7}}",5,256,2444,shot,,"{'x': 2.5, 'y': 0.7, 'z': 0}"
"{'name': 'Lazar Mićić', 'firstName': 'Lazar Micic', 'lastName': '', 'slug': 'lazar-micic', 'shortName': 'L. Mićić', 'position': 'M', 'jerseyNumber': '28', 'userCount': 43, 'gender': 'M', 'id': 1147526, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ميتشيتش'}, 'shortNameTranslation': {'ar': 'ل. ميتشيتش'}}}",True,save,assisted,"{'x': 21.5, 'y': 75.6, 'z': 0}",left-foot,high-centre,"{'x': 0, 'y': 49.8, 'z': 33.5}",5636888,40,,2381,"{'start': {'x': 75.6, 'y': 21.5}, 'block': {'x': 54, 'y': 0.90000000000001}, 'end': {'x': 50.2, 'y': 0}, 'goal': {'x': 50.2, 'y': 66.5}}",6,319,2381,shot,,"{'x': 0.90000000000001, 'y': 54, 'z': 0}"
"{'name': 'Dušan Pantelić', 'firstName': '', 'lastName': '', 'slug': 'dusan-pantelic', 'shortName': 'D. Pantelić', 'position': 'M', 'jerseyNumber': '10', 'userCount': 11, 'gender': 'M', 'id': 98458, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان بانتليتش'}, 'shortNameTranslation': {'ar': 'د. بانتليتش'}}}",True,miss,assisted,"{'x': 24.7, 'y': 49.3, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 41.8, 'z': 69.4}",5633820,35,,2060,"{'start': {'x': 49.3, 'y': 24.7}, 'end': {'x': 58.2, 'y': 0}, 'goal': {'x': 58.2, 'y': 30.6}}",11,640,2060,shot,,
"{'name': 'Kayode Saliman', 'firstName': 'Kayode', 'lastName': 'Saliman', 'slug': 'kayode-saliman', 'shortName': 'K. Saliman', 'position': 'M', 'jerseyNumber': '14', 'userCount': 39, 'gender': 'M', 'id': 1472922, 'fieldTranslations': {'nameTranslation': {'ar': 'كايويد ساليمان'}, 'shortNameTranslation': {'ar': 'ك. ساليمان'}}}",True,save,assisted,"{'x': 12.2, 'y': 37.8, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 50.5, 'z': 20.9}",5633786,31,,1823,"{'start': {'x': 37.8, 'y': 12.2}, 'block': {'x': 49.1, 'y': 0.099999999999994}, 'end': {'x': 49.5, 'y': 0}, 'goal': {'x': 49.5, 'y': 79.1}}",15,877,1823,shot,,"{'x': 0.099999999999994, 'y': 49.1, 'z': 0}"
"{'name': 'Nikola Glišić', 'firstName': '', 'lastName': '', 'slug': 'nikola-glisic', 'shortName': 'N. Glišić', 'position': 'D', 'jerseyNumber': '7', 'userCount': 60, 'gender': 'M', 'id': 1111990, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا غليشيتش'}, 'shortNameTranslation': {'ar': 'ن. غليشيتش'}}}",False,block,assisted,"{'x': 25.9, 'y': 25.8, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.2, 'z': 19}",5633734,28,,1648,"{'start': {'x': 25.8, 'y': 25.9}, 'block': {'x': 32.8, 'y': 21}, 'end': {'x': 48.8, 'y': 0}, 'goal': {'x': 48.8, 'y': 81}}",18,1052,1648,shot,,"{'x': 21, 'y': 32.8, 'z': 0}"
"{'name': 'Ognjen Krsmanović', 'slug': 'ognjen-krsmanovic', 'shortName': 'O. Krsmanović', 'position': 'F', 'jerseyNumber': '22', 'userCount': 24, 'gender': 'M', 'id': 1398997, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغنيين كرسمنوفيتش'}, 'shortNameTranslation': {'ar': 'أ. كرسمنوفيتش'}}}",True,miss,assisted,"{'x': 23.2, 'y': 63.2, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 58.8, 'z': 37.5}",5633698,24,,1429,"{'start': {'x': 63.2, 'y': 23.2}, 'end': {'x': 41.2, 'y': 0}, 'goal': {'x': 41.2, 'y': 62.5}}",22,1271,1429,shot,,
"{'name': 'Ognjen Krsmanović', 'slug': 'ognjen-krsmanovic', 'shortName': 'O. Krsmanović', 'position': 'F', 'jerseyNumber': '22', 'userCount': 24, 'gender': 'M', 'id': 1398997, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغنيين كرسمنوفيتش'}, 'shortNameTranslation': {'ar': 'أ. كرسمنوفيتش'}}}",True,save,assisted,"{'x': 7.9, 'y': 49.1, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51, 'z': 4.4}",5633660,21,,1253,"{'start': {'x': 49.1, 'y': 7.9}, 'block': {'x': 47.7, 'y': 0.2}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 95.6}}",25,1447,1253,shot,,"{'x': 0.2, 'y': 47.7, 'z': 0}"
"{'name': 'Olivier Thill', 'slug': 'olivier-thill', 'shortName': 'O. Thill', 'position': 'M', 'userCount': 110, 'gender': 'M', 'id': 797763, 'fieldTranslations': {'nameTranslation': {'ar': 'أوليفييه ثيل', 'bn': 'অলিভিয়ার থিল', 'hi': 'ओलिवियर थिल'}, 'shortNameTranslation': {'ar': 'أ. ثيل', 'bn': 'ও. থিল', 'hi': 'ओ. थिल'}}}",False,block,set-piece,"{'x': 20.9, 'y': 39.9, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.7, 'z': 19}",5633676,20,,1152,"{'start': {'x': 39.9, 'y': 20.9}, 'block': {'x': 40.8, 'y': 18.4}, 'end': {'x': 47.3, 'y': 0}, 'goal': {'x': 47.3, 'y': 81}}",26,1548,1152,shot,,"{'x': 18.4, 'y': 40.8, 'z': 0}"
"{'name': 'Miloš Jović', 'firstName': 'Miloš Jović', 'slug': 'milos-jovic', 'shortName': 'M. Jović', 'position': 'F', 'jerseyNumber': '9', 'userCount': 102, 'gender': 'M', 'id': 1516067, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش يوفتيش'}, 'shortNameTranslation': {'ar': 'م. يوفتيش'}}}",False,block,assisted,"{'x': 9.2, 'y': 62.6, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.6, 'z': 19}",5633458,3,,123,"{'start': {'x': 62.6, 'y': 9.2}, 'block': {'x': 60.7, 'y': 7.7}, 'end': {'x': 50.4, 'y': 0}, 'goal': {'x': 50.4, 'y': 81}}",43,2577,123,shot,,"{'x': 7.7, 'y': 60.7, 'z': 0}"
