match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,duelWon,totalContest,wonContest,outfielderBlock,unsuccessfulTouch,aerialLost,aerialWon,duelLost,shotOffTarget,interceptionWon,totalTackle,wonTackle,wasFouled,fouls,keyPass,shotValueNormalized,blockedScoringAttempt,challengeLost,dispossessed,accurateCross,bigChanceMissed,onTargetScoringAttempt,hitWoodwork,totalOffside,bigChanceCreated,goals,goodHighClaim,punches,lastManTackle
14015505,home,5149,FK Crvena zvezda,603946,Matheus,matheus,G,1,False,29.0,28.0,3.0,2.0,0.0,27.0,27.0,1.0,2.0,2.0,12.0,1.0,1.0,2.0,2.0,90.0,38.0,6.6,1.0,0.1441,"{'original': 6.6, 'alternative': 6.8}",0,0.07,-0.02,-0.04,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,96.55172413793103,66.66666666666666,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015505,home,5149,FK Crvena zvezda,1019333,Young-woo Seol,young-woo-seol,D,66,False,74.0,67.0,2.0,2.0,0.0,27.0,28.0,40.0,46.0,1.0,6.0,,,,,90.0,94.0,6.9,11.0,,"{'original': 6.9, 'alternative': 7.1}",0,0.27,0.11,-0.12,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,90.54054054054053,100.0,,100.0,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14015505,home,5149,FK Crvena zvezda,1146225,Stefan Leković,stefan-lekovic,D,25,False,85.0,80.0,9.0,5.0,0.0,41.0,41.0,39.0,44.0,5.0,8.0,,,,,90.0,105.0,7.5,6.0,,"{'original': 7.5, 'alternative': 7.5}",1,0.38,0.2,-0.08,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,10,5,3,2,94.11764705882352,55.55555555555556,,50.0,,,11.0,2.0,1.0,,,2.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.25,,,,,,,,,,,,,
14015505,home,5149,FK Crvena zvezda,1133882,Franklin Tebo,franklin-tebo,D,30,False,101.0,92.0,10.0,6.0,0.0,47.0,49.0,45.0,52.0,2.0,7.0,,,,,90.0,116.0,7.5,10.0,,"{'original': 7.5, 'alternative': 7.1}",1,0.45,0.19,-0.12,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,7,6,4,2,91.0891089108911,60.0,,,,,8.0,,,,1.0,3.0,4.0,5.0,,2.0,3.0,1.0,1.0,2.0,,-0.18,1.0,,,,,,,,,,,,
14015505,home,5149,FK Crvena zvezda,1493918,Adem Avdić,adem-avdic,D,71,False,44.0,36.0,1.0,,0.0,11.0,13.0,25.0,31.0,1.0,3.0,,,,,86.0,71.0,5.7,20.0,,"{'original': 5.7, 'alternative': 6.3}",1,-0.25,-0.24,-0.36,,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,3,14,3,11,81.81818181818183,,,,,5.0,6.0,2.0,,,3.0,,3.0,11.0,,,,,3.0,5.0,,0.0,1.0,3.0,1.0,,,,,,,,,,
14015505,home,5149,FK Crvena zvezda,939721,Milson,milson,M,7,False,36.0,28.0,2.0,,0.0,7.0,8.0,21.0,28.0,,3.0,,,,,90.0,70.0,6.8,22.0,,"{'original': 6.8, 'alternative': 7.5}",3,0.42,0.28,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,3,10,6,4,77.77777777777779,,30.76923076923077,66.66666666666666,,13.0,7.0,3.0,2.0,1.0,3.0,2.0,1.0,6.0,1.0,,1.0,1.0,3.0,1.0,4.0,-0.62,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,,
14015505,home,5149,FK Crvena zvezda,1516318,Mahmudu Bajo,bajo,M,6,False,31.0,28.0,,,0.0,14.0,16.0,14.0,15.0,,6.0,,,,,45.0,45.0,7.3,7.0,,"{'original': 7.3, 'alternative': 7.2}",0,0.16,0.13,0.22,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,5,0,90.32258064516128,,,100.0,,1.0,6.0,1.0,1.0,1.0,3.0,,1.0,,,,4.0,2.0,,,1.0,,,,,,,,,,,,,,
14015505,home,5149,FK Crvena zvezda,155449,Rade Krunić,rade-krunic,M,33,False,35.0,35.0,2.0,2.0,0.0,13.0,13.0,22.0,22.0,,1.0,,,,,45.0,40.0,7.0,1.0,,"{'original': 7, 'alternative': 7}",0,0.26,0.05,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,100.0,100.0,,,,,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
14015505,home,5149,FK Crvena zvezda,278763,Mirko Ivanić,mirko-ivanic,M,4,False,38.0,33.0,1.0,1.0,0.0,9.0,9.0,24.0,29.0,,2.0,,,,,63.0,55.0,7.7,12.0,,"{'original': 7.7, 'alternative': 7.3}",2,0.72,0.3,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,86.8421052631579,100.0,,100.0,,2.0,1.0,1.0,1.0,,3.0,,,,,,,,,,,-0.42,,,,,,2.0,,,,,,,
14015505,home,5149,FK Crvena zvezda,21927,Marko Arnautović,marko-arnautovic,F,89,False,25.0,19.0,3.0,2.0,0.0,2.0,2.0,17.0,23.0,,1.0,,,,,64.0,35.0,6.7,8.0,,"{'original': 6.7, 'alternative': 7.7}",2,0.25,-0.26,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,2,2,76.0,66.66666666666666,,100.0,,,2.0,1.0,1.0,,1.0,,,2.0,1.0,,1.0,1.0,,2.0,4.0,-0.35,,,,,,1.0,,1.0,1.0,,,,
14015505,home,5149,FK Crvena zvezda,110701,Aleksandar Katai,aleksandar-katai,F,10,False,39.0,32.0,3.0,3.0,0.0,5.0,5.0,27.0,34.0,,3.0,,,,,90.0,64.0,8.3,15.0,,"{'original': 8.3, 'alternative': 8.6}",7,0.05,0.54,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,4,8,3,5,82.05128205128204,100.0,,50.0,,1.0,6.0,4.0,2.0,,3.0,1.0,3.0,6.0,3.0,,,,1.0,1.0,,0.55,,,2.0,,2.0,4.0,1.0,,,1.0,,,
14015505,home,5149,FK Crvena zvezda,827371,Timi Max Elšnik,timi-max-elsnik,M,21,True,42.0,36.0,,,0.0,7.0,8.0,29.0,34.0,1.0,5.0,,,,,45.0,57.0,7.2,12.0,,"{'original': 7.2, 'alternative': 7.1}",1,0.36,0.17,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,3,1,85.71428571428571,,,100.0,,3.0,4.0,1.0,1.0,,2.0,,1.0,1.0,,,2.0,2.0,,,,0.02,,,1.0,,,1.0,,,,,,,
14015505,home,5149,FK Crvena zvezda,1131048,Tomás Händel,tomas-handel,M,20,True,49.0,42.0,,,0.0,10.0,10.0,32.0,39.0,,1.0,,,,,45.0,53.0,6.6,8.0,,"{'original': 6.6, 'alternative': 6.9}",1,0.16,0.14,-0.09,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,0,2,85.71428571428571,,,,,,1.0,,,,,1.0,1.0,3.0,1.0,1.0,,,,,1.0,-0.08,,1.0,1.0,,,,,,,,,,
14015505,home,5149,FK Crvena zvezda,802665,Nemanja Radonjić,nemanja-radonjic,M,49,True,15.0,11.0,,,0.0,3.0,3.0,8.0,12.0,,3.0,,,,,27.0,37.0,6.6,15.0,,"{'original': 6.6, 'alternative': 6.3}",1,0.43,0.01,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,2,5,73.33333333333333,,25.0,33.33333333333333,,8.0,2.0,6.0,2.0,,,,,5.0,,,,,,,2.0,-0.07,1.0,,1.0,2.0,,,,1.0,,,,,
14015505,home,5149,FK Crvena zvezda,878830,Bruno Duarte,bruno-duarte,F,17,True,9.0,6.0,2.0,2.0,0.0,1.0,1.0,5.0,8.0,,3.0,,,,,26.0,21.0,6.8,10.0,,"{'original': 6.8, 'alternative': 7.1}",1,0.27,0.02,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,3,2,66.66666666666666,100.0,25.0,,,4.0,4.0,,,,3.0,1.0,1.0,3.0,,,2.0,2.0,1.0,,1.0,-0.33,1.0,1.0,1.0,1.0,,,,,,,,,
14015505,home,5149,FK Crvena zvezda,1825955,Vasilije Kostov,vasilije-kostov,M,22,True,7.0,6.0,,,0.0,2.0,2.0,4.0,5.0,,,,,,,11.0,11.0,6.6,2.0,,"{'original': 6.6, 'alternative': 7}",1,0.26,,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,85.71428571428571,,66.66666666666666,,,3.0,,,,,,,,,1.0,,,,,,2.0,-0.41,,,,2.0,,,,,,,,,
14015505,home,5149,FK Crvena zvezda,797083,Omri Glazer,omri-glazer,G,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015505,home,5149,FK Crvena zvezda,867608,Rodrigão,rodrigao-prado,D,5,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015505,home,5149,FK Crvena zvezda,1100641,Nikola Stanković,nikola-stankovic,M,24,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015505,home,5160,FK Crvena zvezda,1584981,Uros Đorđević,uros-dordevic,F,70,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015505,home,5149,FK Crvena zvezda,904400,Nair Tiknizyan,nair-tiknizyan,D,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015505,home,5149,FK Crvena zvezda,2207346,Aleksa Damjanović,damjanovic-aleksa,F,19,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
