match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,duelWon,totalContest,wonContest,outfielderBlock,unsuccessfulTouch,aerialLost,aerialWon,duelLost,shotOffTarget,interceptionWon,totalTackle,wonTackle,wasFouled,fouls,keyPass,shotValueNormalized,blockedScoringAttempt,challengeLost,dispossessed,accurateCross,bigChanceMissed,onTargetScoringAttempt,hitWoodwork,totalOffside,bigChanceCreated,goals,goodHighClaim,punches,lastManTackle
14015505,away,111127,FK Radnik Surdulica,954755,Stefan Ranđelović,stefan-randjelovic,G,99,False,32.0,12.0,28.0,8.0,0.0,7.0,13.0,5.0,19.0,3.0,12.0,5.0,8.0,,,90.0,49.0,8.2,20.0,0.9437,"{'original': 8.2, 'alternative': 8.3}",0,0.12,-0.02,-0.05,0.68,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,37.5,28.57142857142857,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,
14015505,away,111127,FK Radnik Surdulica,1147541,Mateja Gašić,mateja-gasic,D,66,False,18.0,14.0,4.0,2.0,0.0,5.0,7.0,9.0,11.0,7.0,2.0,,,,,90.0,58.0,7.2,14.0,,"{'original': 7.2, 'alternative': 7.4}",0,0.16,0.02,0.28,,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,2,12,7,5,77.77777777777779,50.0,20.0,,,5.0,8.0,,,,,1.0,1.0,6.0,,1.0,4.0,4.0,3.0,1.0,2.0,,,2.0,2.0,1.0,,,,,,,,,
14015505,away,111127,FK Radnik Surdulica,1215907,David Stojanović,david-stojanovic,D,6,False,17.0,10.0,3.0,,0.0,9.0,12.0,1.0,5.0,13.0,4.0,,,,,90.0,39.0,7.2,7.0,,"{'original': 7.2, 'alternative': 7.1}",0,0.02,0.2,0.61,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,3,0,58.82352941176471,,,,,,3.0,,,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,
14015505,away,111127,FK Radnik Surdulica,1388249,Sandro Trémoulet,sandro-tremoulet,D,18,False,13.0,11.0,1.0,,0.0,10.0,10.0,1.0,3.0,10.0,2.0,,,,,90.0,35.0,7.4,2.0,,"{'original': 7.4, 'alternative': 7}",0,0.06,0.06,1.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,5,4,2,2,84.61538461538461,,,,,,3.0,,,2.0,,4.0,1.0,6.0,,2.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,1.0
14015505,away,111127,FK Radnik Surdulica,1147568,Sadick Abubakar,sadick-abubakar,D,37,False,19.0,13.0,5.0,1.0,0.0,10.0,11.0,3.0,8.0,4.0,2.0,,,,,74.0,31.0,6.2,7.0,,"{'original': 6.2, 'alternative': 6.5}",0,0.1,0.0,-0.32,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,1,3,68.42105263157895,20.0,,,,,2.0,,,,1.0,1.0,1.0,4.0,,3.0,1.0,1.0,,2.0,,,,1.0,,,,,,,,,,,
14015505,away,5149,FK Radnik Surdulica,1916326,Douglas Owusu,owusu-douglas,M,7,False,15.0,11.0,2.0,1.0,0.0,4.0,5.0,7.0,10.0,2.0,4.0,,,,,90.0,35.0,6.6,11.0,,"{'original': 6.6, 'alternative': 6.4}",2,0.09,0.22,-0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,4,11,4,7,73.33333333333333,50.0,,100.0,,,4.0,1.0,1.0,,4.0,4.0,,11.0,,,1.0,,2.0,1.0,,-0.01,2.0,3.0,3.0,,,,,,,,,,
14015505,away,111127,FK Radnik Surdulica,1165840,Miloš Popović,milos-popovic,M,5,False,18.0,11.0,1.0,,0.0,6.0,11.0,5.0,7.0,1.0,2.0,,,,,90.0,25.0,6.8,8.0,,"{'original': 6.8, 'alternative': 6.7}",0,-0.11,0.04,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,4,2,61.111111111111114,,,,,,6.0,,,,,,2.0,2.0,,,3.0,,1.0,1.0,,,,,1.0,,,,,,,,,,
14015505,away,111127,FK Radnik Surdulica,938002,Mlađan Stevanović,mladjan-stevanovic,M,24,False,27.0,21.0,3.0,1.0,0.0,14.0,16.0,7.0,11.0,,5.0,,,,,87.0,34.0,6.5,7.0,,"{'original': 6.5, 'alternative': 6.4}",0,0.02,0.05,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,3,3,77.77777777777779,33.33333333333333,,,,,3.0,,,,,1.0,,4.0,,,2.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,
14015505,away,111127,FK Radnik Surdulica,356190,Borko Duronjić,borko-duronjic,M,11,False,13.0,7.0,1.0,1.0,0.0,4.0,5.0,3.0,8.0,2.0,2.0,,,,,63.0,20.0,6.6,7.0,,"{'original': 6.6, 'alternative': 6.5}",0,-0.02,0.04,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,53.84615384615385,100.0,,100.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14015505,away,111127,FK Radnik Surdulica,997184,Martin Novaković,martin-novakovic,F,30,False,14.0,10.0,,,0.0,5.0,7.0,5.0,7.0,4.0,3.0,,,,,63.0,35.0,6.5,10.0,,"{'original': 6.5, 'alternative': 6.7}",1,-0.03,0.12,0.25,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,3,4,71.42857142857143,,,50.0,,,3.0,2.0,1.0,1.0,4.0,2.0,,6.0,,1.0,,,2.0,,,-0.15,,2.0,1.0,,,1.0,,,,,,,
14015505,away,287019,FK Radnik Surdulica,999008,Stephen Chinedu,chinedu-stephen,F,77,False,14.0,6.0,2.0,1.0,0.0,4.0,5.0,2.0,9.0,,6.0,,,,,63.0,27.0,6.0,13.0,,"{'original': 6, 'alternative': 6.3}",0,-0.2,0.06,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,7,6,1,5,42.857142857142854,50.0,,,,,3.0,1.0,,,3.0,5.0,2.0,10.0,,,1.0,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,
14015505,away,111127,FK Radnik Surdulica,804662,Aleksandar Pejović,aleksandar-pejovic,M,28,True,16.0,9.0,3.0,,0.0,4.0,7.0,5.0,9.0,1.0,2.0,,,,,27.0,20.0,6.6,8.0,,"{'original': 6.6, 'alternative': 6.5}",1,0.15,0.01,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,56.25,,,,,,1.0,,,,1.0,1.0,,2.0,,,1.0,1.0,,1.0,,0.01,1.0,,,,,,,,,,,,
14015505,away,111127,FK Radnik Surdulica,1130262,Đorđe Jovanović,dorde-jovanovic,F,88,True,5.0,3.0,,,0.0,1.0,2.0,2.0,3.0,3.0,2.0,,,,,27.0,15.0,7.6,6.0,,"{'original': 7.6, 'alternative': 7}",1,-0.05,0.07,0.36,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,2,3,60.0,,,50.0,,,3.0,2.0,1.0,,1.0,1.0,1.0,4.0,,,1.0,1.0,,,,0.51,,,2.0,,,1.0,,,,1.0,,,
14015505,away,111127,FK Radnik Surdulica,901590,Haris Hajdarević,haris-hajdarevic,M,4,True,15.0,10.0,1.0,,1.0,6.0,9.0,4.0,6.0,3.0,3.0,,,,,27.0,28.0,7.0,8.0,,"{'original': 7, 'alternative': 7.2}",0,0.27,0.3,0.28,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,4,4,3,1,66.66666666666666,,,66.66666666666666,,,4.0,3.0,2.0,,2.0,3.0,1.0,4.0,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,,,
14015505,away,37125,FK Radnik Surdulica,1427154,Uroš Filipović,uros-filipovic,D,21,True,1.0,1.0,,,0.0,1.0,1.0,,,1.0,1.0,,,,,16.0,5.0,6.8,,,"{'original': 6.8, 'alternative': 6.6}",0,0.01,0.01,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,100.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
14015505,away,111127,FK Radnik Surdulica,1000660,Savo Rašković,savo-raskovic,M,80,True,3.0,2.0,,,0.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,10.0,4.0,6.6,1.0,,"{'original': 6.6, 'alternative': 6.5}",0,0.0,0.09,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,66.66666666666666,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
14015505,away,111127,FK Radnik Surdulica,954756,Stefan Ilić,stefan-ilic,G,26,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015505,away,229348,FK Radnik Surdulica,1982078,Uroš Filimonović,uros-filimonovic,M,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015505,away,111127,FK Radnik Surdulica,1544668,Darije Markočević,darije-markocevic,F,49,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015505,away,202066,FK Radnik Surdulica,997182,Uroš Blagojević,uros-blagojevic,D,33,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015505,away,35326,FK Radnik Surdulica,1166049,Andrija Lazarević,andrija-lazarevic,F,19,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015505,away,111127,FK Radnik Surdulica,1166090,Luka Puzovic,luka-puzovic,M,8,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
