player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,xgot,blockCoordinates,goalType
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'bn': 'বালসা সেকুলিক', 'hi': 'बाल्सा सेकुलिक'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'bn': 'বি. সেকুলিক', 'hi': 'बी. सेकुलिक'}}}",False,miss,throw-in-set-piece,"{'x': 13, 'y': 55, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 59.2, 'z': 51.8}",0.09361,6875302,90,4.0,5633,"{'start': {'x': 55, 'y': 13}, 'end': {'x': 40.8, 'y': 0}, 'goal': {'x': 40.8, 'y': 48.2}}",1,667,233,shot,,,
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'bn': 'বালসা সেকুলিক', 'hi': 'बाल्सा सेकुलिक'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'bn': 'বি. সেকুলিক', 'hi': 'बी. सेकुलिक'}}}",False,save,regular,"{'x': 7, 'y': 50, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 48.9, 'z': 15.9}",0.5131,6875301,90,3.0,5554,"{'start': {'x': 50, 'y': 7}, 'end': {'x': 51.1, 'y': 0}, 'goal': {'x': 51.1, 'y': 84.1}}",1,746,154,shot,0.6526,,
"{'name': 'Marko Čavor', 'firstName': '', 'lastName': '', 'slug': 'marko-cavor', 'shortName': 'M. Čavor', 'position': 'D', 'jerseyNumber': '29', 'userCount': 10, 'gender': 'M', 'id': 909420, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو تشافور'}, 'shortNameTranslation': {'ar': 'م. تشافور'}}}",True,block,throw-in-set-piece,"{'x': 28, 'y': 59, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.00574,6875300,86,,5139,"{'start': {'x': 59, 'y': 28}, 'block': {'x': 59, 'y': 28}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",5,261,2439,shot,,"{'x': 28, 'y': 59, 'z': 0}",
"{'name': 'Drago Bumbar', 'firstName': '', 'lastName': '', 'slug': 'drago-bumbar', 'shortName': 'D. Bumbar', 'position': 'D', 'jerseyNumber': '15', 'userCount': 6, 'gender': 'M', 'id': 1103876, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغو بومبار'}, 'shortNameTranslation': {'ar': 'د. بومبار'}}}",True,miss,set-piece,"{'x': 28, 'y': 42, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 42.3, 'z': 46.5}",0.003609,6875299,84,,4991,"{'start': {'x': 42, 'y': 28}, 'end': {'x': 57.7, 'y': 0}, 'goal': {'x': 57.7, 'y': 53.5}}",7,409,2291,shot,,,
"{'name': 'Kristijan Radunović', 'firstName': 'Kristijan Radunović', 'lastName': '', 'slug': 'kristijan-radunovic', 'shortName': 'K. Radunović', 'position': 'M', 'jerseyNumber': '14', 'userCount': 3, 'gender': 'M', 'id': 1381377, 'fieldTranslations': {'nameTranslation': {'ar': 'كريستيجان رادونوفيتش'}, 'shortNameTranslation': {'ar': 'ك. رادونوفيتش'}}}",True,goal,set-piece,"{'x': 8, 'y': 59, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.1, 'z': 15.1}",0.6289,6875298,82,,4891,"{'start': {'x': 59, 'y': 8}, 'end': {'x': 48.9, 'y': 0}, 'goal': {'x': 48.9, 'y': 84.9}}",9,509,2191,shot,0.7119,,regular
"{'name': 'Šaleta Kordić', 'firstName': '', 'lastName': '', 'slug': 'saleta-kordic', 'shortName': 'Š. Kordić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 4, 'gender': 'M', 'id': 227396, 'fieldTranslations': {'nameTranslation': {'ar': 'شاليتا كورديتش', 'bn': 'শ্যালেট কোর্ডিচ', 'hi': 'शालेटा कोर्डिक'}, 'shortNameTranslation': {'ar': 'ش. كورديتش', 'bn': 'এস. কোর্ডিক', 'hi': 'एस. कोर्डिक'}}}",True,post,set-piece,"{'x': 9, 'y': 26, 'z': 0}",right-foot,high,"{'x': 0, 'y': 54, 'z': 39}",0.03131,6875297,82,,4889,"{'start': {'x': 26, 'y': 9}, 'end': {'x': 46, 'y': 0}, 'goal': {'x': 46, 'y': 61}}",9,511,2189,shot,,,
"{'name': 'Stefan Denković', 'slug': 'stefan-denkovic', 'shortName': 'S. Denković', 'position': 'M', 'jerseyNumber': '7', 'userCount': 15, 'gender': 'M', 'id': 95583, 'fieldTranslations': {'nameTranslation': {'ar': 'دينكوفيتش ، ستيفان'}, 'shortNameTranslation': {'ar': 'د. ، ستيفان'}}}",False,goal,penalty,"{'x': 10, 'y': 50, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 51.9, 'z': 5.2}",0.76,6875303,80,,4772,"{'start': {'x': 50, 'y': 10}, 'end': {'x': 48.1, 'y': 0}, 'goal': {'x': 48.1, 'y': 94.8}}",11,628,2072,shot,0.81,,penalty
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'bn': 'বালসা সেকুলিক', 'hi': 'बाल्सा सेकुलिक'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'bn': 'বি. সেকুলিক', 'hi': 'बी. सेकुलिक'}}}",False,save,regular,"{'x': 9, 'y': 46, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50, 'z': 8.4}",0.1748,6875296,75,,4497,"{'start': {'x': 46, 'y': 9}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 91.6}}",16,903,1797,shot,0.2116,,
"{'name': 'Stefan Denković', 'slug': 'stefan-denkovic', 'shortName': 'S. Denković', 'position': 'M', 'jerseyNumber': '7', 'userCount': 15, 'gender': 'M', 'id': 95583, 'fieldTranslations': {'nameTranslation': {'ar': 'دينكوفيتش ، ستيفان'}, 'shortNameTranslation': {'ar': 'د. ، ستيفان'}}}",False,save,throw-in-set-piece,"{'x': 10, 'y': 58, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.7, 'z': 9.5}",0.08762,6875295,75,,4472,"{'start': {'x': 58, 'y': 10}, 'end': {'x': 54.3, 'y': 0}, 'goal': {'x': 54.3, 'y': 90.5}}",16,928,1772,shot,0.3841,,
"{'name': 'Šaleta Kordić', 'firstName': '', 'lastName': '', 'slug': 'saleta-kordic', 'shortName': 'Š. Kordić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 4, 'gender': 'M', 'id': 227396, 'fieldTranslations': {'nameTranslation': {'ar': 'شاليتا كورديتش', 'bn': 'শ্যালেট কোর্ডিচ', 'hi': 'शालेटा कोर्डिक'}, 'shortNameTranslation': {'ar': 'ش. كورديتش', 'bn': 'এস. কোর্ডিক', 'hi': 'एस. कोर्डिक'}}}",True,miss,regular,"{'x': 14, 'y': 37, 'z': 0}",head,close-high-right,"{'x': 0, 'y': 42.2, 'z': 41}",0.06456,6875294,65,,3884,"{'start': {'x': 37, 'y': 14}, 'end': {'x': 57.8, 'y': 0}, 'goal': {'x': 57.8, 'y': 59}}",26,1516,1184,shot,,,
"{'name': 'Jovan Dašić', 'firstName': '', 'lastName': '', 'slug': 'jovan-dasic', 'shortName': 'J. Dašić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 11, 'gender': 'M', 'id': 1005622, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان داشيتش', 'bn': 'জোভান দাসিচ', 'hi': 'जोवन दासिच'}, 'shortNameTranslation': {'ar': 'ي. داشيتش', 'bn': 'জে. দাসিচ', 'hi': 'जे. दासिच'}}}",False,miss,regular,"{'x': 4, 'y': 57, 'z': 0}",head,close-high,"{'x': 0, 'y': 55.7, 'z': 54.5}",0.1032,6875293,64,,3810,"{'start': {'x': 57, 'y': 4}, 'end': {'x': 44.3, 'y': 0}, 'goal': {'x': 44.3, 'y': 45.5}}",27,1590,1110,shot,,,
"{'name': 'Vitinho', 'slug': 'vitinho', 'shortName': 'Vitinho', 'position': 'M', 'jerseyNumber': '77', 'userCount': 13, 'gender': 'M', 'id': 1031066, 'fieldTranslations': {'nameTranslation': {'ar': 'فيتينيو'}, 'shortNameTranslation': {'ar': 'فيتينيو'}}}",True,save,regular,"{'x': 27, 'y': 70, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.4, 'z': 15.3}",0.007542,6875292,60,,3544,"{'start': {'x': 70, 'y': 27}, 'end': {'x': 50.6, 'y': 0}, 'goal': {'x': 50.6, 'y': 84.7}}",31,1856,844,shot,0.01123,,
"{'name': 'Jovan Dašić', 'firstName': '', 'lastName': '', 'slug': 'jovan-dasic', 'shortName': 'J. Dašić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 11, 'gender': 'M', 'id': 1005622, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان داشيتش', 'bn': 'জোভান দাসিচ', 'hi': 'जोवन दासिच'}, 'shortNameTranslation': {'ar': 'ي. داشيتش', 'bn': 'জে. দাসিচ', 'hi': 'जे. दासिच'}}}",False,save,regular,"{'x': 27, 'y': 38, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.9, 'z': 7.2}",0.02858,6875291,31,,1835,"{'start': {'x': 38, 'y': 27}, 'end': {'x': 52.1, 'y': 0}, 'goal': {'x': 52.1, 'y': 92.8}}",15,865,1835,shot,0.09918,,
"{'name': 'Stefan Golubović', 'firstName': '', 'lastName': '', 'slug': 'stefan-golubovic', 'shortName': 'S. Golubović', 'position': 'F', 'jerseyNumber': '21', 'userCount': 8, 'gender': 'M', 'id': 1185131, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان غولوبوفيتش'}, 'shortNameTranslation': {'ar': 'س. غولوبوفيتش'}}}",True,block,regular,"{'x': 12, 'y': 64, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.05882,6875290,24,,1383,"{'start': {'x': 64, 'y': 12}, 'block': {'x': 64, 'y': 12}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",22,1317,1383,shot,,"{'x': 12, 'y': 64, 'z': 0}",
