minute,value
1.0,48
2.0,34
3.0,54
4.0,41
5.0,27
6.0,55
7.0,35
8.0,-34
9.0,-39
10.0,73
11.0,24
12.0,27
13.0,56
14.0,100
15.0,51
16.0,73
17.0,100
18.0,62
19.0,98
20.0,54
21.0,-45
22.0,-14
23.0,-18
24.0,-16
25.0,-15
26.0,25
27.0,17
28.0,6
29.0,-45
30.0,-65
31.0,-35
32.0,-22
33.0,20
34.0,8
35.0,-46
36.0,-23
37.0,20
38.0,3
39.0,27
40.0,15
41.0,4
42.0,36
43.0,52
44.0,9
45.0,41
45.5,-90
46.0,6
47.0,94
48.0,52
49.0,41
50.0,25
51.0,100
52.0,29
53.0,-25
54.0,-5
55.0,-27
56.0,-27
57.0,-9
58.0,6
59.0,2
60.0,9
61.0,2
62.0,-5
63.0,-17
64.0,-10
65.0,11
66.0,75
67.0,46
68.0,24
69.0,15
70.0,-45
71.0,-26
72.0,-15
73.0,-9
74.0,-10
75.0,-12
76.0,-2
77.0,6
78.0,4
79.0,4
80.0,-4
81.0,6
82.0,4
83.0,8
84.0,21
85.0,19
86.0,7
87.0,31
88.0,100
89.0,72
90.0,74
90.5,75
