player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,xg,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,xgot
"{'name': 'Takeru Komiya', 'firstName': '', 'lastName': '', 'slug': 'takeru-komiya', 'shortName': 'T. Komiya', 'position': 'F', 'userCount': 25, 'gender': 'M', 'id': 1391884, 'fieldTranslations': {'nameTranslation': {'ar': 'تاكيرو كومييا'}, 'shortNameTranslation': {'ar': 'ت. كومييا'}}}",True,block,throw-in-set-piece,"{'x': 25, 'y': 63, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 25, 'y': 63, 'z': 0}",0.0008169,6542261,89,5284,"{'start': {'x': 63, 'y': 25}, 'block': {'x': 63, 'y': 25}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",2,116,2584,shot,,
"{'name': 'Aldin Mušović', 'firstName': '', 'lastName': '', 'slug': 'aldin-musovic', 'shortName': 'A. Mušović', 'position': 'F', 'jerseyNumber': '9', 'userCount': 9, 'gender': 'M', 'id': 1382874, 'fieldTranslations': {'nameTranslation': {'ar': 'ألدين موشوفيتش'}, 'shortNameTranslation': {'ar': 'أ. موشوفيتش'}}}",True,miss,regular,"{'x': 12, 'y': 56, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 51.3, 'z': 43.1}",,0.3592,6542260,86,5145,"{'start': {'x': 56, 'y': 12}, 'end': {'x': 48.7, 'y': 0}, 'goal': {'x': 48.7, 'y': 56.9}}",5,255,2445,shot,,
"{'name': 'Takeru Komiya', 'firstName': '', 'lastName': '', 'slug': 'takeru-komiya', 'shortName': 'T. Komiya', 'position': 'F', 'userCount': 25, 'gender': 'M', 'id': 1391884, 'fieldTranslations': {'nameTranslation': {'ar': 'تاكيرو كومييا'}, 'shortNameTranslation': {'ar': 'ت. كومييا'}}}",True,block,regular,"{'x': 15, 'y': 49, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 15, 'y': 49, 'z': 0}",0.1577,6542259,86,5143,"{'start': {'x': 49, 'y': 15}, 'block': {'x': 49, 'y': 15}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",5,257,2443,shot,,
"{'name': 'Rodrigo Faust', 'slug': 'rodrigo-faust', 'shortName': 'R. Faust', 'position': 'F', 'jerseyNumber': '9', 'userCount': 9, 'gender': 'M', 'id': 871881, 'fieldTranslations': {'nameTranslation': {'ar': 'رودريغو فاوست'}, 'shortNameTranslation': {'ar': 'ر. فاوست'}}}",False,goal,regular,"{'x': 9, 'y': 50, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 54.2, 'z': 11.3}",,0.631,6542258,79,4693,"{'start': {'x': 50, 'y': 9}, 'end': {'x': 45.8, 'y': 0}, 'goal': {'x': 45.8, 'y': 88.7}}",12,707,1993,shot,regular,0.846
"{'name': 'Dušan Vuković', 'firstName': '', 'lastName': '', 'slug': 'dusan-vukovic', 'shortName': 'D. Vuković', 'position': 'M', 'jerseyNumber': '77', 'userCount': 24, 'gender': 'M', 'id': 1103884, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان فوكوفيتش'}, 'shortNameTranslation': {'ar': 'د. فوكوفيتش'}}}",False,save,regular,"{'x': 15, 'y': 30, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.5, 'z': 1.1}",,0.06853,6542257,79,4692,"{'start': {'x': 30, 'y': 15}, 'end': {'x': 49.5, 'y': 0}, 'goal': {'x': 49.5, 'y': 98.9}}",12,708,1992,shot,,0.03333
"{'name': 'Srđan Šćepanović', 'firstName': '', 'lastName': '', 'slug': 'srdan-scepanovic', 'shortName': 'S. Šćepanović', 'position': 'D', 'jerseyNumber': '55', 'userCount': 4, 'gender': 'M', 'id': 1424818, 'fieldTranslations': {'nameTranslation': {'ar': 'سردجان شتشيبانوفيتش'}, 'shortNameTranslation': {'ar': 'س. شتشيبانوفيتش'}}}",True,miss,corner,"{'x': 11, 'y': 49, 'z': 0}",head,close-left,"{'x': 0, 'y': 56.9, 'z': 18.9}",,0.06013,6542256,72,4291,"{'start': {'x': 49, 'y': 11}, 'end': {'x': 43.1, 'y': 0}, 'goal': {'x': 43.1, 'y': 81.1}}",19,1109,1591,shot,,
"{'name': 'Stephano Almeida', 'firstName': 'Stephano', 'lastName': 'Almeida', 'slug': 'stephano-almeida', 'shortName': 'S. Almeida', 'position': 'M', 'jerseyNumber': '27', 'userCount': 14, 'gender': 'M', 'id': 978475, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفانو ألميدا', 'hi': 'स्टेफानो अल्मेडा', 'bn': 'স্টেফানো নাউমোভস্কি'}, 'shortNameTranslation': {'ar': 'س. ألميدا', 'hi': 'एस. अल्मेडा', 'bn': 'এস. নাউমোভস্কি'}}}",False,block,regular,"{'x': 12, 'y': 70, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 12, 'y': 70, 'z': 0}",0.005637,6542255,65,3896,"{'start': {'x': 70, 'y': 12}, 'block': {'x': 70, 'y': 12}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",26,1504,1196,shot,,
"{'name': 'Veljko Radenović', 'firstName': '', 'lastName': '', 'slug': 'veljko-radenovic', 'shortName': 'V. Radenović', 'position': 'M', 'userCount': 4, 'gender': 'M', 'id': 1005748, 'fieldTranslations': {'nameTranslation': {'ar': 'فيلجكو رادينوفيتش'}, 'shortNameTranslation': {'ar': 'ف. رادينوفيتش'}}}",True,block,corner,"{'x': 20, 'y': 37, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 20, 'y': 37, 'z': 0}",0.07776,6542254,58,3447,"{'start': {'x': 37, 'y': 20}, 'block': {'x': 37, 'y': 20}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",33,1953,747,shot,,
"{'name': 'Nemanja Pavićević', 'firstName': 'Nemanja', 'lastName': 'Pavićević', 'slug': 'nemanja-pavicevic', 'shortName': 'N. Pavićević', 'position': 'M', 'jerseyNumber': '17', 'userCount': 3, 'gender': 'M', 'id': 1978656, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانجا بافيتشيفيتش'}, 'shortNameTranslation': {'ar': 'ن. بافيتشيفيتش'}}}",True,block,corner,"{'x': 18, 'y': 51, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 18, 'y': 51, 'z': 0}",0.02938,6542253,58,3444,"{'start': {'x': 51, 'y': 18}, 'block': {'x': 51, 'y': 18}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",33,1956,744,shot,,
"{'name': 'Ognjen Obradović', 'firstName': '', 'lastName': '', 'slug': 'ognjen-obradovic', 'shortName': 'O. Obradović', 'position': 'D', 'jerseyNumber': '6', 'userCount': 7, 'gender': 'M', 'id': 960227, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغنين أوبرادوفيتش', 'hi': 'ओग्जेन ओब्राडोविक', 'bn': 'ওগনজেন ওব্রাডোভিচ'}, 'shortNameTranslation': {'ar': 'أ. أوبرادوفيتش', 'hi': 'ओ. ओब्राडोविक', 'bn': 'ও. ওব্রাডোভিচ'}}}",True,block,corner,"{'x': 6, 'y': 57, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 6, 'y': 57, 'z': 0}",0.6611,6542252,34,2039,"{'start': {'x': 57, 'y': 6}, 'block': {'x': 57, 'y': 6}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",12,661,2039,shot,,
