minute,value
0.0,0
1.0,-43
2.0,-31
3.0,-18
4.0,-18
5.0,-39
6.0,-44
7.0,37
8.0,-32
9.0,-22
10.0,-7
11.0,29
12.0,17
13.0,16
14.0,-22
15.0,-9
16.0,-4
17.0,4
18.0,-1
19.0,46
20.0,22
21.0,13
22.0,37
23.0,67
24.0,36
25.0,51
26.0,5
27.0,-1
28.0,-5
29.0,-33
30.0,-18
31.0,-39
32.0,-19
33.0,-11
34.0,140
35.0,100
36.0,66
37.0,39
38.0,23
39.0,-31
40.0,-19
41.0,-21
42.0,-18
43.0,-31
44.0,-22
45.0,-13
45.5,0
46.0,-1
47.0,-2
48.0,-2
49.0,-2
50.0,-2
51.0,-7
52.0,-5
53.0,5
54.0,1
55.0,1
56.0,1
57.0,-1
58.0,80
59.0,67
60.0,40
61.0,19
62.0,16
63.0,9
64.0,4
65.0,-36
66.0,-45
67.0,-33
68.0,-25
69.0,-26
70.0,-14
71.0,-7
72.0,50
73.0,33
74.0,15
75.0,9
76.0,5
77.0,-2
78.0,5
79.0,-116
80.0,-68
81.0,-41
82.0,-5
83.0,-9
84.0,4
85.0,2
86.0,71
87.0,46
88.0,28
89.0,52
90.0,31
90.5,-25
