match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,goals,ownGoals,minutesPlayed,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct
15556305,home,5143,FK Budućnost Podgorica,55655,Milan Mijatović,milan-mijatovic,G,1,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15556305,home,5143,FK Budućnost Podgorica,138935,Momčilo Raspopović,momcilo-raspopovic,D,20,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15556305,home,5143,FK Budućnost Podgorica,792102,Ilya Serikov,ilya-serikov,D,5,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15556305,home,5143,FK Budućnost Podgorica,1085082,Damjan Dakić,damjan-dakic,D,35,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15556305,home,5143,FK Budućnost Podgorica,1000577,Andrej Pupović,andrej-pupovic,D,32,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15556305,home,5143,FK Budućnost Podgorica,1423515,Danilo Vukanić,danilo-vukanic,M,44,False,1.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15556305,home,5143,FK Budućnost Podgorica,287757,Milan Vušurović,milan-vusurovic,D,17,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15556305,home,5143,FK Budućnost Podgorica,1016595,Ivan Bojović,ivan-bojovic,M,77,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15556305,home,5143,FK Budućnost Podgorica,858877,Mihajlo Nešković,mihajlo-neskovic,M,92,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15556305,home,5143,FK Budućnost Podgorica,894403,Ivan Bulatović,ivan-bulatovic,F,11,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15556305,home,5143,FK Budućnost Podgorica,1086387,Nemanja Nikolić,nemanja-nikolic,F,9,False,0.0,0.0,90.0,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,
15556305,home,5143,FK Budućnost Podgorica,1513752,Nikola Medojevic,nikola-medojevic,M,8,True,,,,,,0,0,0,0,0,,,,,
15556305,home,5143,FK Budućnost Podgorica,890615,Marko Milickovic,marko-milickovic,M,10,True,,,,,,0,0,0,0,0,,,,,
15556305,home,5143,FK Budućnost Podgorica,128761,Igor Ivanović,igor-ivanovic,M,7,True,,,,,,0,0,0,0,0,,,,,
