minute,value
1.0,5
2.0,-21
3.0,-16
4.0,-15
5.0,-6
6.0,-6
7.0,5
8.0,7
9.0,27
10.0,40
11.0,25
12.0,79
13.0,68
14.0,54
15.0,21
16.0,51
17.0,28
18.0,15
19.0,-14
20.0,-8
21.0,-24
22.0,-70
23.0,-30
24.0,-19
25.0,-1
26.0,-24
27.0,-6
28.0,5
29.0,38
30.0,17
31.0,-62
32.0,-36
33.0,-19
34.0,20
35.0,-14
36.0,9
37.0,7
38.0,-10
39.0,-7
40.0,-17
41.0,-26
42.0,-17
43.0,-12
44.0,9
45.0,12
45.5,34
46.0,-3
47.0,-5
48.0,6
49.0,-20
50.0,-9
51.0,-4
52.0,3
53.0,10
54.0,18
55.0,7
56.0,5
57.0,-18
58.0,13
59.0,-11
60.0,-25
61.0,-57
62.0,-30
63.0,-35
64.0,45
65.0,16
66.0,26
67.0,12
68.0,4
69.0,14
70.0,22
71.0,96
72.0,51
73.0,5
74.0,-10
75.0,-11
76.0,-14
77.0,-12
78.0,16
79.0,9
80.0,14
81.0,27
82.0,15
83.0,15
84.0,29
85.0,14
86.0,48
87.0,26
88.0,13
89.0,-10
90.0,-61
90.5,-16
