minute,value
0.0,0
1.0,1
2.0,-1
3.0,-26
4.0,-27
5.0,-26
6.0,-16
7.0,-10
8.0,40
9.0,17
10.0,6
11.0,35
12.0,28
13.0,15
14.0,7
15.0,7
16.0,9
17.0,32
18.0,21
19.0,10
20.0,8
21.0,7
22.0,29
23.0,19
24.0,-29
25.0,-39
26.0,-22
27.0,92
28.0,73
29.0,42
30.0,-39
31.0,42
32.0,-69
33.0,-34
34.0,-19
35.0,-32
36.0,-6
37.0,9
38.0,2
39.0,2
40.0,55
41.0,38
42.0,84
43.0,57
44.0,31
45.0,16
45.5,-5
46.0,2
47.0,-4
48.0,-6
49.0,7
50.0,4
51.0,4
52.0,24
53.0,17
54.0,100
55.0,100
56.0,72
57.0,43
58.0,-29
59.0,-17
60.0,22
61.0,13
62.0,5
63.0,32
64.0,26
65.0,46
66.0,53
67.0,100
68.0,67
69.0,36
70.0,26
71.0,95
72.0,55
73.0,35
74.0,28
75.0,23
76.0,9
77.0,7
78.0,-4
79.0,-9
80.0,-5
81.0,-2
82.0,-5
83.0,-42
84.0,-28
85.0,-15
86.0,-33
87.0,-24
88.0,-15
89.0,-3
90.0,-1
90.5,-70
