minute,value
1.0,-1
2.0,-1
3.0,-1
4.0,-33
5.0,-20
6.0,-23
7.0,-13
8.0,-16
9.0,35
10.0,23
11.0,12
12.0,15
13.0,-35
14.0,-12
15.0,25
16.0,23
17.0,3
18.0,-30
19.0,-6
20.0,17
21.0,5
22.0,2
23.0,1
24.0,-3
25.0,-5
26.0,12
27.0,-9
28.0,2
29.0,-6
30.0,20
31.0,13
32.0,-10
33.0,-17
34.0,-12
35.0,16
36.0,5
37.0,8
38.0,25
39.0,42
40.0,42
41.0,29
42.0,18
43.0,5
44.0,-1
45.0,16
45.5,17
46.0,8
47.0,8
48.0,5
49.0,9
50.0,19
51.0,47
52.0,34
53.0,40
54.0,27
55.0,48
56.0,-68
57.0,-67
58.0,-32
59.0,-16
60.0,45
61.0,40
62.0,25
63.0,23
64.0,24
65.0,14
66.0,7
67.0,21
68.0,21
69.0,43
70.0,65
71.0,64
72.0,44
73.0,16
74.0,15
75.0,14
76.0,50
77.0,78
78.0,92
79.0,89
80.0,66
81.0,67
82.0,49
83.0,31
84.0,67
85.0,50
86.0,43
87.0,72
88.0,82
89.0,29
90.0,31
90.5,3
