match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,aerialLost,aerialWon,duelLost,duelWon,totalClearance,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,totalBallCarriesDistance,ballCarriesCount,totalProgression,progressiveBallCarriesCount,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,dispossessed,totalContest,wonContest,totalTackle,wonTackle,unsuccessfulTouch,fouls,bestBallCarryProgression,totalProgressiveBallCarriesDistance,shotOffTarget,outfielderBlock,interceptionWon,keyPass,shotValueNormalized,clearanceOffLine,wasFouled,challengeLost,onTargetScoringAttempt,goals,bigChanceCreated,blockedScoringAttempt,penaltyWon,bigChanceMissed,penaltyFaced,penaltyConceded,totalOffside,hitWoodwork
14015604,home,282203,FK Železničar Pančevo,1399471,Kwaku Karikari,kwaku-karikari,F,70,False,14.0,10.0,2.0,1.0,0.0,1.0,2.0,9.0,12.0,5.0,3.0,5.0,5.0,3.0,3.0,,,,,,86.0,31.0,7.3,9.0,79.194690680877,8.0,12.869634956244,0.0,,"{'original': 7.3, 'alternative': 7.4}",4,0.35,0.19,0.29,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,8,2,2,0,71.42857142857143,50.0,,,,,,,,,1.0,1.0,5.0,1.0,,,1.0,1.0,,,0.16,,1.0,,2.0,1.0,,1.0,,2.0,,,,
14015604,home,282203,FK Železničar Pančevo,1166001,Janko Jevremović,janko-jevremovic,M,20,True,6.0,3.0,,,0.0,,1.0,3.0,5.0,,,7.0,6.0,,2.0,,,,,,27.0,20.0,6.6,10.0,49.955369430059,5.0,10.663019549683,0.0,,"{'original': 6.6, 'alternative': 6.7}",0,0.25,-0.55,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,0,13,6,7,50.0,,,,,,,2.0,4.0,,3.0,2.0,1.0,1.0,,,,,,1.0,,,3.0,,,,1.0,,,,,,,
14015604,home,282203,FK Železničar Pančevo,1166015,Nikola Jovanović,nikola-jovanovic,F,17,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,11.0,6.0,6.4,,7.8257836029371,1.0,2.7577149423061,0.0,,"{'original': 6.4, 'alternative': 6.3}",1,0.01,0.0,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,100.0,,100.0,,,1.0,1.0,,,,,,,,,,,,,,-0.34,,,,1.0,,,,,1.0,,,,
14015604,home,282203,FK Železničar Pančevo,2216578,Sumaila Wasiu,sumaila-wasiu,F,66,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,,,,,,,,10.0,5.0,6.5,1.0,,,,,,"{'original': 6.5, 'alternative': 6.5}",0,0.09,,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,1,1,100.0,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
14015604,home,282203,FK Železničar Pančevo,1425301,Nikola Zečević,nikola-zecevic,D,4,True,3.0,1.0,,,0.0,1.0,2.0,,1.0,,2.0,,2.0,4.0,1.0,,,,,,11.0,7.0,6.9,2.0,12.866566657278,2.0,-11.193275221772,0.0,,"{'original': 6.9, 'alternative': 6.7}",0,-0.03,0.22,0.28,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,2,0,0,0,33.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015604,home,282203,FK Železničar Pančevo,1427157,Stefan Mitrovic,stefan-mitrovic,M,80,True,3.0,1.0,,,0.0,,1.0,1.0,2.0,,,,,2.0,1.0,,,,,,10.0,5.0,6.6,2.0,7.1661805726621,1.0,6.866481204837,0.0,,"{'original': 6.6, 'alternative': 6.6}",0,-0.01,0.02,0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,33.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015604,home,282203,FK Železničar Pančevo,1466631,Nikola Đuričić,nikola-duricic,D,33,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015604,home,253775,FK Železničar Pančevo,1803851,Mirko Stevanović,mirko-stevanovic,G,99,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015604,home,282203,FK Železničar Pančevo,2276490,Abdoul Sawadogo,abdoul-sawadogo,D,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015604,home,282203,FK Železničar Pančevo,1544669,Davorin Tošić,davorin-tosic,M,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015604,home,282203,FK Železničar Pančevo,905167,Abdul Yusif,abdul-yusif,D,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015604,away,5150,FK Vojvodina,844128,Dragan Rosić,dragan-rosic,G,12,False,23.0,9.0,20.0,7.0,0.0,5.0,8.0,4.0,15.0,,,,,1.0,5.0,,3.0,3.0,,,90.0,28.0,6.7,14.0,19.693613374143,4.0,-4.584277480371,0.0,0.34,"{'original': 6.7, 'alternative': 6.6}",0,0.0,-0.1,-0.19,0.33,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,39.130434782608695,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
14015604,away,5150,FK Vojvodina,862782,Lazar Nikolić,lazar-nikolic,D,22,False,30.0,23.0,4.0,2.0,0.0,8.0,10.0,15.0,20.0,,2.0,3.0,2.0,6.0,,,,,,,90.0,53.0,6.6,14.0,216.15115726842,21.0,80.550770463028,2.0,,"{'original': 6.6, 'alternative': 6.7}",0,0.38,0.28,-0.34,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,0,3,76.66666666666667,50.0,20.0,,,5.0,1.0,,,,,,2.0,2.0,30.512197724206,65.359247891359,,,,1.0,,,,1.0,,,,,,,,,,
14015604,away,5150,FK Vojvodina,1165848,Siniša Tanjga,sinisa-tanjga,D,6,False,34.0,27.0,5.0,2.0,0.0,18.0,22.0,9.0,12.0,3.0,2.0,4.0,4.0,8.0,4.0,,,,,,90.0,48.0,6.2,8.0,50.542693947061,8.0,5.327865511578,0.0,,"{'original': 6.2, 'alternative': 6.5}",0,0.19,0.01,-0.42,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,5,3,2,1,79.41176470588235,40.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,
14015604,away,5150,FK Vojvodina,795878,Đorđe Crnomarković,dorde-crnomarkovic,D,5,False,37.0,30.0,10.0,6.0,0.0,18.0,20.0,12.0,17.0,2.0,4.0,4.0,7.0,6.0,1.0,,,,,,81.0,50.0,7.2,8.0,77.647624482178,10.0,13.442661071754,0.0,,"{'original': 7.2, 'alternative': 6.9}",0,0.1,0.01,-0.12,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,6,5,3,2,81.08108108108108,60.0,,,,,,,,,3.0,2.0,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,
14015604,away,5150,FK Vojvodina,974434,Lucas Barros,lucas-barros,D,23,False,46.0,38.0,5.0,4.0,0.0,20.0,23.0,18.0,23.0,1.0,3.0,4.0,11.0,4.0,3.0,,,,,,90.0,79.0,7.0,16.0,208.08805967742,27.0,35.393778172024,2.0,,"{'original': 7, 'alternative': 7.3}",0,0.06,0.19,-0.25,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,4,11,8,3,82.6086956521739,80.0,25.0,33.33333333333333,,4.0,1.0,,3.0,1.0,6.0,4.0,2.0,1.0,17.36428238874,49.864044760121,,,1.0,2.0,,,1.0,,,,,,,,,,1.0,
14015604,away,5150,FK Vojvodina,844179,Njegoš Petrović,njegos-petrovic,M,18,False,29.0,23.0,2.0,,0.0,11.0,13.0,12.0,16.0,,1.0,2.0,2.0,,3.0,,,,,,65.0,39.0,6.3,8.0,112.54061852897,16.0,-1.058795256894,1.0,,"{'original': 6.3, 'alternative': 7.1}",3,0.04,0.08,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,1,2,79.3103448275862,,,,,1.0,,1.0,,,,,,1.0,9.308608881745,9.7054714465604,1.0,1.0,1.0,2.0,-0.29,,1.0,,2.0,,,,,,,,,
14015604,away,5150,FK Vojvodina,111754,Marko Poletanović,marko-poletanovic,M,4,False,22.0,18.0,1.0,,0.0,10.0,12.0,8.0,10.0,,2.0,2.0,2.0,,2.0,,,,,,45.0,28.0,6.5,7.0,64.240351650079,7.0,12.969188660421,0.0,,"{'original': 6.5, 'alternative': 6.4}",0,0.14,0.06,-0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,0,2,81.81818181818183,,33.33333333333333,,,3.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,
14015604,away,5150,FK Vojvodina,1520997,Vando Félix,vando-felix,M,7,False,11.0,8.0,,,0.0,1.0,2.0,7.0,9.0,,1.0,4.0,3.0,,4.0,,,,,,45.0,23.0,6.5,12.0,98.76858212702,10.0,28.805489650532,1.0,,"{'original': 6.5, 'alternative': 6.3}",0,0.09,0.2,-0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,2,4,72.72727272727273,,,,,2.0,,1.0,1.0,,,,4.0,2.0,22.812042623129,23.312839809856,,,1.0,,,,2.0,1.0,,,,,,,,,,
14015604,away,5150,FK Vojvodina,1114797,Dragan Kokanović,dragan-kokanovic,M,20,False,41.0,32.0,6.0,2.0,0.0,15.0,16.0,17.0,25.0,3.0,4.0,8.0,8.0,1.0,6.0,,,,,,90.0,55.0,6.5,15.0,120.35916193494,17.0,22.518447423248,1.0,,"{'original': 6.5, 'alternative': 7.1}",2,0.07,0.09,-0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,7,9,4,5,78.04878048780488,33.33333333333333,,50.0,,1.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,24.564462161393,26.938081297672,1.0,,,3.0,-0.16,,1.0,2.0,,,,1.0,,1.0,,,,
14015604,away,5150,FK Vojvodina,1656646,Milan Kolarević,milan-kolarevic,M,21,False,11.0,9.0,1.0,1.0,0.0,6.0,6.0,3.0,5.0,1.0,,1.0,1.0,1.0,,,,,,,65.0,24.0,6.4,9.0,126.55294770477,13.0,19.389669469239,3.0,,"{'original': 6.4, 'alternative': 6.8}",2,-0.29,0.29,-0.1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,81.81818181818183,100.0,,,,4.0,,,,,,,3.0,,17.804220374113,41.710476319693,1.0,,1.0,1.0,-0.22,,1.0,,1.0,,,,,,,,,
14015604,away,5150,FK Vojvodina,842317,Aleksa Vukanović,aleksa-vukanovic,F,9,False,18.0,11.0,,,0.0,4.0,5.0,7.0,13.0,3.0,2.0,7.0,5.0,2.0,3.0,,,,,,90.0,36.0,5.9,14.0,111.51417041708,15.0,45.100039315298,3.0,,"{'original': 5.9, 'alternative': 7}",4,-0.51,0.38,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,5,7,3,4,61.111111111111114,,,50.0,,,,3.0,2.0,1.0,1.0,1.0,3.0,,17.77718542461,38.399198930558,,,,1.0,-0.57,,1.0,,3.0,,,1.0,,,,,1.0,
14015604,away,5150,FK Vojvodina,938000,Lazar Ranđelović,lazar-randelovic,M,77,True,13.0,12.0,,,0.0,5.0,5.0,7.0,8.0,,,2.0,1.0,,1.0,,,,,,45.0,30.0,6.4,9.0,69.540840455362,8.0,-5.8535815039611,1.0,,"{'original': 6.4, 'alternative': 7.3}",3,-0.44,0.13,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,1,2,92.3076923076923,,,,,4.0,,,2.0,,1.0,1.0,1.0,,10.798725282393,10.923387020517,2.0,,,1.0,-0.48,,,,1.0,,,,,1.0,,,1.0,
14015604,away,5150,FK Vojvodina,858238,Milutin Vidosavljević,milutin-vidosavljevic,F,55,True,18.0,14.0,1.0,,0.0,2.0,2.0,12.0,16.0,,,1.0,,,2.0,,,,,,45.0,30.0,6.3,10.0,108.02600769972,11.0,12.903760683791,2.0,,"{'original': 6.3, 'alternative': 7}",1,0.06,-0.45,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,77.77777777777779,,40.0,,,5.0,2.0,1.0,,,,,2.0,,22.482347311854,47.6259901182,1.0,,,2.0,-0.2,,,,,,1.0,,,,,,,1.0
14015604,away,5150,FK Vojvodina,257071,Vukan Savićević,vukan-savicevic,M,8,True,27.0,24.0,5.0,4.0,0.0,7.0,7.0,17.0,20.0,,,,,,,,,,,,25.0,29.0,7.2,3.0,154.45523716558,14.0,80.906220256066,4.0,,"{'original': 7.2, 'alternative': 7.2}",1,0.42,0.15,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,88.88888888888889,80.0,,,,,,,,,,,,,24.23731079727,83.797302330024,1.0,,,2.0,-0.11,,,,,,1.0,,,,,,,
14015604,away,5150,FK Vojvodina,1121635,Marko Veličković,marko-velickovic,M,24,True,5.0,3.0,,,0.0,2.0,3.0,1.0,2.0,,1.0,1.0,3.0,,1.0,,,,,,25.0,11.0,6.5,4.0,35.082259585697,5.0,2.62142477336,0.0,,"{'original': 6.5, 'alternative': 6.9}",2,-0.19,0.12,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,2,1,60.0,,,,,2.0,,,,,1.0,,,1.0,,,,,,,-0.28,,1.0,,1.0,,,1.0,,,,,,
14015604,away,5150,FK Vojvodina,1008297,Kornél Szűcs,kornel-szucs,D,26,True,6.0,6.0,,,0.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,9.0,9.0,6.7,1.0,14.976881479573,2.0,-3.3201397600956,0.0,,"{'original': 6.7, 'alternative': 6.5}",0,0.01,0.0,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,0,1,100.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
14015604,away,5150,FK Vojvodina,1102771,Matija Gočmanac,matija-gocmanac,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015604,away,5150,FK Vojvodina,1656621,Petar Sukačev,petar-sukacev,F,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015604,away,263770,FK Vojvodina,1983681,Damjan Đokanović,damjan-dokanovic,F,36,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015604,away,5150,FK Vojvodina,796365,Mihai Butean,mihai-butean,D,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015604,away,5150,FK Vojvodina,50306,Slobodan Medojević,slobodan-medojevic,M,34,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015604,away,5150,FK Vojvodina,1403053,Marko Mladenović,mladenovic-marko,M,11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
