minute,value
1.0,15
2.0,7
3.0,10
3.5,-5
4.0,2
5.0,-9
6.0,-8
7.0,10
8.0,-6
9.0,-2
10.0,31
10.5,1
11.0,25
12.0,10
13.0,8
13.5,2
14.0,46
14.5,2
15.0,100
16.0,73
16.5,2
17.0,90
18.0,80
19.0,52
19.5,2
20.0,26
21.0,18
22.0,10
22.5,3
23.0,32
24.0,31
24.5,3
25.0,26
26.0,23
26.5,3
27.0,6
28.0,-37
29.0,-10
29.5,3
30.0,-4
31.0,3
32.0,50
32.5,4
33.0,31
33.5,4
34.0,21
34.5,4
35.0,20
36.0,21
36.5,4
37.0,12
38.0,16
39.0,18
39.5,4
40.0,89
41.0,61
41.5,4
42.0,40
42.5,4
43.0,43
43.5,4
44.0,29
44.5,4
45.0,51
45.5,30
46.0,-27
47.0,-12
47.5,5
48.0,30
48.5,5
49.0,93
49.5,5
50.0,90
50.5,5
51.0,90
52.0,58
52.5,5
53.0,42
53.5,5
54.0,29
55.0,49
56.0,75
56.5,4
57.0,54
58.0,30
58.5,4
59.0,16
60.0,-22
60.5,4
61.0,-15
61.5,4
62.0,-2
63.0,3
63.5,3
64.0,-42
64.5,3
65.0,-25
65.5,3
66.0,-7
67.0,9
68.0,6
68.5,4
69.0,10
70.0,10
70.5,4
71.0,4
72.0,5
73.0,66
74.0,2
75.0,10
75.5,4
76.0,4
76.5,4
77.0,-17
77.5,4
78.0,-6
78.5,4
79.0,4
79.5,4
80.0,45
80.5,4
81.0,-32
81.5,4
82.0,4
82.5,4
83.0,-7
83.5,4
84.0,-26
84.5,4
85.0,29
86.0,100
87.0,72
87.5,4
88.0,46
88.5,4
89.0,33
90.0,26
90.5,-120
