match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,shotOffTarget,interceptionWon,dispossessed,keyPass,bigChanceMissed,blockedScoringAttempt,bigChanceCreated,hitWoodwork,penaltyMiss,penaltyWon,penaltyConceded
15558703,home,5143,FK Budućnost Podgorica,894403,Ivan Bulatović,ivan-bulatovic,F,11,False,23.0,11.0,0.0,0.0,0.0,3.0,8.0,8.0,14.0,5.0,0.0,2.0,0.0,14.0,6.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,90.0,48.0,6.8,15.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,2,18,6,12,47.82608695652174,,0.0,75.0,,,1.0,2.0,,,,,,,,
15558703,home,5143,FK Budućnost Podgorica,1513752,Nikola Medojevic,nikola-medojevic,M,8,True,11.0,7.0,1.0,0.0,0.0,4.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,25.0,17.0,6.7,7.0,0.09,0.0,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,1,4,63.63636363636363,0.0,0.0,50.0,,,1.0,,,,,,,,,
15558703,home,5143,FK Budućnost Podgorica,128761,Igor Ivanović,igor-ivanovic,M,7,True,8.0,6.0,1.0,1.0,0.0,2.0,2.0,4.0,6.0,2.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,25.0,12.0,7.9,5.0,0.26,0.09,"{'original': 7.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,4,2,1,1,75.0,100.0,50.0,,,,1.0,,1.0,,,,,,1.0,
15558703,home,5143,FK Budućnost Podgorica,890615,Marko Milickovic,marko-milickovic,M,10,True,4.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,14.0,7.0,7.1,1.0,0.0,0.26,"{'original': 7.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,1,2,75.0,,,100.0,,1.0,,,1.0,,,,,,,
15558703,home,241802,FK Budućnost Podgorica,101202,Adnan Orahovac,adnan-orahovac,D,55,True,2.0,1.0,0.0,0.0,0.0,,1.0,,,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,1.0,2.0,6.6,2.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,3,1,1,0,50.0,,,,,,1.0,,,,,,,,,
15558703,home,5143,FK Budućnost Podgorica,1005619,Filip Domazetović,filip-domazetovic,G,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,
15558703,home,5143,FK Budućnost Podgorica,1939640,Stefan Đukanović,stefan-dukanovic,M,34,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,
15558703,home,5143,FK Budućnost Podgorica,1005606,Nikola Janjić,nikola-janjic,M,30,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,
15558703,home,5143,FK Budućnost Podgorica,2081029,Matija Rakcevic,matija-rakcevic,M,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,
15558703,home,5143,FK Budućnost Podgorica,2081027,Petar Vujović,petar-vujovic,M,26,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,
