minute,value
0.0,0
1.0,-3
2.0,48
3.0,22
4.0,3
5.0,3
6.0,-4
7.0,-9
8.0,17
9.0,9
10.0,2
11.0,-4
12.0,-5
13.0,-7
14.0,-8
15.0,-87
16.0,-54
17.0,93
18.0,40
19.0,23
20.0,14
21.0,-31
22.0,-22
23.0,-19
24.0,-17
25.0,-11
26.0,-5
27.0,-9
28.0,-6
29.0,-4
30.0,-4
31.0,-58
32.0,-35
33.0,-27
34.0,95
35.0,47
36.0,27
37.0,11
38.0,2
39.0,-2
40.0,-1
41.0,6
42.0,10
43.0,7
44.0,-35
45.0,-24
45.5,5
46.0,1
47.0,1
48.0,6
49.0,4
50.0,-5
51.0,6
52.0,8
53.0,45
54.0,27
55.0,12
56.0,-65
57.0,-35
58.0,-24
59.0,16
60.0,2
61.0,1
62.0,16
63.0,10
64.0,16
65.0,10
66.0,7
67.0,14
68.0,49
69.0,34
70.0,16
71.0,10
72.0,6
73.0,7
74.0,10
75.0,17
76.0,11
77.0,12
78.0,100
79.0,76
80.0,50
81.0,35
82.0,-25
83.0,-11
84.0,-6
85.0,6
86.0,12
87.0,10
88.0,12
89.0,8
90.0,10
90.5,-120
