match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,saves,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,bigChanceCreated,shotOffTarget,outfielderBlock,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,fouls,keyPass,shotValueNormalized,interceptionWon,dispossessed,blockedScoringAttempt,onTargetScoringAttempt,bigChanceMissed,totalOffside,hitWoodwork,goals,punches
14015456,away,7771,FK Mladost Lučani,1595643,Jovan Ćirić,jovan-ciric,F,25,False,9.0,6.0,,,0.0,1.0,1.0,5.0,8.0,,2.0,,,,83.0,30.0,6.9,12.0,,"{'original': 6.9, 'alternative': 7}",1,0.03,0.26,0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,0,13,7,6,66.66666666666666,,,100.0,,3.0,,,,6.0,7.0,,4.0,4.0,,1.0,,,,1.0,3.0,1.0,1.0,-0.03,,5.0,,,,1.0,,,
14015456,away,7771,FK Mladost Lučani,1030454,Filip Žunić,filip-zunic,D,18,True,14.0,10.0,2.0,,0.0,4.0,4.0,6.0,10.0,2.0,4.0,,,,45.0,26.0,6.5,5.0,,"{'original': 6.5, 'alternative': 6.9}",1,0.01,0.09,-0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,4,3,71.42857142857143,,,50.0,,,,,,3.0,4.0,,2.0,1.0,,,,1.0,1.0,,2.0,2.0,1.0,-0.22,1.0,,,1.0,,,,,
14015456,away,7771,FK Mladost Lučani,173957,Irfan Hadžić,irfan-hadzic,F,9,True,6.0,3.0,,,0.0,1.0,1.0,2.0,5.0,,,,,,13.0,6.0,6.6,3.0,,"{'original': 6.6, 'alternative': 6.6}",0,-0.28,,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,5,1,0,1,50.0,,,,,,,1.0,4.0,2.0,4.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,
14015456,away,25733,FK Mladost Lučani,1595520,Đorđe Marinković,djordje-marinkovic,M,15,True,1.0,,,,0.0,,,,1.0,,,,,,13.0,1.0,6.4,1.0,,"{'original': 6.4, 'alternative': 6.4}",0,-0.01,,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015456,away,7771,FK Mladost Lučani,1859502,Ognjen Alempijević,ognjen-alempijevic,F,31,True,1.0,,1.0,,0.0,,1.0,,,,,,,,11.0,2.0,6.4,1.0,,"{'original': 6.4, 'alternative': 6.4}",0,-0.05,0.0,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015456,away,7771,FK Mladost Lučani,126558,Petar Bojić,petar-bojic,M,10,True,4.0,2.0,,,0.0,1.0,1.0,1.0,3.0,,,,,,1.0,5.0,,2.0,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,50.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,
14015456,away,5160,FK Mladost Lučani,177037,Miloš Mijić,milos-mijic,M,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015456,away,324865,FK Mladost Lučani,2162392,David Đokić,david-dokic,F,36,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015456,away,7771,FK Mladost Lučani,795855,Aleksandar Varjačić,aleksandar-varjacic,M,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015456,away,7771,FK Mladost Lučani,1859501,Aleksa Milošević,aleksa-milosevic,D,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015456,away,7771,FK Mladost Lučani,1166128,Bogdan Matijasevic,bogdan-matijasevic,G,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015456,away,7771,FK Mladost Lučani,111313,Milan Joksimović,milan-joksimovic,D,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
