match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,dispossessed,totalContest,outfielderBlock,totalTackle,wonTackle,unsuccessfulTouch,fouls,keyPass,interceptionWon,wasFouled,onTargetScoringAttempt,shotValueNormalized,bigChanceCreated,blockedScoringAttempt,wonContest,shotOffTarget,bigChanceMissed,punches,clearanceOffLine,goals,errorLeadToAShot,totalOffside
14015492,home,263360,FK TSC Bačka Topola,1586205,Bogdan Petrović,bogdan-petrovic,F,9,False,10.0,8.0,,,0.0,4.0,5.0,4.0,5.0,,2.0,,,,,80.0,25.0,6.8,6.0,,"{'original': 6.8, 'alternative': 6.8}",5,-0.12,0.36,-0.09,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,0,9,4,5,80.0,,,,,1.0,,,,5.0,4.0,2.0,2.0,,,1.0,,1.0,1.0,,1.0,3.0,2.0,0.38,,1.0,,2.0,2.0,,,,,
14015492,home,263360,FK TSC Bačka Topola,220231,Branko Jovičić,branko-jovicic,M,18,True,25.0,23.0,1.0,1.0,0.0,14.0,14.0,9.0,11.0,,1.0,,,,,28.0,30.0,6.9,3.0,,"{'original': 6.9, 'alternative': 6.6}",1,0.27,0.05,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,92.0,100.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,-0.15,,,,1.0,1.0,,,,,
14015492,home,263360,FK TSC Bačka Topola,1146245,Mihajlo Milosavić,mihajlo-milosavic,M,17,True,5.0,5.0,,,0.0,2.0,2.0,3.0,3.0,,,,,,,10.0,10.0,6.8,2.0,,"{'original': 6.8, 'alternative': 6.8}",2,0.14,0.07,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,100.0,,50.0,,,2.0,1.0,,,,,,,,,,,1.0,,,,,,-0.23,,2.0,,,,,,,,
14015492,home,263360,FK TSC Bačka Topola,1005774,Bojan Dimoski,bojan-dimoski,D,20,True,13.0,10.0,2.0,,0.0,6.0,7.0,4.0,6.0,,1.0,,,,,9.0,15.0,6.6,4.0,,"{'original': 6.6, 'alternative': 6.5}",0,0.01,0.04,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,76.92307692307693,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
14015492,home,263360,FK TSC Bačka Topola,2035083,Stefan Tomović,stefan-tomovic,M,42,True,4.0,3.0,,,0.0,2.0,2.0,1.0,2.0,,1.0,,,,,2.0,6.0,,1.0,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,75.0,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,
14015492,home,263360,FK TSC Bačka Topola,964814,Nemanja Jorgić,nemanja-jorgic,G,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015492,home,263360,FK TSC Bačka Topola,1893370,Ilja Pantelin,ilja-pantelin,G,19,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015492,home,3398,FK TSC Bačka Topola,155961,Miloš Degenek,milos-degenek,D,32,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015492,home,263360,FK TSC Bačka Topola,947036,Szabolcs Mezei,szabolcs-mezei,M,26,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015492,home,263360,FK TSC Bačka Topola,1406133,Andrej Petrović,andrej-petrovic,M,80,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015492,home,802392,FK TSC Bačka Topola,1981883,Nemanja Pivnički,nemanja-pivnicki,F,44,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015492,away,5152,FK Partizan,844305,Marko Milošević,marko-milosevic,G,1,False,36.0,21.0,15.0,,0.0,21.0,26.0,,10.0,1.0,9.0,3.0,4.0,,,90.0,43.0,8.0,15.0,1.3994,"{'original': 8, 'alternative': 7.4}",0,0.02,0.0,0.16,0.94,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,58.333333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
14015492,away,5152,FK Partizan,1150389,Milan Roganović,milan-roganovic,D,30,False,26.0,23.0,2.0,2.0,0.0,15.0,17.0,8.0,9.0,4.0,3.0,,,,,90.0,49.0,7.0,5.0,,"{'original': 7, 'alternative': 7.1}",1,0.15,0.12,0.23,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,2,2,88.46153846153845,100.0,,50.0,,,,1.0,,3.0,2.0,,,2.0,,,,,1.0,,1.0,1.0,,-0.43,,1.0,1.0,,1.0,,,,,
14015492,away,5152,FK Partizan,888701,Stefan Milić,stefan-milic,D,44,False,58.0,44.0,8.0,3.0,0.0,29.0,37.0,15.0,21.0,7.0,5.0,,,,,90.0,84.0,8.3,15.0,,"{'original': 8.3, 'alternative': 8.2}",0,0.18,0.25,0.98,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,0,10,7,3,75.86206896551724,37.5,,100.0,,,,,,3.0,7.0,,1.0,2.0,4.0,3.0,3.0,,2.0,1.0,2.0,2.0,,,,,2.0,,,,,,,
14015492,away,5152,FK Partizan,1427163,Nikola Simic,nikola-simic,D,40,False,46.0,43.0,3.0,2.0,0.0,31.0,31.0,12.0,15.0,2.0,3.0,,,,,90.0,49.0,7.5,3.0,,"{'original': 7.5, 'alternative': 7.4}",0,0.2,0.14,0.23,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,0,2,93.47826086956522,66.66666666666666,,,,,,,,2.0,,,,,1.0,,,,2.0,,,,,,,,,,,,1.0,,,
14015492,away,5152,FK Partizan,1124029,Mateja Milovanović,mateja-milovanovic,D,5,False,27.0,24.0,2.0,,0.0,16.0,19.0,8.0,8.0,1.0,3.0,,,,,65.0,42.0,6.9,4.0,,"{'original': 6.9, 'alternative': 7}",1,0.03,0.13,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,4,4,88.88888888888889,,,100.0,,1.0,,1.0,1.0,5.0,5.0,4.0,,1.0,,2.0,2.0,,,1.0,1.0,1.0,,-0.17,,,1.0,1.0,,,,,,
14015492,away,5152,FK Partizan,1427161,Ognjen Ugrešić,ognjen-ugresic,M,36,False,21.0,19.0,,,0.0,4.0,4.0,15.0,17.0,,5.0,,,,,62.0,36.0,7.0,6.0,,"{'original': 7, 'alternative': 7.3}",2,0.01,0.34,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,5,3,90.47619047619048,,,100.0,,1.0,,,1.0,3.0,6.0,,1.0,3.0,,2.0,2.0,1.0,2.0,1.0,,,,-0.53,,,3.0,2.0,,,,,,
14015492,away,1892,FK Partizan,286121,Yanis Karabelyov,yanis-karabelyov,M,28,False,33.0,25.0,4.0,1.0,0.0,13.0,14.0,12.0,19.0,2.0,2.0,,,,,90.0,53.0,8.3,9.0,,"{'original': 8.3, 'alternative': 8.1}",2,0.08,0.07,0.43,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,3,10,7,3,75.75757575757575,25.0,,,,,,1.0,2.0,4.0,9.0,,,,2.0,4.0,2.0,1.0,3.0,,2.0,3.0,1.0,0.5,,,,1.0,,,,1.0,,
14015492,away,5152,FK Partizan,1012248,Demba Seck,demba-seck,M,19,False,18.0,12.0,,,0.0,1.0,4.0,11.0,14.0,1.0,5.0,,,,,88.0,40.0,6.7,14.0,,"{'original': 6.7, 'alternative': 6.6}",2,-0.15,0.37,-0.09,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,6,3,66.66666666666666,,,66.66666666666666,,2.0,,,2.0,3.0,8.0,,2.0,3.0,,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,-0.11,,1.0,2.0,,,,,,1.0,1.0
14015492,away,5152,FK Partizan,1005605,Milan Vukotić,milan-vukotic,M,11,False,42.0,33.0,3.0,2.0,1.0,11.0,12.0,22.0,30.0,2.0,9.0,,,,,90.0,70.0,7.0,22.0,,"{'original': 7, 'alternative': 7.7}",3,0.21,0.3,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,1,11,6,5,78.57142857142857,66.66666666666666,40.0,,,5.0,2.0,,1.0,5.0,7.0,1.0,,3.0,,4.0,3.0,6.0,1.0,6.0,,2.0,2.0,-0.12,,1.0,,,,,,,,
14015492,away,5152,FK Partizan,1166188,Nemanja Trifunović,nemanja-trifunovic,M,32,False,20.0,15.0,,,0.0,4.0,4.0,11.0,16.0,1.0,4.0,,,,,87.0,38.0,6.9,12.0,,"{'original': 6.9, 'alternative': 7.1}",3,-0.12,0.3,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,3,2,75.0,,,,,4.0,,,1.0,2.0,4.0,,1.0,,,1.0,1.0,2.0,1.0,,,2.0,1.0,-0.36,,1.0,,1.0,,,,,,
14015492,away,2534,FK Partizan,1154491,Jovan Milošević,jovan-milosevic,F,7,False,25.0,15.0,,,0.0,5.0,6.0,10.0,19.0,2.0,2.0,,,,,62.0,41.0,6.6,14.0,,"{'original': 6.6, 'alternative': 7.6}",2,-0.3,0.27,0.22,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,4,0,60.0,,,100.0,,,,2.0,,2.0,4.0,,,1.0,,,,4.0,,4.0,,3.0,1.0,-0.16,1.0,,1.0,1.0,,,,,,
14015492,away,5152,FK Partizan,1500276,Vanja Dragojević,vanja-dragojevic,M,6,True,6.0,4.0,2.0,2.0,0.0,,,4.0,6.0,1.0,1.0,,,,,28.0,10.0,6.9,2.0,,"{'original': 6.9, 'alternative': 6.8}",0,0.26,-0.05,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,66.66666666666666,100.0,100.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
14015492,away,5152,FK Partizan,1819171,Andrej Kostić,andrej-kostic,F,9,True,5.0,3.0,,,0.0,2.0,3.0,1.0,2.0,,1.0,,,,,28.0,10.0,6.4,6.0,,"{'original': 6.4, 'alternative': 6.5}",1,-0.02,0.29,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,0,2,60.0,,,,,,,,,2.0,,,,1.0,,,,3.0,1.0,,,,,-0.31,,,,1.0,,,,,,
14015492,away,5152,FK Partizan,805932,Aranđel Stojković,arandel-stojkovic,D,2,True,6.0,4.0,1.0,,0.0,2.0,4.0,2.0,2.0,1.0,1.0,,,,,25.0,14.0,6.7,2.0,,"{'original': 6.7, 'alternative': 6.5}",0,-0.03,,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,2,2,66.66666666666666,,,,,,,,,2.0,2.0,1.0,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,
14015492,away,5152,FK Partizan,1147544,Vukašin Đurđević,vukasin-durdevic,D,24,True,1.0,,1.0,,0.0,,,,1.0,,,,,,,8.0,2.0,6.6,1.0,,"{'original': 6.6, 'alternative': 6.4}",0,-0.01,0.0,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14015492,away,5152,FK Partizan,1584964,Bogdan Kostić,bogdan-kostic,M,99,True,,,,,0.0,,,,,,1.0,,,,,2.0,2.0,,1.0,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,,,,100.0,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,
14015492,away,282203,FK Partizan,1500279,Dusan Jovanović,dusan-jovanovic,F,42,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015492,away,77629,FK Partizan,1218053,Ibrahim Zubairu,zubairu-ibrahim,F,39,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015492,away,5152,FK Partizan,807245,Miloš Krunić,milos-krunic,G,31,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015492,away,5152,FK Partizan,1851627,Abdulmalik Mohammed,abdulmalik-mohammed,D,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015492,away,5152,FK Partizan,252121,Ghayas Zahid,ghayas-zahid,M,29,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015492,away,5152,FK Partizan,19191,Bibars Natcho,bibars-natcho,M,10,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
