player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Milan Vukotić', 'firstName': '', 'lastName': '', 'slug': 'milan-vukotic', 'shortName': 'M. Vukotić', 'position': 'M', 'jerseyNumber': '11', 'userCount': 946, 'gender': 'M', 'id': 1005605, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان فوكوتيتش', 'bn': 'মিলান ভুকোতিক', 'hi': 'मिलन वुकोटिक'}, 'shortNameTranslation': {'ar': 'م. فوكوتيتش', 'bn': 'এম. ভুকোতিক', 'hi': 'एम. वुकोटिक'}}}",False,save,fast-break,"{'x': 23.4, 'y': 44.2, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 49.8, 'z': 27.8}","{'x': 2, 'y': 49.8, 'z': 0}",5962634,90,3.0,5552,"{'start': {'x': 44.2, 'y': 23.4}, 'block': {'x': 49.8, 'y': 2}, 'end': {'x': 50.2, 'y': 0}, 'goal': {'x': 50.2, 'y': 72.2}}",1,748,152,shot,
"{'name': 'Mihajlo Milosavić', 'firstName': 'Mihajlo', 'lastName': 'Milosavić', 'slug': 'mihajlo-milosavic', 'shortName': 'M. Milosavić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 39, 'gender': 'M', 'id': 1146245, 'fieldTranslations': {'nameTranslation': {'ar': 'ميهايلو ميلوسافيتش'}, 'shortNameTranslation': {'ar': 'م. ميلوسافيتش'}}}",True,block,assisted,"{'x': 20.1, 'y': 64.4, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.9, 'z': 19.4}","{'x': 14.1, 'y': 59.4, 'z': 0}",5962633,90,2.0,5503,"{'start': {'x': 64.4, 'y': 20.1}, 'block': {'x': 59.4, 'y': 14.1}, 'end': {'x': 46.1, 'y': 0}, 'goal': {'x': 46.1, 'y': 80.6}}",1,797,103,shot,
"{'name': 'Andrej Kostić', 'firstName': 'Andrej', 'lastName': 'Kostić', 'slug': 'andrej-kostic', 'shortName': 'A. Kostić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 1085, 'gender': 'M', 'id': 1819171, 'fieldTranslations': {'nameTranslation': {'ar': 'أندري كوستيتش'}, 'shortNameTranslation': {'ar': 'أ. كوستيتش'}}}",False,miss,assisted,"{'x': 10.4, 'y': 68.5, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 42.2, 'z': 30.6}",,5962625,90,2.0,5461,"{'start': {'x': 68.5, 'y': 10.4}, 'end': {'x': 57.8, 'y': 0}, 'goal': {'x': 57.8, 'y': 69.4}}",1,839,61,shot,
"{'name': 'Mihajlo Milosavić', 'firstName': 'Mihajlo', 'lastName': 'Milosavić', 'slug': 'mihajlo-milosavic', 'shortName': 'M. Milosavić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 39, 'gender': 'M', 'id': 1146245, 'fieldTranslations': {'nameTranslation': {'ar': 'ميهايلو ميلوسافيتش'}, 'shortNameTranslation': {'ar': 'م. ميلوسافيتش'}}}",True,block,regular,"{'x': 9.1, 'y': 53.6, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.2, 'z': 19}","{'x': 7.2, 'y': 53.4, 'z': 0}",5962538,81,,4854,"{'start': {'x': 53.6, 'y': 9.1}, 'block': {'x': 53.4, 'y': 7.2}, 'end': {'x': 52.8, 'y': 0}, 'goal': {'x': 52.8, 'y': 81}}",10,546,2154,shot,
"{'name': 'Nemanja Trifunović', 'firstName': 'Nemanja Trifunovic', 'slug': 'nemanja-trifunovic', 'shortName': 'N. Trifunović', 'position': 'M', 'jerseyNumber': '32', 'userCount': 515, 'gender': 'M', 'id': 1166188, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا تريفتش'}, 'shortNameTranslation': {'ar': 'ن. تريفتش'}}}",False,miss,assisted,"{'x': 10.5, 'y': 37.5, 'z': 0}",head,left,"{'x': 0, 'y': 61.3, 'z': 8.3}","{'x': 9.2, 'y': 37.5, 'z': 0}",5962522,76,,4556,"{'start': {'x': 37.5, 'y': 10.5}, 'block': {'x': 37.5, 'y': 9.2}, 'end': {'x': 38.7, 'y': 0}, 'goal': {'x': 38.7, 'y': 91.7}}",15,844,1856,shot,
"{'name': 'Vieljeux Prestige Mboungou', 'firstName': '', 'lastName': '', 'slug': 'vieljeux-prestige-mboungou', 'shortName': 'V. P. Mboungou', 'position': 'M', 'jerseyNumber': '29', 'userCount': 260, 'gender': 'M', 'id': 923865, 'fieldTranslations': {'nameTranslation': {'ar': 'بريستيج مبونغو', 'bn': 'ভিয়েলজেউক্স প্রেস্টিজ মবুঙ্গৌ', 'hi': 'विएलजेक्स प्रेस्टीज म्बोंगौ'}, 'shortNameTranslation': {'ar': 'ف. ب. مبونغو', 'bn': 'ভি. পি. মবুঙ্গৌ', 'hi': 'वी.पी. म्बोंगौ'}}}",True,miss,assisted,"{'x': 2.4, 'y': 42.5, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 58.8, 'z': 13.9}",,5962480,75,,4478,"{'start': {'x': 42.5, 'y': 2.4}, 'end': {'x': 41.2, 'y': 0}, 'goal': {'x': 41.2, 'y': 86.1}}",16,922,1778,shot,
"{'name': 'Vukašin Krstić', 'firstName': '', 'lastName': '', 'slug': 'vukasin-krstic', 'shortName': 'V. Krstić', 'position': 'D', 'jerseyNumber': '4', 'userCount': 43, 'gender': 'M', 'id': 1102967, 'fieldTranslations': {'nameTranslation': {'ar': 'فوكاشين كرستيتش', 'bn': 'ভুকাসিন ক্রিস্টিক', 'hi': 'वुकासिन क्रिस्टिक'}, 'shortNameTranslation': {'ar': 'ف. كرستيتش', 'bn': 'ভি. ক্রিস্টিক', 'hi': 'वी. क्रिस्टिक'}}}",True,save,set-piece,"{'x': 13.6, 'y': 41.7, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 46.2, 'z': 22.2}","{'x': 6, 'y': 47.7, 'z': 0}",5962469,74,,4439,"{'start': {'x': 41.7, 'y': 13.6}, 'block': {'x': 47.7, 'y': 6}, 'end': {'x': 53.8, 'y': 0}, 'goal': {'x': 53.8, 'y': 77.8}}",17,961,1739,shot,
"{'name': 'Aleksandar Stančić', 'firstName': 'Aleksandar Stancic', 'slug': 'aleksandar-stancic', 'shortName': 'A. Stančić', 'position': 'M', 'jerseyNumber': '16', 'userCount': 47, 'gender': 'M', 'id': 1619543, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر ستانشيتش'}, 'shortNameTranslation': {'ar': 'أ. ستانشيتش'}}}",True,block,regular,"{'x': 16.4, 'y': 42.7, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.7, 'z': 6.9}","{'x': 13.3, 'y': 44.4, 'z': 0}",5962713,70,,4141,"{'start': {'x': 42.7, 'y': 16.4}, 'block': {'x': 44.4, 'y': 13.3}, 'end': {'x': 53.3, 'y': 0}, 'goal': {'x': 53.3, 'y': 93.1}}",21,1259,1441,shot,
"{'name': 'Sarpreet Singh', 'firstName': '', 'lastName': '', 'slug': 'sarpreet-singh', 'shortName': 'S. Singh', 'position': 'M', 'jerseyNumber': '9', 'userCount': 427, 'gender': 'M', 'id': 822743, 'fieldTranslations': {'nameTranslation': {'ar': 'ساربريت سينغ', 'bn': 'সরপ্রীত সিং', 'hi': 'सरप्रीत सिंह'}, 'shortNameTranslation': {'ar': 'س. سينغ', 'bn': 'এস. সিং', 'hi': 'बी. हेनेन'}}}",True,block,assisted,"{'x': 13.3, 'y': 36, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.4, 'z': 8.3}","{'x': 5.9, 'y': 43.7, 'z': 0}",5962712,69,,4139,"{'start': {'x': 36, 'y': 13.3}, 'block': {'x': 43.7, 'y': 5.9}, 'end': {'x': 52.6, 'y': 0}, 'goal': {'x': 52.6, 'y': 91.7}}",22,1261,1439,shot,
"{'name': 'Branko Jovičić', 'slug': 'branko-jovicic', 'shortName': 'B. Jovičić', 'position': 'M', 'jerseyNumber': '18', 'userCount': 110, 'gender': 'M', 'id': 220231, 'fieldTranslations': {'nameTranslation': {'ar': 'برانكو يوفيتشيتش', 'bn': 'ব্রাঙ্কো জোভিসিক', 'hi': 'ब्रांको जोविकिक'}, 'shortNameTranslation': {'ar': 'ب. يوفيتشيتش', 'bn': 'বি. জোভিসিচ', 'hi': 'बी. जोविकिक'}}}",True,miss,assisted,"{'x': 15.3, 'y': 26.2, 'z': 0}",right-foot,right,"{'x': 0, 'y': 1, 'z': 5.6}","{'x': 4.6, 'y': 100, 'z': 0}",5962723,68,,4062,"{'start': {'x': 26.2, 'y': 15.3}, 'block': {'x': 100, 'y': 4.6}, 'end': {'x': 99, 'y': 0}, 'goal': {'x': 99, 'y': 94.4}}",23,1338,1362,shot,
