minute,value
1.0,3
2.0,4
3.0,3
4.0,11
5.0,8
6.0,31
7.0,11
8.0,39
9.0,34
10.0,16
11.0,10
12.0,-9
13.0,-5
14.0,-15
15.0,-19
16.0,-6
17.0,6
18.0,16
19.0,82
20.0,53
21.0,29
22.0,19
23.0,9
24.0,-11
25.0,-8
26.0,-7
27.0,-6
28.0,-2
29.0,-1
30.0,-14
31.0,-11
32.0,-11
33.0,-17
34.0,-2
35.0,9
36.0,21
37.0,16
38.0,44
39.0,-44
40.0,-5
41.0,17
42.0,44
43.0,31
44.0,29
45.0,19
45.5,-9
46.0,3
47.0,5
48.0,8
49.0,10
50.0,11
51.0,32
52.0,23
53.0,12
54.0,2
55.0,-6
56.0,-20
57.0,-6
58.0,25
59.0,12
60.0,6
61.0,4
62.0,40
63.0,21
64.0,21
65.0,-23
66.0,-12
67.0,-20
68.0,-15
69.0,-11
70.0,7
71.0,-12
72.0,-8
73.0,-31
74.0,-26
75.0,-53
76.0,-39
77.0,-32
78.0,-24
79.0,-17
80.0,25
81.0,-14
82.0,-6
83.0,-7
84.0,-24
85.0,-7
86.0,23
87.0,-19
88.0,-17
89.0,-4
90.0,-40
90.5,-15
