match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,goodHighClaim,saves,punches,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,aerialWon,duelLost,duelWon,challengeLost,dispossessed,totalContest,wonContest,blockedScoringAttempt,outfielderBlock,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,fouls,keyPass,aerialLost,totalOffside,bigChanceCreated,shotOffTarget,onTargetScoringAttempt,goals,bigChanceMissed,savedShotsFromInsideTheBox,errorLeadToAGoal
14015388,home,5150,FK Vojvodina,844128,Dragan Rosić,dragan-rosic,G,12,False,18.0,9.0,16.0,7.0,0.0,5.0,5.0,4.0,13.0,2.0,9.0,1.0,2.0,1.0,1.0,1.0,90.0,25.0,7.2,9.0,"{'original': 7.2, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,50.0,43.75,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015388,home,5150,FK Vojvodina,862782,Lazar Nikolić,lazar-nikolic,D,22,False,32.0,23.0,4.0,1.0,0.0,9.0,12.0,14.0,20.0,2.0,3.0,,,,,,90.0,69.0,7.3,18.0,"{'original': 7.3, 'alternative': None}",1,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,1,16,8,8,71.875,25.0,33.33333333333333,50.0,,3.0,1.0,1.0,8.0,9.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,6.0,4.0,2.0,1.0,3.0,1.0,,,,,,,,,
14015388,home,47,FK Vojvodina,1198768,Collins Sichenje,collins-sichenje,D,29,False,39.0,36.0,2.0,1.0,0.0,23.0,24.0,13.0,15.0,3.0,3.0,,,,,,90.0,49.0,6.7,5.0,"{'original': 6.7, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,3,6,1,5,92.3076923076923,50.0,,,,1.0,,1.0,7.0,2.0,2.0,1.0,,,,1.0,,1.0,,,,2.0,,2.0,,,,,,,,
14015388,home,5150,FK Vojvodina,795878,Đorđe Crnomarković,dorde-crnomarkovic,D,5,False,52.0,42.0,9.0,3.0,0.0,35.0,37.0,7.0,15.0,4.0,5.0,,,,,,90.0,62.0,7.0,10.0,"{'original': 7, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,3,1,80.76923076923077,33.33333333333333,,,,,,2.0,2.0,5.0,1.0,,,,,,,3.0,,,,,,1.0,,,,,,,,
14015388,home,2445,FK Vojvodina,1152947,Stefan Bukinac,stefan-bukinac,D,30,False,41.0,34.0,6.0,2.0,0.0,20.0,23.0,14.0,18.0,2.0,7.0,,,,,,90.0,74.0,7.2,17.0,"{'original': 7.2, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,2,11,7,4,82.92682926829268,33.33333333333333,,,,3.0,,,6.0,7.0,,1.0,2.0,,,,3.0,6.0,3.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,
14015388,home,5150,FK Vojvodina,257071,Vukan Savićević,vukan-savicevic,M,8,False,52.0,43.0,7.0,4.0,0.0,22.0,25.0,21.0,27.0,1.0,5.0,,,,,,82.0,59.0,7.0,11.0,"{'original': 7, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,82.6923076923077,57.14285714285714,,,,1.0,,,2.0,,1.0,,,,,,2.0,,,1.0,,,1.0,1.0,,,,,,,,
14015388,home,5150,FK Vojvodina,844179,Njegoš Petrović,njegos-petrovic,M,18,False,51.0,42.0,7.0,4.0,0.0,18.0,20.0,24.0,31.0,1.0,6.0,,,,,,90.0,68.0,7.2,17.0,"{'original': 7.2, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,3,11,5,6,82.35294117647058,57.14285714285714,,75.0,,4.0,,3.0,6.0,8.0,2.0,2.0,4.0,3.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
14015388,home,5150,FK Vojvodina,1656621,Petar Sukačev,petar-sukacev,M,27,False,12.0,10.0,2.0,2.0,0.0,4.0,4.0,6.0,8.0,,2.0,,,,,,67.0,26.0,6.3,11.0,"{'original': 6.3, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,2,6,83.33333333333334,100.0,,33.33333333333333,,3.0,,1.0,6.0,3.0,,2.0,3.0,1.0,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,
14015388,home,5150,FK Vojvodina,1114797,Dragan Kokanović,dragan-kokanovic,M,20,False,24.0,20.0,1.0,1.0,0.0,7.0,9.0,13.0,15.0,,4.0,,,,,,67.0,38.0,6.7,9.0,"{'original': 6.7, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,4,9,4,5,83.33333333333334,100.0,100.0,75.0,,1.0,1.0,1.0,8.0,5.0,,2.0,4.0,3.0,,,,1.0,1.0,2.0,,2.0,,3.0,2.0,,,,,,,
14015388,home,1925,FK Vojvodina,1020116,Yusuf Bamidele,yusuf-bamidele,M,7,False,23.0,14.0,,,0.0,5.0,7.0,9.0,16.0,,5.0,,,,,,82.0,35.0,7.3,15.0,"{'original': 7.3, 'alternative': None}",2,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,6,9,3,6,60.86956521739131,,,40.0,,,,3.0,9.0,6.0,1.0,1.0,5.0,2.0,,,,,,1.0,1.0,2.0,1.0,3.0,,1.0,1.0,1.0,1.0,,,
