match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,goodHighClaim,saves,punches,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,aerialWon,duelLost,duelWon,challengeLost,dispossessed,totalContest,wonContest,blockedScoringAttempt,outfielderBlock,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,fouls,keyPass,aerialLost,totalOffside,bigChanceCreated,shotOffTarget,onTargetScoringAttempt,goals,bigChanceMissed,savedShotsFromInsideTheBox,errorLeadToAGoal
14015388,home,5150,FK Vojvodina,842317,Aleksa Vukanović,aleksa-vukanovic,F,9,False,16.0,13.0,,,1.0,3.0,3.0,10.0,13.0,,1.0,,,,,,69.0,35.0,7.8,10.0,"{'original': 7.8, 'alternative': None}",3,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,3,10,4,6,81.25,,50.0,,,2.0,1.0,3.0,6.0,7.0,,1.0,3.0,,,,1.0,,,2.0,4.0,2.0,1.0,,,1.0,1.0,2.0,1.0,,,
14015388,home,5150,FK Vojvodina,1121635,Marko Veličković,marko-velickovic,M,24,True,8.0,6.0,1.0,,0.0,3.0,4.0,3.0,4.0,,2.0,,,,,,23.0,13.0,6.7,3.0,"{'original': 6.7, 'alternative': None}",2,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,2,0,75.0,,,100.0,,,,,1.0,2.0,,,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,2.0,,1.0,,
14015388,home,5150,FK Vojvodina,194450,Uroš Nikolić,uros-nikolic,M,10,True,13.0,9.0,2.0,,0.0,4.0,6.0,5.0,7.0,,3.0,,,,,,23.0,16.0,6.5,4.0,"{'original': 6.5, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,2,0,69.23076923076923,,,100.0,,,,,2.0,2.0,,,1.0,1.0,,,,1.0,1.0,,,,,2.0,,,,,,,,
14015388,home,5150,FK Vojvodina,974434,Lucas Barros,lucas-barros,D,23,True,6.0,2.0,4.0,,0.0,,4.0,2.0,2.0,,1.0,,,,,,8.0,8.0,6.6,5.0,"{'original': 6.6, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,33.33333333333333,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,
14015388,home,5150,FK Vojvodina,111754,Marko Poletanović,marko-poletanovic,M,4,True,6.0,6.0,1.0,1.0,0.0,2.0,2.0,4.0,4.0,,,,,,,,8.0,7.0,6.6,1.0,"{'original': 6.6, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,100.0,100.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
14015388,home,5150,FK Vojvodina,1403053,Marko Mladenović,mladenovic-marko,M,11,True,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015388,home,5150,FK Vojvodina,1000424,Vlada Novevski,vlada-novevski,M,13,True,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015388,home,111127,FK Vojvodina,1165840,Miloš Popović,milos-popovic,M,14,True,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015388,home,25737,FK Vojvodina,1085212,Ibrahim Mustapha,ibrahim-mustapha,F,17,True,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015388,home,5150,FK Vojvodina,1102771,Matija Gočmanac,matija-gocmanac,G,1,True,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015388,home,5150,FK Vojvodina,795913,John Mary,john-mary,F,28,True,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015388,home,5150,FK Vojvodina,796365,Mihai Butean,mihai-butean,D,16,True,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015388,away,111127,FK Radnik Surdulica,954755,Stefan Ranđelović,stefan-randjelovic,G,99,False,31.0,25.0,9.0,3.0,0.0,24.0,26.0,1.0,5.0,2.0,12.0,1.0,3.0,1.0,1.0,1.0,90.0,45.0,6.9,6.0,"{'original': 6.9, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,80.64516129032258,33.33333333333333,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
14015388,away,111127,FK Radnik Surdulica,1147541,Mateja Gašić,mateja-gasic,D,66,False,32.0,27.0,3.0,1.0,0.0,9.0,9.0,18.0,23.0,3.0,3.0,,,,,,90.0,53.0,6.7,10.0,"{'original': 6.7, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,5,4,84.375,33.33333333333333,,,,,,,5.0,5.0,2.0,,1.0,,,,,3.0,3.0,4.0,2.0,1.0,2.0,1.0,,,,,,,,
14015388,away,111127,FK Radnik Surdulica,1215907,David Stojanović,david-stojanovic,D,6,False,59.0,55.0,4.0,2.0,0.0,42.0,43.0,13.0,16.0,8.0,3.0,,,,,,90.0,75.0,6.9,5.0,"{'original': 6.9, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,3,1,93.22033898305084,50.0,,,,,,,2.0,3.0,,,,,,,1.0,3.0,3.0,1.0,,1.0,,1.0,,,,,,,,
14015388,away,111127,FK Radnik Surdulica,1406169,Uroš Ilić,uros-ilic,D,14,False,47.0,41.0,3.0,,0.0,34.0,36.0,7.0,11.0,5.0,1.0,,,,,,90.0,56.0,6.4,8.0,"{'original': 6.4, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,7,2,1,1,87.2340425531915,,,,,2.0,,4.0,4.0,5.0,,,,,,,,1.0,1.0,,,1.0,,3.0,,,,,,,,
14015388,away,202066,FK Radnik Surdulica,997182,Uroš Blagojević,uros-blagojevic,D,33,False,24.0,17.0,4.0,1.0,0.0,13.0,18.0,4.0,6.0,5.0,3.0,,,,,,80.0,49.0,6.2,12.0,"{'original': 6.2, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,2,1,70.83333333333334,25.0,,,,1.0,,1.0,2.0,3.0,,,1.0,,,,2.0,2.0,2.0,,,,,1.0,,,,,,,,1.0
14015388,away,5149,FK Radnik Surdulica,1916326,Douglas Owusu,owusu-douglas,M,7,False,21.0,16.0,1.0,1.0,0.0,4.0,6.0,12.0,15.0,,5.0,,,,,,90.0,57.0,6.7,21.0,"{'original': 6.7, 'alternative': None}",3,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,3,15,6,9,76.19047619047619,100.0,,44.44444444444444,,,,2.0,10.0,8.0,,3.0,9.0,4.0,,,3.0,1.0,,8.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,,
14015388,away,111127,FK Radnik Surdulica,938002,Mlađan Stevanović,mladjan-stevanovic,M,24,False,72.0,64.0,12.0,8.0,0.0,33.0,34.0,31.0,38.0,1.0,6.0,,,,,,90.0,85.0,6.9,10.0,"{'original': 6.9, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,2,11,5,6,88.88888888888889,66.66666666666666,,,,,,1.0,7.0,6.0,4.0,1.0,,,,1.0,1.0,4.0,4.0,,1.0,1.0,1.0,1.0,,,,,,,,
14015388,away,111127,FK Radnik Surdulica,901590,Haris Hajdarević,haris-hajdarevic,M,4,False,32.0,26.0,5.0,2.0,0.0,17.0,18.0,9.0,14.0,2.0,4.0,,,,,,72.0,45.0,6.9,8.0,"{'original': 6.9, 'alternative': None}",1,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,2,10,7,3,81.25,40.0,,100.0,,,,,5.0,7.0,2.0,,1.0,1.0,,,,3.0,3.0,2.0,3.0,1.0,,2.0,,,1.0,,,,,
14015388,away,111127,FK Radnik Surdulica,1130262,Đorđe Jovanović,dorde-jovanovic,M,88,False,8.0,4.0,,,0.0,1.0,1.0,3.0,7.0,,,,,,,,62.0,29.0,6.8,11.0,"{'original': 6.8, 'alternative': None}",2,"{'sportSlug': 'football', 'statisticsType': 'player'}",19,2,17,10,7,50.0,,,60.0,,1.0,,1.0,8.0,11.0,1.0,3.0,5.0,3.0,1.0,,,4.0,3.0,1.0,3.0,1.0,,1.0,,,,1.0,,,,
14015388,away,111127,FK Radnik Surdulica,1031603,Vukašin Bogdanović,vukasin-bogdanovic,F,9,False,24.0,15.0,,,0.0,8.0,10.0,7.0,14.0,,4.0,,,,,,72.0,39.0,6.7,17.0,"{'original': 6.7, 'alternative': None}",1,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,3,6,4,2,62.5,,,100.0,,,,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,7.0,2.0,1.0,1.0,1.0,,,,,,,,
14015388,away,111127,FK Radnik Surdulica,1166090,Luka Puzovic,luka-puzovic,F,8,False,9.0,8.0,,,0.0,4.0,4.0,4.0,5.0,,1.0,,,,,,62.0,21.0,6.4,8.0,"{'original': 6.4, 'alternative': None}",1,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,88.88888888888889,,,,,1.0,,,1.0,1.0,,1.0,,,,,1.0,,,4.0,1.0,,,,,,1.0,,,,,
14015388,away,111127,FK Radnik Surdulica,804662,Aleksandar Pejović,aleksandar-pejovic,M,28,True,33.0,29.0,7.0,6.0,0.0,11.0,11.0,18.0,22.0,,,,,,,,28.0,37.0,7.1,6.0,"{'original': 7.1, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,4,1,1,0,87.87878787878788,85.71428571428571,,,,2.0,,2.0,2.0,3.0,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,
14015388,away,111127,FK Radnik Surdulica,2198964,Stefan Vidaković,stefan-vidakovic,F,91,True,6.0,4.0,,,0.0,,,4.0,6.0,1.0,,,,,,,28.0,14.0,6.6,5.0,"{'original': 6.6, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,2,2,66.66666666666666,,50.0,,,2.0,1.0,,2.0,2.0,1.0,,1.0,,,,,2.0,2.0,1.0,,,,,,,,,,,,
14015388,away,203041,FK Radnik Surdulica,904377,Vladimir Petrović,vladimir-petrovic,M,10,True,10.0,6.0,,,0.0,1.0,1.0,5.0,9.0,,3.0,,,,,,18.0,18.0,6.7,7.0,"{'original': 6.7, 'alternative': None}",1,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,0,3,60.0,,,,,,,,4.0,,,2.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,
14015388,away,301263,FK Radnik Surdulica,72116,Evgen Pavlov,evgen-pavlov,F,17,True,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,,,,,,,,18.0,6.0,6.5,1.0,"{'original': 6.5, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,100.0,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,
14015388,away,111127,FK Radnik Surdulica,1147568,Sadick Abubakar,sadick-abubakar,D,37,True,17.0,16.0,1.0,1.0,0.0,7.0,8.0,9.0,9.0,,5.0,,,,,,10.0,21.0,7.0,1.0,"{'original': 7, 'alternative': None}",0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,2,1,94.11764705882352,100.0,,,,,,2.0,1.0,4.0,1.0,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,
14015388,away,111127,FK Radnik Surdulica,954756,Stefan Ilić,stefan-ilic,G,26,True,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015388,away,111127,FK Radnik Surdulica,1544668,Darije Markočević,darije-markocevic,F,49,True,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015388,away,35326,FK Radnik Surdulica,1166049,Andrija Lazarević,andrija-lazarevic,F,19,True,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015388,away,301263,FK Radnik Surdulica,155537,Dino Dolmagić,dino-dolmagic,D,13,True,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015388,away,111127,FK Radnik Surdulica,1000660,Savo Rašković,savo-raskovic,M,80,True,,,,,,,,,,,,,,,,,,,,,,0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
