minute,value
0.0,0
1.0,3
2.0,28
3.0,53
4.0,38
5.0,20
6.0,13
7.0,13
8.0,-30
9.0,-21
10.0,-13
11.0,-3
12.0,-2
13.0,8
14.0,6
15.0,4
16.0,-20
17.0,-11
18.0,-7
19.0,6
20.0,2
21.0,-5
22.0,6
23.0,8
24.0,10
25.0,7
26.0,10
27.0,2
28.0,1
29.0,6
30.0,-5
31.0,-7
32.0,6
33.0,-5
34.0,-2
35.0,6
36.0,-5
37.0,-32
38.0,-18
39.0,-11
40.0,-7
41.0,-34
42.0,-18
43.0,-5
44.0,5
45.0,1
45.5,-40
46.0,5
47.0,-5
48.0,-2
49.0,56
50.0,100
51.0,100
52.0,87
53.0,52
54.0,27
55.0,1
56.0,1
57.0,-5
58.0,-3
59.0,-37
60.0,-27
61.0,31
62.0,-55
63.0,-28
64.0,-24
65.0,-59
66.0,-37
67.0,-13
68.0,-18
69.0,-15
70.0,-41
71.0,-30
72.0,-18
73.0,-6
74.0,35
75.0,17
76.0,6
77.0,3
78.0,2
79.0,30
80.0,-31
81.0,-13
82.0,-38
83.0,-48
84.0,-37
85.0,-15
86.0,-39
87.0,-22
88.0,-17
89.0,-70
90.0,-77
90.5,0
