match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,saves,minutesPlayed,touches,rating,possessionLostCtrl,totalBallCarriesDistance,ballCarriesCount,totalProgression,bestBallCarryProgression,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,aerialWon,duelLost,duelWon,challengeLost,dispossessed,outfielderBlock,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,fouls,totalContest,wonContest,aerialLost,keyPass,bigChanceCreated,onTargetScoringAttempt,shotValueNormalized,accurateCross,totalOffside,shotOffTarget,goals,blockedScoringAttempt,bigChanceMissed
14015523,home,5144,FK Javor Ivanjica,895905,Ibrahim Tanko,ibrahim-tanko,F,9,False,5.0,2.0,,,0.0,2.0,3.0,,2.0,,1.0,,,,45.0,11.0,6.3,6.0,24.668900880955,3.0,14.07,17.64,,"{'original': 6.3, 'alternative': 6.4}",1,-0.02,0.03,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,1,2,40.0,,,33.33333333333333,,,,3.0,1.0,,,,,,,1.0,,,3.0,1.0,1.0,,,,-0.07,,,1.0,,,
14015523,home,5144,FK Javor Ivanjica,1047458,Mateja Zuvić,mateja-zuvic,F,32,True,2.0,1.0,,,0.0,,,1.0,2.0,,,,,,10.0,3.0,6.6,1.0,,,,,,"{'original': 6.6, 'alternative': 6.7}",0,-0.03,,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,50.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,
14015523,home,5144,FK Javor Ivanjica,1153911,Dušan Ristić,dusan-ristic,D,15,True,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,5.0,,,,,35.0,8.0,6.7,1.0,4.3568347455464,1.0,3.885,3.885,,"{'original': 6.7, 'alternative': 6.5}",0,0.02,0.0,0.22,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,66.66666666666666,100.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
14015523,home,5144,FK Javor Ivanjica,1398997,Ognjen Krsmanović,ognjen-krsmanovic,M,22,True,3.0,3.0,,,0.0,3.0,3.0,,,,,,,,19.0,8.0,7.2,1.0,6.9268315989347,1.0,1.89,1.89,,"{'original': 7.2, 'alternative': 7.4}",1,0.0,0.03,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,2,0,100.0,,,100.0,,,,1.0,2.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,0.32,,,,1.0,,
14015523,home,5144,FK Javor Ivanjica,1147526,Lazar Mićić,lazar-micic,F,28,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,1.0,,,,9.0,4.0,6.5,1.0,36.678403018777,2.0,36.645,28.665,,"{'original': 6.5, 'alternative': 6.4}",0,0.01,0.01,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,100.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
14015523,home,5144,FK Javor Ivanjica,972802,Bayere Loue,bayere-loue,F,27,True,2.0,1.0,,,0.0,,,1.0,2.0,,,,,,9.0,7.0,6.7,3.0,9.708509389389,2.0,1.68,3.36,,"{'original': 6.7, 'alternative': 6.8}",0,-0.02,0.01,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,2,1,50.0,,,100.0,,,1.0,1.0,3.0,,,,,1.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,
14015523,home,312342,FK Javor Ivanjica,1942888,Boasiako Francis Antwi,boasiako-francis-antwi,F,33,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015523,home,5235,FK Javor Ivanjica,1149060,Savo Šušić,savo-susic,D,29,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015523,home,312342,FK Javor Ivanjica,2196365,Martin Anđelković,martin-andjelkovic,F,31,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015523,home,203041,FK Javor Ivanjica,804833,Nemanja Krstić,nemanja-krstic,M,8,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015523,home,5144,FK Javor Ivanjica,1065775,Dimitrije Stevanović,dimitrije-stevanovic,G,12,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015523,home,5144,FK Javor Ivanjica,1910871,Petar Đoković,dokovic-petar,M,25,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015523,away,5149,FK Crvena zvezda,603946,Matheus,matheus,G,1,False,22.0,21.0,1.0,,0.0,20.0,21.0,1.0,1.0,,11.0,,3.0,4.0,90.0,32.0,7.5,1.0,29.8263285345,7.0,-8.61,2.415,1.0415,"{'original': 7.5, 'alternative': 7.1}",0,0.06,-0.05,-0.05,0.73,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,95.45454545454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015523,away,5149,FK Crvena zvezda,1019333,Young-woo Seol,young-woo-seol,D,66,False,49.0,46.0,2.0,1.0,0.0,13.0,13.0,33.0,36.0,2.0,3.0,,,,90.0,70.0,6.7,8.0,223.66601437247,25.0,-22.05,30.345,,"{'original': 6.7, 'alternative': 7.4}",1,0.12,0.11,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,6,1,93.87755102040816,50.0,,,,5.0,,2.0,6.0,1.0,,,1.0,3.0,3.0,,3.0,,,,1.0,2.0,,1.0,0.14,,,,,,
14015523,away,5149,FK Crvena zvezda,227224,Miloš Veljković,milos-veljkovic,D,13,False,64.0,59.0,3.0,2.0,0.0,28.0,32.0,31.0,32.0,,5.0,,,,90.0,67.0,6.7,6.0,300.53465672864,34.0,-248.955,3.15,,"{'original': 6.7, 'alternative': 6.8}",0,0.23,-0.63,-0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,2,0,92.1875,66.66666666666666,,,,,1.0,2.0,3.0,,,,,2.0,1.0,1.0,,,,,2.0,,,,,,,,,,
14015523,away,5149,FK Crvena zvezda,1133882,Franklin Tebo,franklin-tebo,D,30,False,76.0,69.0,4.0,2.0,0.0,31.0,33.0,38.0,43.0,4.0,5.0,,,,90.0,90.0,7.3,9.0,413.83978863687,44.0,-284.025,3.465,,"{'original': 7.3, 'alternative': 7.3}",0,0.3,0.19,-0.04,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,5,5,4,1,90.78947368421053,50.0,,,,,3.0,3.0,7.0,,,,,1.0,1.0,2.0,4.0,1.0,,,2.0,,,,,,,,,,
14015523,away,5149,FK Crvena zvezda,1493918,Adem Avdić,adem-avdic,D,71,False,42.0,36.0,1.0,1.0,0.0,9.0,10.0,27.0,32.0,1.0,2.0,,,,89.0,71.0,6.6,15.0,173.98497646679,23.0,-68.565,12.81,,"{'original': 6.6, 'alternative': 7.3}",2,-0.15,0.18,-0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,6,3,85.71428571428571,100.0,,100.0,,6.0,,5.0,6.0,,,,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,,,-0.16,,,2.0,,,
14015523,away,5149,FK Crvena zvezda,1131048,Tomás Händel,tomas-handel,M,20,False,62.0,56.0,3.0,2.0,0.0,9.0,10.0,47.0,52.0,1.0,6.0,,,,77.0,77.0,7.1,9.0,228.73944353483,34.0,-73.5,12.285,,"{'original': 7.1, 'alternative': 7.6}",4,-0.05,0.29,0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,2,3,90.32258064516128,66.66666666666666,,100.0,,1.0,2.0,3.0,4.0,,1.0,,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,1.0,,1.0,-0.18,,,1.0,,2.0,
14015523,away,5149,FK Crvena zvezda,827371,Timi Max Elšnik,timi-max-elsnik,M,21,False,86.0,77.0,6.0,4.0,0.0,18.0,18.0,59.0,68.0,,10.0,,,,90.0,114.0,7.9,19.0,238.5370747248,32.0,-143.325,3.36,,"{'original': 7.9, 'alternative': 8.4}",3,0.57,0.41,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,4,9,6,3,89.53488372093024,66.66666666666666,22.22222222222222,50.0,,9.0,1.0,6.0,7.0,1.0,,,1.0,5.0,3.0,2.0,,1.0,2.0,1.0,3.0,4.0,,1.0,-0.53,2.0,,1.0,,1.0,
14015523,away,5149,FK Crvena zvezda,1825955,Vasilije Kostov,vasilije-kostov,M,22,False,38.0,35.0,2.0,2.0,0.0,9.0,9.0,26.0,29.0,,3.0,,,,67.0,53.0,6.7,11.0,121.31477084707,17.0,-27.825,8.085,,"{'original': 6.7, 'alternative': 7.2}",0,-0.1,0.11,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,92.10526315789474,100.0,25.0,100.0,,8.0,,2.0,1.0,1.0,,,2.0,,,2.0,,,1.0,1.0,1.0,2.0,,,,2.0,,,,,
14015523,away,5149,FK Crvena zvezda,110701,Aleksandar Katai,aleksandar-katai,M,10,False,39.0,35.0,,,0.0,4.0,4.0,31.0,35.0,,2.0,,,,90.0,65.0,5.5,15.0,179.81309617455,25.0,-84.0,6.72,,"{'original': 5.5, 'alternative': 7.9}",10,0.07,0.44,-0.09,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,2,5,89.74358974358975,,,50.0,,3.0,,6.0,2.0,,3.0,,,,,4.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,-0.76,,,4.0,,2.0,1.0
14015523,away,5149,FK Crvena zvezda,278763,Mirko Ivanić,mirko-ivanic,M,4,False,65.0,51.0,3.0,1.0,0.0,3.0,4.0,48.0,61.0,,,,,,90.0,87.0,8.0,21.0,410.39390996595,43.0,-193.515,8.505,,"{'original': 8, 'alternative': 8.9}",5,1.0,0.55,-0.23,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,2,4,78.46153846153847,33.33333333333333,50.0,50.0,,6.0,,4.0,2.0,3.0,,,1.0,1.0,,3.0,,,2.0,1.0,,9.0,2.0,2.0,0.09,3.0,,1.0,,2.0,1.0
14015523,away,5149,FK Crvena zvezda,878830,Bruno Duarte,bruno-duarte,F,17,False,52.0,43.0,2.0,1.0,0.0,4.0,6.0,39.0,46.0,2.0,3.0,,,,90.0,76.0,6.2,18.0,304.43475812773,37.0,-70.245,11.34,,"{'original': 6.2, 'alternative': 7.2}",7,-0.53,0.3,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,4,4,2,2,82.6923076923077,50.0,25.0,50.0,,4.0,1.0,5.0,3.0,,1.0,,,1.0,1.0,4.0,,,2.0,1.0,3.0,3.0,,,-0.77,1.0,,3.0,,4.0,2.0
14015523,away,5149,FK Crvena zvezda,1974511,Luka Zarić,luka-zaric,M,40,True,10.0,8.0,1.0,,0.0,2.0,4.0,6.0,6.0,,,,,,23.0,20.0,6.2,7.0,35.526263239098,6.0,-14.7,5.88,,"{'original': 6.2, 'alternative': 6.3}",1,-0.06,-0.51,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,2,3,80.0,,,,,1.0,,3.0,2.0,1.0,,,1.0,1.0,,2.0,1.0,,2.0,,,,,,-0.03,,,1.0,,,
14015523,away,5149,FK Crvena zvezda,939721,Milson,milson,M,7,True,6.0,4.0,,,0.0,1.0,1.0,3.0,5.0,,2.0,,,,13.0,12.0,6.5,4.0,42.630184428467,5.0,-22.26,1.785,,"{'original': 6.5, 'alternative': 6.7}",1,0.0,-0.12,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,66.66666666666666,,,,,2.0,,,1.0,,,,2.0,,,,1.0,,,,,,,,-0.57,,,1.0,,,
14015523,away,5149,FK Crvena zvezda,2207346,Aleksa Damjanović,damjanovic-aleksa,F,19,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,1.0,1.0,,,3.0595006128452,1.0,1.26,1.26,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,100.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
14015523,away,5149,FK Crvena zvezda,1516318,Mahmudu Bajo,bajo,M,6,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015523,away,5149,FK Crvena zvezda,904400,Nair Tiknizyan,nair-tiknizyan,D,23,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015523,away,5149,FK Crvena zvezda,797083,Omri Glazer,omri-glazer,G,18,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015523,away,5149,FK Crvena zvezda,867608,Rodrigão,rodrigao-prado,D,5,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015523,away,5149,FK Crvena zvezda,1100641,Nikola Stanković,nikola-stankovic,M,24,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015523,away,5149,FK Crvena zvezda,1146225,Stefan Leković,stefan-lekovic,D,25,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
