match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,saves,minutesPlayed,touches,rating,possessionLostCtrl,totalBallCarriesDistance,ballCarriesCount,totalProgression,bestBallCarryProgression,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,aerialWon,duelLost,duelWon,challengeLost,dispossessed,outfielderBlock,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,fouls,totalContest,wonContest,aerialLost,keyPass,bigChanceCreated,onTargetScoringAttempt,shotValueNormalized,accurateCross,totalOffside,shotOffTarget,goals,blockedScoringAttempt,bigChanceMissed
14015523,home,5144,FK Javor Ivanjica,834186,Nikola Vasiljević,nikola-vasiljevic,G,1,False,28.0,18.0,17.0,7.0,0.0,13.0,14.0,5.0,14.0,1.0,5.0,1.0,5.0,9.0,90.0,40.0,9.3,10.0,10.361433579747,2.0,3.15,1.785,1.3121,"{'original': 9.3, 'alternative': 8.8}",0,0.03,-0.01,0.18,0.89,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,64.28571428571429,41.17647058823529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015523,home,5144,FK Javor Ivanjica,1124030,Milan Ilić,ilic-milan,D,2,False,21.0,10.0,11.0,4.0,0.0,4.0,9.0,6.0,12.0,6.0,6.0,,,,81.0,57.0,7.9,23.0,95.881021536325,11.0,35.28,19.32,,"{'original': 7.9, 'alternative': 7.1}",0,0.12,0.06,0.81,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,2,5,47.61904761904761,36.36363636363637,,,,3.0,2.0,5.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
14015523,home,5144,FK Javor Ivanjica,1500275,Petar Petrović,petar-petrovic,D,21,False,18.0,13.0,6.0,3.0,0.0,10.0,14.0,3.0,4.0,17.0,4.0,,,,90.0,47.0,7.9,7.0,92.786340788536,9.0,43.47,10.815,,"{'original': 7.9, 'alternative': 7.8}",0,0.29,0.06,0.91,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,3,0,72.22222222222221,50.0,,100.0,,,1.0,,4.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,
14015523,home,5144,FK Javor Ivanjica,1468253,Đorđe Skoko,dorde-skoko,D,26,False,15.0,9.0,7.0,2.0,0.0,7.0,9.0,2.0,6.0,13.0,2.0,,,,90.0,36.0,7.7,6.0,105.40447148783,8.0,49.455,33.6,,"{'original': 7.7, 'alternative': 8}",0,0.06,0.09,0.93,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,60.0,28.57142857142857,,,,,,1.0,1.0,,,5.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,
14015523,home,5144,FK Javor Ivanjica,943573,Stefan Vilotic,stefan-vilotic,D,3,False,9.0,4.0,1.0,,0.0,2.0,3.0,2.0,6.0,6.0,,,,,90.0,28.0,7.1,9.0,18.862083215895,3.0,0.63,4.305,,"{'original': 7.1, 'alternative': 7}",0,-0.04,0.0,0.45,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,2,2,44.44444444444444,,,,,1.0,1.0,3.0,3.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,
14015523,home,5144,FK Javor Ivanjica,1435246,Mamane Amadou Sabo,mamane-amadou-sabo,M,6,False,14.0,11.0,2.0,,0.0,8.0,9.0,3.0,5.0,8.0,6.0,,,,90.0,33.0,7.5,6.0,71.552572068674,9.0,44.73,29.61,,"{'original': 7.5, 'alternative': 7}",0,0.08,0.22,0.8,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,4,4,78.57142857142857,,,50.0,,1.0,2.0,4.0,6.0,,1.0,1.0,1.0,3.0,3.0,,,2.0,2.0,1.0,,1.0,,,,,,,,,
14015523,home,5144,FK Javor Ivanjica,1472922,Kayode Saliman,kayode-saliman,M,14,False,19.0,17.0,1.0,,1.0,7.0,9.0,10.0,10.0,2.0,11.0,,,,90.0,45.0,7.2,15.0,218.25369575894,17.0,95.76,40.845,,"{'original': 7.2, 'alternative': 7}",2,0.69,0.34,-0.1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,1,13,1,12,89.47368421052632,,,,,,,13.0,1.0,3.0,3.0,,2.0,,,6.0,1.0,5.0,1.0,,1.0,2.0,1.0,2.0,0.38,,,,,,
14015523,home,5144,FK Javor Ivanjica,986764,Boubacari Doucoure,boubacari-doucoure,M,19,False,23.0,12.0,3.0,2.0,0.0,7.0,8.0,5.0,15.0,5.0,7.0,,,,90.0,44.0,7.6,13.0,147.22884052404,13.0,100.8,36.015,,"{'original': 7.6, 'alternative': 7.4}",1,0.03,0.34,0.31,,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,5,12,7,5,52.17391304347826,66.66666666666666,,100.0,,,5.0,5.0,12.0,2.0,2.0,1.0,1.0,3.0,1.0,,2.0,1.0,2.0,2.0,,1.0,,1.0,-0.18,,,,,,
14015523,home,5144,FK Javor Ivanjica,1392891,Nemanja Đokić,nemanja-dokic,M,5,False,8.0,4.0,1.0,,0.0,4.0,5.0,0.0,3.0,3.0,2.0,,,,81.0,22.0,7.3,10.0,9.8093954587434,2.0,-5.145,-1.26,,"{'original': 7.3, 'alternative': 6.7}",0,0.49,-0.18,0.27,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,0,3,50.0,,50.0,,,4.0,1.0,4.0,1.0,,1.0,,1.0,,,1.0,,,2.0,,1.0,1.0,,,,2.0,,,,,
14015523,home,378020,FK Javor Ivanjica,1468252,Aleksa Radonjić,aleksa-radonjic,M,20,False,4.0,1.0,1.0,,0.0,,2.0,1.0,2.0,,1.0,,,,71.0,9.0,6.7,7.0,15.585524566084,1.0,12.18,12.18,,"{'original': 6.7, 'alternative': 6.7}",1,-0.02,0.03,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,4,1,0,1,25.0,,,,,,3.0,2.0,3.0,,1.0,,,,,2.0,,,,,1.0,,,1.0,-0.13,,2.0,,,,
