player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,xgot,goalType
"{'name': 'Danis Kolić', 'firstName': 'Danis', 'lastName': 'Kolic', 'slug': 'danis-kolic', 'shortName': 'D. Kolić', 'position': 'M', 'jerseyNumber': '22', 'userCount': 8, 'gender': 'M', 'id': 1391891, 'fieldTranslations': {'nameTranslation': {'ar': 'دانيش كوليتش'}, 'shortNameTranslation': {'ar': 'د. كوليتش'}}}",False,miss,regular,"{'x': 26, 'y': 45, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 42.3, 'z': 57.1}",0.001746,6533373,90,4.0,5635,"{'start': {'x': 45, 'y': 26}, 'end': {'x': 57.7, 'y': 0}, 'goal': {'x': 57.7, 'y': 42.9}}",1,665,235,shot,,,
"{'name': 'Milivoje Raičević', 'slug': 'milivoje-raicevic', 'shortName': 'M. Raičević', 'position': 'M', 'jerseyNumber': '45', 'userCount': 5, 'gender': 'M', 'id': 128765, 'fieldTranslations': {'nameTranslation': {'ar': 'ميليفوي رايتشيفيتش', 'hi': 'मिलिवोजे रायचेविक', 'bn': 'মিলিভোজে রাইচেভিচ'}, 'shortNameTranslation': {'ar': 'م. رايتشيفيتش', 'hi': 'एम. रायचेविक', 'bn': 'এম. রাইসেভিচ'}}}",True,block,regular,"{'x': 14, 'y': 54, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.1791,6533372,88,,5267,"{'start': {'x': 54, 'y': 14}, 'block': {'x': 54, 'y': 14}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",3,133,2567,shot,"{'x': 14, 'y': 54, 'z': 0}",,
"{'name': 'Takeru Komiya', 'firstName': '', 'lastName': '', 'slug': 'takeru-komiya', 'shortName': 'T. Komiya', 'position': 'F', 'userCount': 25, 'gender': 'M', 'id': 1391884, 'fieldTranslations': {'nameTranslation': {'ar': 'تاكيرو كومييا'}, 'shortNameTranslation': {'ar': 'ت. كومييا'}}}",False,save,regular,"{'x': 12, 'y': 34, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 48.5, 'z': 4.1}",0.1635,6533371,87,,5183,"{'start': {'x': 34, 'y': 12}, 'end': {'x': 51.5, 'y': 0}, 'goal': {'x': 51.5, 'y': 95.9}}",4,217,2483,shot,,0.09992,
"{'name': 'Matija Bojović', 'firstName': 'Matija', 'lastName': 'Bojović', 'slug': 'matija-bojovic', 'shortName': 'M. Bojović', 'position': 'D', 'jerseyNumber': '29', 'userCount': 16, 'gender': 'M', 'id': 1185148, 'fieldTranslations': {'nameTranslation': {'ar': 'ماتيا بوجوفيتش', 'hi': 'मतिजा बोजोविक', 'bn': 'মাতিজা বোজোভিচ'}, 'shortNameTranslation': {'ar': 'م. بوجوفيتش', 'hi': 'एम. बोजोविक', 'bn': 'এম. বোজোভিচ'}}}",True,block,regular,"{'x': 23, 'y': 60, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01531,6533370,87,,5167,"{'start': {'x': 60, 'y': 23}, 'block': {'x': 60, 'y': 23}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",4,233,2467,shot,"{'x': 23, 'y': 60, 'z': 0}",,
"{'name': 'Đorđe Maksimović', 'slug': 'djordje-maksimovic', 'shortName': 'Đ. Maksimović', 'position': 'F', 'jerseyNumber': '44', 'userCount': 12, 'gender': 'M', 'id': 905970, 'fieldTranslations': {'nameTranslation': {'ar': 'دورجي ماكسيموفيتش'}, 'shortNameTranslation': {'ar': 'د. ماكسيموفيتش'}}}",True,miss,regular,"{'x': 11, 'y': 43, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 57, 'z': 42.1}",0.3427,6533369,85,,5082,"{'start': {'x': 43, 'y': 11}, 'end': {'x': 43, 'y': 0}, 'goal': {'x': 43, 'y': 57.9}}",6,318,2382,shot,,,
"{'name': 'Matija Bojović', 'firstName': 'Matija', 'lastName': 'Bojović', 'slug': 'matija-bojovic', 'shortName': 'M. Bojović', 'position': 'D', 'jerseyNumber': '29', 'userCount': 16, 'gender': 'M', 'id': 1185148, 'fieldTranslations': {'nameTranslation': {'ar': 'ماتيا بوجوفيتش', 'hi': 'मतिजा बोजोविक', 'bn': 'মাতিজা বোজোভিচ'}, 'shortNameTranslation': {'ar': 'م. بوجوفيتش', 'hi': 'एम. बोजोविक', 'bn': 'এম. বোজোভিচ'}}}",True,miss,corner,"{'x': 8, 'y': 68, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41.5, 'z': 58.4}",0.08071,6533368,80,,4773,"{'start': {'x': 68, 'y': 8}, 'end': {'x': 58.5, 'y': 0}, 'goal': {'x': 58.5, 'y': 41.6}}",11,627,2073,shot,,,
"{'name': 'Ognjen Rolović', 'firstName': '', 'lastName': '', 'slug': 'ognjen-rolovic', 'shortName': 'O. Rolović', 'position': 'F', 'jerseyNumber': '19', 'userCount': 6, 'gender': 'M', 'id': 196634, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغنيين رولوفيتش', 'hi': 'ओग्जेन रोलोविच', 'bn': 'ওগনজেন রোলোভিচ'}, 'shortNameTranslation': {'ar': 'أ. رولوفيتش', 'hi': 'ओ. रोलोविक', 'bn': 'ও. রোলোভিচ'}}}",True,miss,corner,"{'x': 5, 'y': 53, 'z': 0}",head,close-high-right,"{'x': 0, 'y': 42, 'z': 40.2}",0.3306,6533367,78,,4668,"{'start': {'x': 53, 'y': 5}, 'end': {'x': 58, 'y': 0}, 'goal': {'x': 58, 'y': 59.8}}",13,732,1968,shot,,,
"{'name': 'Milivoje Raičević', 'slug': 'milivoje-raicevic', 'shortName': 'M. Raičević', 'position': 'M', 'jerseyNumber': '45', 'userCount': 5, 'gender': 'M', 'id': 128765, 'fieldTranslations': {'nameTranslation': {'ar': 'ميليفوي رايتشيفيتش', 'hi': 'मिलिवोजे रायचेविक', 'bn': 'মিলিভোজে রাইচেভিচ'}, 'shortNameTranslation': {'ar': 'م. رايتشيفيتش', 'hi': 'एम. रायचेविक', 'bn': 'এম. রাইসেভিচ'}}}",True,block,regular,"{'x': 26, 'y': 46, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.03794,6533366,78,,4627,"{'start': {'x': 46, 'y': 26}, 'block': {'x': 46, 'y': 26}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",13,773,1927,shot,"{'x': 26, 'y': 46, 'z': 0}",,
"{'name': 'Stefan Radojevic', 'firstName': 'Stefan Radojevic', 'slug': 'stefan-radojevic', 'shortName': 'S. Radojevic', 'position': 'M', 'jerseyNumber': '8', 'userCount': 10, 'gender': 'M', 'id': 1536333, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان رادويفيتش'}, 'shortNameTranslation': {'ar': 'س. رادويفيتش'}}}",False,save,regular,"{'x': 13, 'y': 65, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.3, 'z': 18.6}",0.11,6533365,74,,4399,"{'start': {'x': 65, 'y': 13}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 81.4}}",17,1001,1699,shot,,0.06894,
"{'name': 'Aldin Adžović', 'firstName': '', 'lastName': '', 'slug': 'aldin-adzovic', 'shortName': 'A. Adžović', 'position': 'M', 'jerseyNumber': '5', 'userCount': 3, 'gender': 'M', 'id': 797928, 'fieldTranslations': {'nameTranslation': {'ar': 'ألديـن أديـزوفيتش', 'hi': 'एल्डिन अडज़ोविक', 'bn': 'আলডিন অ্যাডজোভিচ'}, 'shortNameTranslation': {'ar': 'أ. أديـزوفيتش', 'hi': 'ए. अदज़ोविक', 'bn': 'এ. অ্যাডজোভিচ'}}}",True,block,regular,"{'x': 17, 'y': 75, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01379,6533364,71,,4239,"{'start': {'x': 75, 'y': 17}, 'block': {'x': 75, 'y': 17}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",20,1161,1539,shot,"{'x': 17, 'y': 75, 'z': 0}",,
