minute,value
1.0,-5
2.0,-17
3.0,42
4.0,13
5.0,4
6.0,-21
7.0,-14
8.0,-44
9.0,-13
10.0,-12
11.0,-4
12.0,-18
13.0,-92
14.0,-59
15.0,-54
16.0,-31
17.0,-28
18.0,-20
19.0,-40
20.0,-52
21.0,-49
22.0,-28
23.0,-13
24.0,-23
25.0,-6
26.0,2
27.0,-4
28.0,-20
29.0,-4
30.0,4
31.0,-37
32.0,-3
33.0,-4
34.0,-2
35.0,-11
36.0,-14
37.0,-14
38.0,-16
39.0,-52
40.0,-36
41.0,-31
42.0,-72
43.0,-43
44.0,-100
45.0,-67
45.5,-48
46.0,-1
47.0,-16
48.0,-15
49.0,-17
50.0,-14
51.0,-32
52.0,-30
53.0,-53
54.0,-35
55.0,-27
56.0,-27
57.0,-37
58.0,-38
59.0,-33
60.0,-57
61.0,-31
62.0,-22
63.0,-17
64.0,-18
65.0,-13
66.0,-6
67.0,-13
68.0,-6
69.0,-2
70.0,5
71.0,-38
72.0,-20
73.0,-4
74.0,-2
75.0,4
76.0,22
77.0,16
78.0,3
79.0,-24
80.0,-19
81.0,-39
82.0,-27
83.0,-60
84.0,-62
85.0,-23
86.0,-15
87.0,-39
88.0,-49
89.0,-2
90.0,-1
90.5,-109
