match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,aerialWon,duelLost,duelWon,dispossessed,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,fouls,aerialLost,challengeLost,outfielderBlock,totalContest,totalCross,accurateCross,onTargetScoringAttempt,blockedScoringAttempt,goals,shotValueNormalized,wonContest,bigChanceMissed,shotOffTarget,penaltyWon,totalOffside,keyPass,bigChanceCreated,errorLeadToAGoal,penaltyFaced,hitWoodwork,penaltyConceded
14015430,away,43981,FK Radnički 1923,876751,Mehmed Ćosić,mehmed-cosic,D,8,False,40.0,32.0,2.0,1.0,0.0,12.0,14.0,20.0,26.0,2.0,2.0,,,,,90.0,74.0,6.5,15.0,,"{'original': 6.5, 'alternative': 6.8}",2,0.18,0.16,-0.35,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,2,3,80.0,50.0,50.0,,,1.0,3.0,3.0,2.0,,1.0,,2.0,1.0,1.0,,1.0,,,4.0,2.0,1.0,1.0,,-0.29,,,,,,4.0,1.0,,,1.0,
14015430,away,43981,FK Radnički 1923,79383,Slobodan Simović,slobodan-simovic,D,14,False,65.0,56.0,7.0,4.0,0.0,29.0,30.0,27.0,35.0,1.0,8.0,,,,,90.0,73.0,6.8,10.0,,"{'original': 6.8, 'alternative': 7.1}",2,0.35,0.22,-0.32,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,3,2,86.15384615384616,57.14285714285714,,100.0,,,4.0,3.0,,1.0,,,1.0,2.0,2.0,2.0,,,1.0,,,2.0,,,0.17,1.0,,,,,1.0,,,,,
14015430,away,43981,FK Radnički 1923,1518953,Nikola Marjanovic,nikola-marjanovic,D,5,False,70.0,65.0,,,0.0,33.0,34.0,32.0,36.0,1.0,9.0,,,,,90.0,81.0,6.9,8.0,,"{'original': 6.9, 'alternative': 6.8}",1,0.29,0.35,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,6,0,0,0,92.85714285714286,,,,,4.0,2.0,4.0,,1.0,,,3.0,,1.0,2.0,,1.0,,,,,,,-0.03,,,1.0,,,1.0,,,,,
14015430,away,43981,FK Radnički 1923,1802942,Stefan Petkoski Cimbaljević,stefan-petkoski-cimbaljevic,D,33,False,54.0,42.0,9.0,2.0,0.0,18.0,20.0,24.0,34.0,1.0,6.0,,,,,90.0,80.0,6.4,17.0,,"{'original': 6.4, 'alternative': 7}",0,0.33,0.05,-0.72,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,6,2,77.77777777777779,22.22222222222222,25.0,,,2.0,2.0,8.0,,4.0,4.0,2.0,1.0,2.0,1.0,,1.0,,,4.0,1.0,,,,,,,,,,1.0,,,,,1.0
14015430,away,43981,FK Radnički 1923,879829,Miloš Ristić,milos-ristic,M,27,False,64.0,58.0,2.0,2.0,0.0,15.0,15.0,43.0,49.0,3.0,7.0,,,,,78.0,83.0,7.1,10.0,,"{'original': 7.1, 'alternative': 6.9}",3,0.37,0.3,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,4,2,0,2,90.625,100.0,50.0,,,3.0,3.0,3.0,,1.0,,,1.0,,1.0,1.0,,,1.0,4.0,2.0,,3.0,,0.01,,,,,,,,,,,
14015430,away,7674,FK Radnički 1923,1046779,Jovan Ilić,jovan-ilic,M,21,False,28.0,27.0,5.0,5.0,0.0,5.0,5.0,22.0,23.0,,4.0,,,,,66.0,47.0,6.4,8.0,,"{'original': 6.4, 'alternative': 6.8}",2,0.15,0.19,-0.1,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,1,5,96.42857142857143,100.0,,33.33333333333333,,1.0,5.0,2.0,2.0,1.0,,,2.0,,,,1.0,,3.0,1.0,,2.0,,,-0.18,1.0,,,,,1.0,,,,,
14015430,away,43981,FK Radnički 1923,1158017,Alfa Baldé,alfa-balde,M,17,False,18.0,15.0,2.0,1.0,0.0,1.0,3.0,14.0,15.0,,5.0,,,,,66.0,39.0,6.5,16.0,,"{'original': 6.5, 'alternative': 6.8}",2,0.06,0.16,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,0,12,4,8,83.33333333333334,50.0,,28.57142857142857,,,8.0,4.0,3.0,,1.0,1.0,2.0,1.0,,,,,7.0,3.0,,1.0,,,-0.35,2.0,,1.0,,,2.0,,,,,
14015430,away,35268,FK Radnički 1923,1382153,Bogdan Mirčetić,bogdan-mircetic,M,44,False,39.0,32.0,1.0,1.0,0.0,6.0,6.0,26.0,33.0,,5.0,,,,,78.0,63.0,6.6,18.0,,"{'original': 6.6, 'alternative': 7.6}",4,0.01,0.26,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,2,2,82.05128205128204,100.0,25.0,,,1.0,3.0,3.0,1.0,1.0,1.0,,3.0,1.0,,1.0,,,1.0,8.0,2.0,2.0,,,-0.14,,,2.0,,,4.0,,,,,
14015430,away,34318,FK Radnički 1923,1147561,Matija Glušćević,matija-gluscevic,M,7,False,17.0,16.0,,,0.0,2.0,2.0,14.0,15.0,,1.0,,,,,45.0,24.0,6.6,4.0,,"{'original': 6.6, 'alternative': 7}",1,-0.07,0.05,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,3,2,94.11764705882352,,,,,,3.0,3.0,2.0,,1.0,1.0,1.0,2.0,,1.0,,,,,,1.0,,,-0.13,,,,,,2.0,,,,,
14015430,away,295152,FK Radnički 1923,1005356,Kilian Bevis,kilian-bevis,F,10,False,41.0,32.0,,,0.0,7.0,9.0,25.0,32.0,,5.0,,,,,90.0,68.0,5.9,22.0,,"{'original': 5.9, 'alternative': 6.8}",4,-0.58,0.62,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,2,11,4,7,78.04878048780488,,,25.0,,,9.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,4.0,5.0,,,2.0,,-0.58,1.0,,2.0,,1.0,2.0,,,,,
14015430,away,43981,FK Radnički 1923,987250,Issa Bah,bah-issa,F,77,True,9.0,8.0,,,0.0,1.0,1.0,7.0,8.0,,,,,,,45.0,20.0,6.3,6.0,,"{'original': 6.3, 'alternative': 6.5}",4,-0.22,0.27,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,1,3,88.88888888888889,,,,,1.0,3.0,2.0,2.0,1.0,,,3.0,1.0,1.0,,,,,,,1.0,2.0,,-0.4,,,1.0,,,,,,,,
14015430,away,200776,FK Radnički 1923,1063157,Luka Stankovski,stankovski-luka,M,80,True,10.0,9.0,,,0.0,3.0,3.0,6.0,7.0,,3.0,,,,,24.0,18.0,6.6,3.0,,"{'original': 6.6, 'alternative': 7}",4,-0.08,0.32,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,1,1,90.0,,,,,3.0,1.0,4.0,,1.0,1.0,,1.0,,1.0,,,,,1.0,,,2.0,,-0.58,,1.0,2.0,,,,,,,,
14015430,away,43981,FK Radnički 1923,1000815,Louay Ben Hassine,louay-ben-hassine,D,99,True,12.0,9.0,,,0.0,5.0,5.0,4.0,7.0,1.0,3.0,,,,,24.0,20.0,6.5,7.0,,"{'original': 6.5, 'alternative': 6.4}",1,0.09,0.05,-0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,75.0,,50.0,,,1.0,1.0,2.0,1.0,,,,2.0,1.0,,,,,,2.0,1.0,,1.0,,0.01,,,,,,,,,,,
14015430,away,7674,FK Radnički 1923,1616139,Nikola Skrobonja,nikola-skrobonja,M,51,True,6.0,5.0,1.0,1.0,0.0,2.0,2.0,3.0,4.0,,,,,,,12.0,13.0,6.6,3.0,,"{'original': 6.6, 'alternative': 6.5}",2,0.15,0.05,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,1,2,83.33333333333334,100.0,100.0,50.0,,1.0,3.0,2.0,1.0,,,,,,,1.0,,,2.0,1.0,1.0,,2.0,,0.03,1.0,,,,,2.0,,,,,
14015430,away,287019,FK Radnički 1923,999008,Stephen Chinedu,chinedu-stephen,F,9,True,3.0,2.0,,,0.0,,,2.0,3.0,,,,,,,12.0,4.0,6.1,2.0,,"{'original': 6.1, 'alternative': 6.7}",0,-0.59,,0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,66.66666666666666,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,,
14015430,away,2318,FK Radnički 1923,978293,Tomislav Dadić,tomislav-dadic,M,50,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015430,away,43981,FK Radnički 1923,1595656,Nikola Bukumira,nikola-bukumira,M,32,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015430,away,241802,FK Radnički 1923,987618,Danilo Mitrović,danilo-mitrovic,D,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015430,away,43981,FK Radnički 1923,1152919,Luka Lijeskić,luka-lijeskic,G,81,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015430,away,43981,FK Radnički 1923,80236,Milan Mitrović,milan-mitrovic,D,15,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015430,away,43981,FK Radnički 1923,1159434,Bojan Adžić,bojan-adzic,D,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
