player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Andrej Petrović', 'slug': 'andrej-petrovic', 'shortName': 'A. Petrović', 'position': 'M', 'jerseyNumber': '80', 'userCount': 83, 'gender': 'M', 'id': 1406133, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه بتروفيتش'}, 'shortNameTranslation': {'ar': 'أ. بتروفيتش'}}}",True,miss,regular,"{'x': 24.4, 'y': 50.1, 'z': 0}",right-foot,right,"{'x': 0, 'y': 38, 'z': 11.1}","{'name': 'Zoran Popović', 'slug': 'zoran-popovic', 'shortName': 'Z. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 114, 'gender': 'M', 'id': 267437, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران بوبوفيتش', 'bn': 'জোরান পপোভিচ', 'hi': 'ज़ोरान पोपोविक'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش', 'bn': 'জেড. পপোভিচ', 'hi': 'ज़ेड. पोपोविक'}}}",6838389,49,,2935,"{'start': {'x': 50.1, 'y': 24.4}, 'end': {'x': 62, 'y': 0}, 'goal': {'x': 62, 'y': 88.9}}",42,2465,235,shot,
"{'name': 'Milan Radin', 'firstName': '', 'lastName': '', 'slug': 'milan-radin', 'shortName': 'M. Radin', 'position': 'M', 'jerseyNumber': '7', 'userCount': 41, 'gender': 'M', 'id': 267591, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان رادين', 'bn': 'মিলান রাডিন', 'hi': 'मिलन रेडिन'}, 'shortNameTranslation': {'ar': 'م. رادين', 'bn': 'এম. রাডিন', 'hi': 'एम. रेडिन'}}}",True,miss,corner,"{'x': 8.2, 'y': 58.1, 'z': 0}",head,close-right,"{'x': 0, 'y': 41.5, 'z': 9.7}","{'name': 'Zoran Popović', 'slug': 'zoran-popovic', 'shortName': 'Z. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 114, 'gender': 'M', 'id': 267437, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران بوبوفيتش', 'bn': 'জোরান পপোভিচ', 'hi': 'ज़ोरान पोपोविक'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش', 'bn': 'জেড. পপোভিচ', 'hi': 'ज़ेड. पोपोविक'}}}",6838431,46,,2748,"{'start': {'x': 58.1, 'y': 8.2}, 'block': {'x': 57, 'y': 0.5}, 'end': {'x': 58.5, 'y': 0}, 'goal': {'x': 58.5, 'y': 90.3}}",45,2652,48,shot,"{'x': 0.5, 'y': 57, 'z': 0}"
"{'name': 'Mihajlo Milosavić', 'firstName': 'Mihajlo', 'lastName': 'Milosavić', 'slug': 'mihajlo-milosavic', 'shortName': 'M. Milosavić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 39, 'gender': 'M', 'id': 1146245, 'fieldTranslations': {'nameTranslation': {'ar': 'ميهايلو ميلوسافيتش'}, 'shortNameTranslation': {'ar': 'م. ميلوسافيتش'}}}",True,save,regular,"{'x': 15.6, 'y': 48.1, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.6, 'z': 1.9}","{'name': 'Zoran Popović', 'slug': 'zoran-popovic', 'shortName': 'Z. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 114, 'gender': 'M', 'id': 267437, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران بوبوفيتش', 'bn': 'জোরান পপোভিচ', 'hi': 'ज़ोरान पोपोविक'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش', 'bn': 'জেড. পপোভিচ', 'hi': 'ज़ेड. पोपोविक'}}}",6838177,45,1.0,2741,"{'start': {'x': 48.1, 'y': 15.6}, 'block': {'x': 49.6, 'y': 2.2}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 98.1}}",1,2659,41,shot,"{'x': 2.2, 'y': 49.6, 'z': 0}"
"{'name': 'Andrej Todoroski', 'firstName': '', 'lastName': '', 'slug': 'andrej-todoroski', 'shortName': 'A. Todoroski', 'position': 'M', 'jerseyNumber': '10', 'userCount': 89, 'gender': 'M', 'id': 888023, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه تودوروسكي'}, 'shortNameTranslation': {'ar': 'أ. تودوروسكي'}}}",True,block,assisted,"{'x': 23.5, 'y': 67.9, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.6, 'z': 19}","{'name': 'Zoran Popović', 'slug': 'zoran-popovic', 'shortName': 'Z. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 114, 'gender': 'M', 'id': 267437, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران بوبوفيتش', 'bn': 'জোরান পপোভিচ', 'hi': 'ज़ोरान पोपोविक'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش', 'bn': 'জেড. পপোভিচ', 'hi': 'ज़ेड. पोपोविक'}}}",6838173,45,,2669,"{'start': {'x': 67.9, 'y': 23.5}, 'block': {'x': 55.2, 'y': 9.7}, 'end': {'x': 46.4, 'y': 0}, 'goal': {'x': 46.4, 'y': 81}}",1,31,2669,shot,"{'x': 9.7, 'y': 55.2, 'z': 0}"
"{'name': 'Radivoj Bosić', 'firstName': '', 'lastName': '', 'slug': 'radivoj-bosic', 'shortName': 'R. Bosić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 67, 'gender': 'M', 'id': 965889, 'fieldTranslations': {'nameTranslation': {'ar': 'راديفوي بوسيتش', 'bn': 'রেডিভোজ বসিক', 'hi': 'रेडिवो बोसिक'}, 'shortNameTranslation': {'ar': 'ر. بوسيتش', 'bn': 'আর. বোসিচ', 'hi': 'आर. बोसिक'}}}",True,save,regular,"{'x': 20, 'y': 38.3, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.9, 'z': 3.8}","{'name': 'Zoran Popović', 'slug': 'zoran-popovic', 'shortName': 'Z. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 114, 'gender': 'M', 'id': 267437, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران بوبوفيتش', 'bn': 'জোরান পপোভিচ', 'hi': 'ज़ोरान पोपोविक'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش', 'bn': 'জেড. পপোভিচ', 'hi': 'ज़ेड. पोपोविक'}}}",6838154,43,,2543,"{'start': {'x': 38.3, 'y': 20}, 'block': {'x': 49.3, 'y': 2}, 'end': {'x': 47.1, 'y': 0}, 'goal': {'x': 47.1, 'y': 96.2}}",3,157,2543,shot,"{'x': 2, 'y': 49.3, 'z': 0}"
"{'name': 'Radivoj Bosić', 'firstName': '', 'lastName': '', 'slug': 'radivoj-bosic', 'shortName': 'R. Bosić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 67, 'gender': 'M', 'id': 965889, 'fieldTranslations': {'nameTranslation': {'ar': 'راديفوي بوسيتش', 'bn': 'রেডিভোজ বসিক', 'hi': 'रेडिवो बोसिक'}, 'shortNameTranslation': {'ar': 'ر. بوسيتش', 'bn': 'আর. বোসিচ', 'hi': 'आर. बोसिक'}}}",True,miss,throw-in-set-piece,"{'x': 21.8, 'y': 30.3, 'z': 0}",right-foot,left,"{'x': 0, 'y': 59.8, 'z': 6.9}","{'name': 'Zoran Popović', 'slug': 'zoran-popovic', 'shortName': 'Z. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 114, 'gender': 'M', 'id': 267437, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران بوبوفيتش', 'bn': 'জোরান পপোভিচ', 'hi': 'ज़ोरान पोपोविक'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش', 'bn': 'জেড. পপোভিচ', 'hi': 'ज़ेड. पोपोविक'}}}",6838127,36,,2141,"{'start': {'x': 30.3, 'y': 21.8}, 'end': {'x': 40.2, 'y': 0}, 'goal': {'x': 40.2, 'y': 93.1}}",10,559,2141,shot,
"{'name': 'Radivoj Bosić', 'firstName': '', 'lastName': '', 'slug': 'radivoj-bosic', 'shortName': 'R. Bosić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 67, 'gender': 'M', 'id': 965889, 'fieldTranslations': {'nameTranslation': {'ar': 'راديفوي بوسيتش', 'bn': 'রেডিভোজ বসিক', 'hi': 'रेडिवो बोसिक'}, 'shortNameTranslation': {'ar': 'ر. بوسيتش', 'bn': 'আর. বোসিচ', 'hi': 'आर. बोसिक'}}}",True,save,assisted,"{'x': 13, 'y': 31.5, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51, 'z': 5.1}","{'name': 'Zoran Popović', 'slug': 'zoran-popovic', 'shortName': 'Z. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 114, 'gender': 'M', 'id': 267437, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران بوبوفيتش', 'bn': 'জোরান পপোভিচ', 'hi': 'ज़ोरान पोपोविक'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش', 'bn': 'জেড. পপোভিচ', 'hi': 'ज़ेड. पोपोविक'}}}",6838113,33,,1931,"{'start': {'x': 31.5, 'y': 13}, 'block': {'x': 47.5, 'y': 1.9}, 'end': {'x': 49, 'y': 0}, 'goal': {'x': 49, 'y': 94.9}}",13,769,1931,shot,"{'x': 1.9, 'y': 47.5, 'z': 0}"
"{'name': 'Radivoj Bosić', 'firstName': '', 'lastName': '', 'slug': 'radivoj-bosic', 'shortName': 'R. Bosić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 67, 'gender': 'M', 'id': 965889, 'fieldTranslations': {'nameTranslation': {'ar': 'راديفوي بوسيتش', 'bn': 'রেডিভোজ বসিক', 'hi': 'रेडिवो बोसिक'}, 'shortNameTranslation': {'ar': 'ر. بوسيتش', 'bn': 'আর. বোসিচ', 'hi': 'आर. बोसिक'}}}",True,miss,assisted,"{'x': 9.2, 'y': 51.7, 'z': 0}",head,right,"{'x': 0, 'y': 36.6, 'z': 11.1}","{'name': 'Zoran Popović', 'slug': 'zoran-popovic', 'shortName': 'Z. Popović', 'position': 'G', 'jerseyNumber': '1', 'userCount': 114, 'gender': 'M', 'id': 267437, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران بوبوفيتش', 'bn': 'জোরান পপোভিচ', 'hi': 'ज़ोरान पोपोविक'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش', 'bn': 'জেড. পপোভিচ', 'hi': 'ज़ेड. पोपोविक'}}}",6838313,29,,1714,"{'start': {'x': 51.7, 'y': 9.2}, 'block': {'x': 58.1, 'y': 5.5}, 'end': {'x': 63.4, 'y': 0}, 'goal': {'x': 63.4, 'y': 88.9}}",17,986,1714,shot,"{'x': 5.5, 'y': 58.1, 'z': 0}"
"{'name': 'Simão Pedro', 'firstName': 'Simão Pedro', 'slug': 'simao-pedro', 'shortName': 'S. Pedro', 'position': 'F', 'jerseyNumber': '10', 'userCount': 38, 'gender': 'M', 'id': 2239937, 'fieldTranslations': {'nameTranslation': {'ar': 'سيمون بيدرو'}, 'shortNameTranslation': {'ar': 'س. بيدرو'}}}",False,miss,assisted,"{'x': 8.8, 'y': 71.6, 'z': 0}",right-foot,left,"{'x': 0, 'y': 70.3, 'z': 4.2}","{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6838089,26,,1534,"{'start': {'x': 71.6, 'y': 8.8}, 'end': {'x': 29.7, 'y': 0}, 'goal': {'x': 29.7, 'y': 95.8}}",20,1166,1534,shot,
"{'name': 'Clement Lhernault', 'slug': 'clement-lhernault', 'shortName': 'C. Lhernault', 'position': 'M', 'jerseyNumber': '88', 'userCount': 32, 'gender': 'M', 'id': 1513253, 'fieldTranslations': {'nameTranslation': {'ar': 'ليرنو، كلمنت'}, 'shortNameTranslation': {'ar': 'ك. ليرنو'}}}",False,block,regular,"{'x': 26, 'y': 62, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 54.7, 'z': 19}","{'name': 'Nikola Simić', 'slug': 'nikola-simic', 'shortName': 'N. Simić', 'position': 'G', 'jerseyNumber': '1', 'userCount': 22, 'gender': 'M', 'id': 805915, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سيميتش', 'bn': 'নিকোলা সিমিচ', 'hi': 'निकोला सिमिक'}, 'shortNameTranslation': {'ar': 'ن. سيميتش', 'bn': 'এন. সিমিচ', 'hi': 'एन. सिमिक'}}}",6838086,24,,1427,"{'start': {'x': 62, 'y': 26}, 'block': {'x': 59, 'y': 21.4}, 'end': {'x': 45.3, 'y': 0}, 'goal': {'x': 45.3, 'y': 81}}",22,1273,1427,shot,"{'x': 21.4, 'y': 59, 'z': 0}"
