minute,value
1.0,2
2.0,3
3.0,3
4.0,4
5.0,-5
6.0,-58
7.0,-31
8.0,-15
9.0,-1
10.0,1
11.0,73
12.0,37
13.0,-22
14.0,-2
15.0,-31
16.0,-13
17.0,11
18.0,40
19.0,31
20.0,27
21.0,11
22.0,1
23.0,-8
24.0,-5
25.0,-8
26.0,-27
27.0,-12
28.0,-8
29.0,13
30.0,5
31.0,-15
32.0,-20
33.0,-11
34.0,21
35.0,2
36.0,19
37.0,11
38.0,5
39.0,-2
40.0,-4
41.0,-14
42.0,-22
43.0,22
44.0,3
45.0,-4
45.5,37
46.0,7
47.0,35
48.0,37
49.0,28
50.0,56
51.0,25
52.0,34
53.0,18
54.0,-35
55.0,-23
56.0,-17
57.0,-15
58.0,14
59.0,19
60.0,13
61.0,31
62.0,47
63.0,29
64.0,28
65.0,22
66.0,16
67.0,9
68.0,64
69.0,75
70.0,22
71.0,13
72.0,5
73.0,-8
74.0,-35
75.0,-17
76.0,35
77.0,18
78.0,15
79.0,14
80.0,11
81.0,26
82.0,45
83.0,43
84.0,44
85.0,31
86.0,64
87.0,47
88.0,36
89.0,37
90.0,30
90.5,24
