minute,value
1.0,-4
2.0,-19
3.0,-14
4.0,38
5.0,10
6.0,-27
7.0,-17
8.0,-11
9.0,13
10.0,20
11.0,14
12.0,-63
13.0,-36
14.0,-20
15.0,15
16.0,1
17.0,6
18.0,11
19.0,16
20.0,3
21.0,9
22.0,-40
23.0,-17
24.0,-2
25.0,-27
26.0,-22
27.0,-8
28.0,-4
29.0,-26
30.0,-57
31.0,-69
32.0,-42
33.0,64
34.0,16
35.0,8
36.0,-27
37.0,-29
38.0,-42
39.0,-24
40.0,-55
41.0,36
42.0,-9
43.0,28
44.0,29
45.0,21
45.5,-17
46.0,-6
47.0,-10
48.0,-9
49.0,-58
50.0,-73
51.0,-62
52.0,-70
53.0,-34
54.0,-15
55.0,-16
56.0,9
57.0,39
58.0,50
59.0,63
60.0,9
61.0,11
62.0,35
63.0,-21
64.0,-50
65.0,-33
66.0,-33
67.0,-63
68.0,-40
69.0,-57
70.0,-41
71.0,-34
72.0,-24
73.0,-24
74.0,-54
75.0,-62
76.0,-35
77.0,-23
78.0,-35
79.0,-15
80.0,-9
81.0,-3
82.0,-10
83.0,48
84.0,37
85.0,26
86.0,21
87.0,-32
88.0,-29
89.0,-65
90.0,-33
90.5,24
