player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Savo Arambašić', 'slug': 'savo-arambasic', 'shortName': 'S. Arambašić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 27, 'gender': 'M', 'id': 1046042, 'fieldTranslations': {'nameTranslation': {'ar': 'سافو أرامباشيتش'}, 'shortNameTranslation': {'ar': 'س. أرامباشيتش'}}}",True,goal,regular,free-kick,"{'x': 19, 'y': 64, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 45.5, 'z': 35.7}",0.1663,0.5739,6881356,86,5134,"{'start': {'x': 64, 'y': 19}, 'end': {'x': 54.5, 'y': 0}, 'goal': {'x': 54.5, 'y': 64.3}}",5,266,2434,shot,
"{'name': 'Aldin Adžović', 'firstName': '', 'lastName': '', 'slug': 'aldin-adzovic', 'shortName': 'A. Adžović', 'position': 'M', 'jerseyNumber': '5', 'userCount': 3, 'gender': 'M', 'id': 797928, 'fieldTranslations': {'nameTranslation': {'ar': 'ألديـن أديـزوفيتش', 'bn': 'আলডিন অ্যাডজোভিচ', 'hi': 'एल्डिन अडज़ोविक'}, 'shortNameTranslation': {'ar': 'أ. أديـزوفيتش', 'bn': 'এ. অ্যাডজোভিচ', 'hi': 'ए. अदज़ोविक'}}}",False,miss,,regular,"{'x': 25, 'y': 55, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41.5, 'z': 55.2}",0.05366,,6881353,75,4446,"{'start': {'x': 55, 'y': 25}, 'end': {'x': 58.5, 'y': 0}, 'goal': {'x': 58.5, 'y': 44.8}}",16,954,1746,shot,
"{'name': 'Žarko Popović', 'firstName': '', 'lastName': '', 'slug': 'zarko-popovic', 'shortName': 'Ž. Popović', 'position': 'M', 'jerseyNumber': '4', 'userCount': 6, 'gender': 'M', 'id': 1030468, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش'}}}",True,save,,regular,"{'x': 12, 'y': 53, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.7, 'z': 0.1}",0.2223,0.59,6881352,73,4371,"{'start': {'x': 53, 'y': 12}, 'end': {'x': 52.3, 'y': 0}, 'goal': {'x': 52.3, 'y': 99.9}}",18,1029,1671,shot,
"{'name': 'Nemanja Carević', 'firstName': 'Nemanja Carevic', 'lastName': '', 'slug': 'nemanja-carevic', 'shortName': 'N. Carević', 'position': 'M', 'jerseyNumber': '21', 'userCount': 8, 'gender': 'M', 'id': 1381384, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانجا كاريتش'}, 'shortNameTranslation': {'ar': 'ن. كاريتش'}}}",True,block,,regular,"{'x': 11, 'y': 60, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.1207,,6881351,72,4319,"{'start': {'x': 60, 'y': 11}, 'block': {'x': 60, 'y': 11}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",19,1081,1619,shot,"{'x': 11, 'y': 60, 'z': 0}"
"{'name': 'Marko Merdović', 'firstName': '', 'lastName': '', 'slug': 'merdovic-marko', 'shortName': 'M. Merdović', 'position': 'D', 'jerseyNumber': '44', 'userCount': 11, 'gender': 'M', 'id': 986362, 'fieldTranslations': {'nameTranslation': {'ar': 'ميردوفيتش، ماركو', 'bn': 'মারডোভিচ, মার্ক', 'hi': 'मेरडोविक, मार्को'}, 'shortNameTranslation': {'ar': 'م. ميردوفيتش', 'bn': 'এম. মারডোভিচ', 'hi': 'एम. मेरडोविक'}}}",True,block,,regular,"{'x': 20, 'y': 29, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.001293,,6881350,66,3919,"{'start': {'x': 29, 'y': 20}, 'block': {'x': 29, 'y': 20}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",25,1481,1219,shot,"{'x': 20, 'y': 29, 'z': 0}"
"{'name': 'Savo Arambašić', 'slug': 'savo-arambasic', 'shortName': 'S. Arambašić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 27, 'gender': 'M', 'id': 1046042, 'fieldTranslations': {'nameTranslation': {'ar': 'سافو أرامباشيتش'}, 'shortNameTranslation': {'ar': 'س. أرامباشيتش'}}}",True,goal,regular,throw-in-set-piece,"{'x': 27, 'y': 64, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.3, 'z': 19.9}",0.03455,0.01211,6881349,61,3643,"{'start': {'x': 64, 'y': 27}, 'end': {'x': 51.7, 'y': 0}, 'goal': {'x': 51.7, 'y': 80.1}}",30,1757,943,shot,
"{'name': 'Savo Arambašić', 'slug': 'savo-arambasic', 'shortName': 'S. Arambašić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 27, 'gender': 'M', 'id': 1046042, 'fieldTranslations': {'nameTranslation': {'ar': 'سافو أرامباشيتش'}, 'shortNameTranslation': {'ar': 'س. أرامباشيتش'}}}",True,miss,,corner,"{'x': 11, 'y': 58, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 48.6, 'z': 48.2}",0.19,,6881348,57,3373,"{'start': {'x': 58, 'y': 11}, 'end': {'x': 51.4, 'y': 0}, 'goal': {'x': 51.4, 'y': 51.8}}",34,2027,673,shot,
"{'name': 'Nemanja Belaković', 'firstName': '', 'lastName': '', 'slug': 'nemanja-belakovic', 'shortName': 'N. Belaković', 'position': 'F', 'jerseyNumber': '8', 'userCount': 33, 'gender': 'M', 'id': 979046, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانجا بيلاكوفيتش'}, 'shortNameTranslation': {'ar': 'ن. بيلاكوفيتش'}}}",True,save,,regular,"{'x': 4, 'y': 55, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.4, 'z': 10.6}",0.4042,0.5624,6881347,56,3342,"{'start': {'x': 55, 'y': 4}, 'end': {'x': 52.6, 'y': 0}, 'goal': {'x': 52.6, 'y': 89.4}}",35,2058,642,shot,
"{'name': 'Žarko Popović', 'firstName': '', 'lastName': '', 'slug': 'zarko-popovic', 'shortName': 'Ž. Popović', 'position': 'M', 'jerseyNumber': '4', 'userCount': 6, 'gender': 'M', 'id': 1030468, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش'}}}",True,miss,,regular,"{'x': 6, 'y': 31, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 43.3, 'z': 55.5}",0.08367,,6881346,51,3009,"{'start': {'x': 31, 'y': 6}, 'end': {'x': 56.7, 'y': 0}, 'goal': {'x': 56.7, 'y': 44.5}}",40,2391,309,shot,
"{'name': 'Aldin Adžović', 'firstName': '', 'lastName': '', 'slug': 'aldin-adzovic', 'shortName': 'A. Adžović', 'position': 'M', 'jerseyNumber': '5', 'userCount': 3, 'gender': 'M', 'id': 797928, 'fieldTranslations': {'nameTranslation': {'ar': 'ألديـن أديـزوفيتش', 'bn': 'আলডিন অ্যাডজোভিচ', 'hi': 'एल्डिन अडज़ोविक'}, 'shortNameTranslation': {'ar': 'أ. أديـزوفيتش', 'bn': 'এ. অ্যাডজোভিচ', 'hi': 'ए. अदज़ोविक'}}}",False,miss,,corner,"{'x': 14, 'y': 25, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 43.3, 'z': 24.5}",0.002658,,6881341,50,2949,"{'start': {'x': 25, 'y': 14}, 'end': {'x': 56.7, 'y': 0}, 'goal': {'x': 56.7, 'y': 75.5}}",41,2451,249,shot,
"{'name': 'Nemanja Carević', 'firstName': 'Nemanja Carevic', 'lastName': '', 'slug': 'nemanja-carevic', 'shortName': 'N. Carević', 'position': 'M', 'jerseyNumber': '21', 'userCount': 8, 'gender': 'M', 'id': 1381384, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانجا كاريتش'}, 'shortNameTranslation': {'ar': 'ن. كاريتش'}}}",True,save,,corner,"{'x': 3, 'y': 51, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.4, 'z': 5.2}",0.793,0.8103,6881335,48,2839,"{'start': {'x': 51, 'y': 3}, 'end': {'x': 50.6, 'y': 0}, 'goal': {'x': 50.6, 'y': 94.8}}",43,2561,139,shot,
"{'name': 'Marko Roganović', 'firstName': '', 'lastName': '', 'slug': 'marko-roganovic', 'shortName': 'M. Roganović', 'position': 'D', 'userCount': 8, 'gender': 'M', 'id': 101141, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو روجانوفيتش', 'bn': 'মার্কো রোগানোভিচ', 'hi': 'मार्को रोगानोविक'}, 'shortNameTranslation': {'ar': 'م. روجانوفيتش', 'bn': 'এম. রোগানোভিচ', 'hi': 'एम. रोगानोविक'}}}",True,block,,corner,"{'x': 11, 'y': 49, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.07799,,6881329,48,2838,"{'start': {'x': 49, 'y': 11}, 'block': {'x': 49, 'y': 11}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",43,2562,138,shot,"{'x': 11, 'y': 49, 'z': 0}"
