match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,bigChanceMissed,blockedScoringAttempt,keyPass,shotOffTarget,dispossessed
14147351,home,6219,FK Jedinstvo Bijelo Polje,905682,Rijad Dzafic,rijad-dzafic,G,71,False,33.0,28.0,10.0,6.0,0.0,18.0,19.0,6.0,10.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,90.0,47.0,7.1,4.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,84.84848484848484,60.0,,,0.0,,,,,
14147351,home,383337,FK Jedinstvo Bijelo Polje,1391886,Sead Dacić,sead-dacic,D,19,False,17.0,10.0,0.0,0.0,0.0,7.0,10.0,3.0,7.0,2.0,1.0,1.0,2.0,11.0,7.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,,6.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,,,,,,,81.0,26.0,6.1,10.0,0.0,0.0,"{'original': 6.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,3,15,5,10,58.82352941176471,,50.0,33.33333333333333,,,,,,
14147351,home,6219,FK Jedinstvo Bijelo Polje,960227,Ognjen Obradović,ognjen-obradovic,D,6,False,59.0,45.0,17.0,6.0,0.0,25.0,27.0,20.0,32.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,90.0,75.0,7.0,17.0,0.66,0.0,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,3,3,76.27118644067797,35.294117647058826,,,,1.0,1.0,1.0,,
14147351,home,6219,FK Jedinstvo Bijelo Polje,1424818,Srđan Šćepanović,srdan-scepanovic,D,55,False,47.0,37.0,4.0,1.0,0.0,27.0,31.0,10.0,16.0,0.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,90.0,58.0,7.0,10.0,0.25,0.0,"{'original': 7, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,4,2,1,1,78.72340425531915,25.0,,,,,,,2.0,
14147351,home,6220,FK Jedinstvo Bijelo Polje,1005748,Veljko Radenović,veljko-radenovic,D,3,False,27.0,19.0,3.0,1.0,0.0,12.0,13.0,5.0,12.0,3.0,0.0,0.0,1.0,7.0,5.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,66.0,38.0,6.8,10.0,0.08,0.0,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,1,11,4,7,70.37037037037037,33.33333333333333,0.0,100.0,,,1.0,,,
14147351,home,6219,FK Jedinstvo Bijelo Polje,1536333,Stefan Radojevic,stefan-radojevic,M,8,False,30.0,20.0,5.0,2.0,0.0,12.0,15.0,8.0,15.0,0.0,0.0,1.0,2.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,9.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,90.0,39.0,7.3,13.0,0.02,0.0,"{'original': 7.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,3,8,4,4,66.66666666666666,40.0,,,,,,1.0,,
14147351,home,6219,FK Jedinstvo Bijelo Polje,1185130,Arsenije Čepić,arsenije-cepic,M,15,False,55.0,45.0,7.0,5.0,0.0,25.0,27.0,19.0,27.0,2.0,1.0,0.0,0.0,10.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,90.0,70.0,6.9,10.0,0.0,0.0,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,0,16,6,10,81.81818181818183,71.42857142857143,50.0,50.0,,,,,1.0,
14147351,home,282802,FK Jedinstvo Bijelo Polje,1978656,Nemanja Pavićević,nemanja-pavicevic,M,17,False,12.0,4.0,1.0,0.0,0.0,3.0,5.0,1.0,7.0,4.0,1.0,1.0,0.0,11.0,5.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,66.0,28.0,6.5,15.0,0.03,0.0,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,1,15,5,10,33.33333333333333,0.0,25.0,80.0,,,1.0,,,3.0
14147351,home,6219,FK Jedinstvo Bijelo Polje,874418,Mirza Idrizović,mirza-idrizovic,M,10,False,12.0,12.0,1.0,1.0,0.0,2.0,2.0,10.0,10.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,58.0,17.0,6.8,4.0,0.0,0.19,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,0,3,100.0,100.0,,,,,1.0,1.0,,
14147351,home,6219,FK Jedinstvo Bijelo Polje,1391891,Danis Kolić,danis-kolic,M,22,False,26.0,17.0,3.0,0.0,0.0,4.0,6.0,13.0,20.0,2.0,1.0,0.0,0.0,13.0,4.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,81.0,49.0,6.4,15.0,0.15,0.0,"{'original': 6.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,0,17,4,13,65.38461538461539,0.0,50.0,60.0,,,,1.0,,1.0
