match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,bigChanceMissed,blockedScoringAttempt,keyPass,shotOffTarget,dispossessed
14147351,home,6219,FK Jedinstvo Bijelo Polje,54752,Žarko Korać,zarko-korac,F,11,False,17.0,12.0,1.0,0.0,0.0,2.0,2.0,10.0,15.0,0.0,0.0,7.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,,,,,,,90.0,24.0,6.7,13.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,9,6,3,3,70.58823529411765,0.0,,,,,,,,1.0
14147351,home,6219,FK Jedinstvo Bijelo Polje,2217779,Yonathan Rodriguez,yonathan-rodriguez,M,32,True,8.0,7.0,1.0,1.0,0.0,3.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,32.0,18.0,6.6,2.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,0,8,2,6,87.5,100.0,,100.0,,,,,,
14147351,home,6219,FK Jedinstvo Bijelo Polje,1190521,Lazar Šekularac,lazar-sekularac,D,27,True,7.0,3.0,2.0,0.0,0.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,24.0,9.0,6.1,6.0,0.0,0.0,"{'original': 6.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,1,4,42.857142857142854,0.0,0.0,0.0,,,,,,
14147351,home,6219,FK Jedinstvo Bijelo Polje,1131050,Andrej Cvijović,andrej-cvijovic,M,33,True,15.0,10.0,6.0,3.0,0.0,3.0,4.0,7.0,11.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,24.0,21.0,6.8,7.0,0.0,0.06,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,1,2,66.66666666666666,50.0,0.0,100.0,,,,1.0,,
14147351,home,6219,FK Jedinstvo Bijelo Polje,1382874,Aldin Mušović,aldin-musovic,M,9,True,4.0,4.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,5.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,9.0,5.0,6.1,2.0,0.36,0.0,"{'original': 6.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,6,2,0,2,100.0,,,,,1.0,,,1.0,
14147351,home,241802,FK Jedinstvo Bijelo Polje,1391884,Takeru Komiya,takeru-komiya,M,30,True,4.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,9.0,9.0,6.4,2.0,0.16,0.0,"{'original': 6.4, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,2,5,75.0,,,,,,2.0,,,
14147351,home,6219,FK Jedinstvo Bijelo Polje,1134689,Goran Aković,goran-akovic,G,44,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147351,home,6219,FK Jedinstvo Bijelo Polje,808563,Momčilo Dulović,momcilo-dulovic,D,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147351,home,6219,FK Jedinstvo Bijelo Polje,1440632,Georgios Makrydakis,makrydakis-georgios,D,56,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147351,home,6219,FK Jedinstvo Bijelo Polje,2444869,Pavle  Božović,pavle-bozovic,F,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147351,away,327162,Mladost DG,1423524,Ognjen Milović,ognjen-milovic,G,99,False,38.0,34.0,19.0,16.0,0.0,27.0,28.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,90.0,40.0,7.8,4.0,0.0,0.0,"{'original': 7.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,89.47368421052632,84.21052631578947,,,0.0,,,,,
14147351,away,327162,Mladost DG,978475,Stephano Almeida,stephano-almeida,D,27,False,37.0,21.0,4.0,2.0,0.0,10.0,14.0,10.0,22.0,5.0,1.0,1.0,2.0,12.0,11.0,1.0,5.0,5.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,90.0,66.0,7.5,21.0,0.01,0.0,"{'original': 7.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",23,3,20,9,11,56.75675675675676,50.0,20.0,100.0,,,1.0,,,1.0
14147351,away,327162,Mladost DG,1036138,Jovan Vujisic,jovan-vujisic,D,5,False,48.0,39.0,5.0,1.0,0.0,33.0,37.0,6.0,11.0,0.0,0.0,2.0,7.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,,90.0,57.0,7.2,14.0,0.0,0.0,"{'original': 7.2, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,9,3,2,1,81.25,20.0,,,,,1.0,,,
14147351,away,327162,Mladost DG,605370,Luka Uskoković,luka-uskokovic,D,4,False,46.0,40.0,8.0,4.0,0.0,28.0,30.0,12.0,16.0,0.0,0.0,2.0,5.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,19.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,,,,,,,90.0,64.0,7.5,7.0,0.0,0.0,"{'original': 7.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,7,8,1,7,86.95652173913044,50.0,,,,,,,,1.0
14147351,away,327162,Mladost DG,880655,Zvonko Ceklić,zvonko-ceklic,D,6,False,47.0,37.0,5.0,2.0,0.0,21.0,24.0,11.0,18.0,0.0,0.0,2.0,0.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,90.0,60.0,7.3,14.0,0.0,0.0,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,2,11,5,6,78.72340425531915,40.0,,,,,,,,
14147351,away,327162,Mladost DG,1163021,Nelson Augustin Cordoba,nelson-augustin-cordoba,M,28,False,37.0,33.0,4.0,2.0,0.0,19.0,20.0,13.0,16.0,0.0,0.0,0.0,1.0,8.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,49.0,7.0,7.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,1,11,3,8,89.1891891891892,50.0,,100.0,,,,,,1.0
14147351,away,327162,Mladost DG,929719,Davor Kontić,davor-kontic,M,8,False,46.0,42.0,5.0,3.0,0.0,28.0,31.0,13.0,13.0,0.0,0.0,2.0,0.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,90.0,53.0,7.0,5.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,2,11,2,9,91.30434782608695,60.0,,,,,,,,
14147351,away,7887,Mladost DG,1149289,Balša Mrvaljević,balsa-mrvaljevic,M,18,False,12.0,5.0,2.0,1.0,0.0,2.0,4.0,3.0,8.0,1.0,0.0,1.0,0.0,9.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,,,,,,,67.0,27.0,6.4,15.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,1,11,3,8,41.66666666666667,50.0,0.0,100.0,,,,,,1.0
14147351,away,327162,Mladost DG,1030487,Anđelko Jovanović,andelko-jovanovic,M,10,False,46.0,36.0,4.0,2.0,0.0,20.0,21.0,16.0,25.0,3.0,1.0,1.0,1.0,13.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,6.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,,,,,,84.0,59.0,6.6,13.0,0.0,0.01,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,2,13,1,12,78.26086956521739,50.0,33.33333333333333,0.0,,,,2.0,1.0,2.0
14147351,away,35223,Mladost DG,1648560,Nikola Pavličević,nikola-pavlicevic,M,11,False,18.0,11.0,4.0,1.0,0.0,4.0,4.0,7.0,13.0,0.0,0.0,2.0,1.0,13.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,58.0,32.0,6.3,9.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,3,17,6,11,61.111111111111114,25.0,,50.0,,,,1.0,,1.0
14147351,away,327162,Mladost DG,871881,Rodrigo Faust,rodrigo-faust,F,9,False,12.0,6.0,3.0,0.0,0.0,4.0,4.0,2.0,8.0,0.0,0.0,4.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,,,,,,,84.0,23.0,6.9,13.0,0.64,0.0,"{'original': 6.9, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,5,3,0,3,50.0,0.0,,,,,,,1.0,2.0
14147351,away,327162,Mladost DG,1103884,Dušan Vuković,dusan-vukovic,M,77,True,9.0,8.0,0.0,0.0,0.0,4.0,5.0,4.0,4.0,0.0,0.0,1.0,1.0,6.0,3.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,32.0,17.0,6.7,5.0,0.07,0.0,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,2,5,88.88888888888889,,,66.66666666666666,,,,,,
14147351,away,327162,Mladost DG,1149286,Nikola Radusinović,nikola-radusinovic,M,16,True,5.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,23.0,6.0,6.5,3.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,40.0,0.0,,,,,,,,
14147351,away,241802,Mladost DG,232450,Miguel Rodrigues,miguel-rodrigues,D,30,True,2.0,0.0,1.0,0.0,0.0,,1.0,,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6.0,2.0,6.2,2.0,0.0,0.0,"{'original': 6.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,3,0,0,0,0.0,0.0,,,,,,,,
14147351,away,327162,Mladost DG,1620437,Jagoš Roganović,jagos-roganovic,F,29,True,2.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,6.0,6.0,6.5,3.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,1,3,50.0,,,,,,,,,
14147351,away,327162,Mladost DG,931333,Petar Radulović,petar-radulovic,G,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147351,away,37958,Mladost DG,1005618,Nikola Vukotić,nikola-vukotic,D,35,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147351,away,327162,Mladost DG,1381381,Matije Badnjar,matije-badnjar,D,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147351,away,327162,Mladost DG,1426667,Matija Vukčević,matija-vukcevic,D,44,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147351,away,481825,Mladost DG,1800480,Nikola  Ukšanović,nikola-uksanovic,D,66,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
