player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,xgot,blockCoordinates,goalType
"{'name': 'Vanja Vučićević', 'slug': 'vanja-vucicevic', 'shortName': 'V. Vučićević', 'position': 'F', 'userCount': 11, 'gender': 'M', 'id': 881019, 'fieldTranslations': {'nameTranslation': {'ar': 'فانيا فويتشيفيتش'}, 'shortNameTranslation': {'ar': 'ف. فويتشيفيتش'}}}",False,miss,regular,"{'x': 19, 'y': 20, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 56.8, 'z': 53.9}",0.01612,6575473,90,1.0,5452,"{'start': {'x': 20, 'y': 19}, 'end': {'x': 43.2, 'y': 0}, 'goal': {'x': 43.2, 'y': 46.1}}",1,848,52,shot,,,
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",True,save,regular,"{'x': 13, 'y': 56, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.7, 'z': 7.1}",0.1872,6575472,88,,5226,"{'start': {'x': 56, 'y': 13}, 'end': {'x': 52.3, 'y': 0}, 'goal': {'x': 52.3, 'y': 92.9}}",3,174,2526,shot,0.5434,,
"{'name': 'Petar Mališić', 'firstName': '', 'lastName': '', 'slug': 'petar-malisic', 'shortName': 'P. Mališić', 'position': 'D', 'jerseyNumber': '15', 'userCount': 8, 'gender': 'M', 'id': 1030485, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر ماليشيتش'}, 'shortNameTranslation': {'ar': 'ب. ماليشيتش'}}}",False,block,regular,"{'x': 9, 'y': 53, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.3568,6575471,80,,4767,"{'start': {'x': 53, 'y': 9}, 'block': {'x': 53, 'y': 9}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",11,633,2067,shot,,"{'x': 9, 'y': 53, 'z': 0}",
"{'name': 'Anđelko Jovanović', 'firstName': '', 'lastName': '', 'slug': 'andelko-jovanovic', 'shortName': 'A. Jovanović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 1030487, 'fieldTranslations': {'nameTranslation': {'ar': 'أنجيلكو يوفانوفيتش', 'hi': 'एन्डेल्को जोवानोविक', 'bn': 'আন্দ্রেকো জোভানোভিচ'}, 'shortNameTranslation': {'ar': 'أ. يوفانوفيتش', 'hi': 'ए. जोवानोविक', 'bn': 'এ. জোভানোভিচ'}}}",True,goal,penalty,"{'x': 10, 'y': 50, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.5, 'z': 9}",0.76,6575474,75,,4499,"{'start': {'x': 50, 'y': 10}, 'end': {'x': 46.5, 'y': 0}, 'goal': {'x': 46.5, 'y': 91}}",16,901,1799,shot,0.81,,penalty
"{'name': 'Staniša Mandić', 'slug': 'stanisa-mandic', 'shortName': 'S. Mandić', 'position': 'M', 'jerseyNumber': '77', 'userCount': 35, 'gender': 'M', 'id': 363780, 'fieldTranslations': {'nameTranslation': {'ar': 'ستانيشا مانديتش', 'hi': 'स्टैनिसा मैंडिक', 'bn': 'স্ট্যানিসা মান্ডিচ'}, 'shortNameTranslation': {'ar': 'س. مانديتش', 'hi': 'एस. मैंडिक', 'bn': 'এস. মান্ডিক'}}}",False,miss,corner,"{'x': 27, 'y': 62, 'z': 0}",right-foot,close-high-left,"{'x': 0, 'y': 56, 'z': 41.8}",0.004912,6575470,73,,4378,"{'start': {'x': 62, 'y': 27}, 'end': {'x': 44, 'y': 0}, 'goal': {'x': 44, 'y': 58.2}}",18,1022,1678,shot,,,
"{'name': 'Staniša Mandić', 'slug': 'stanisa-mandic', 'shortName': 'S. Mandić', 'position': 'M', 'jerseyNumber': '77', 'userCount': 35, 'gender': 'M', 'id': 363780, 'fieldTranslations': {'nameTranslation': {'ar': 'ستانيشا مانديتش', 'hi': 'स्टैनिसा मैंडिक', 'bn': 'স্ট্যানিসা মান্ডিচ'}, 'shortNameTranslation': {'ar': 'س. مانديتش', 'hi': 'एस. मैंडिक', 'bn': 'এস. মান্ডিক'}}}",False,block,free-kick,"{'x': 29, 'y': 29, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.0009261,6575475,70,,4199,"{'start': {'x': 29, 'y': 29}, 'block': {'x': 29, 'y': 29}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",21,1201,1499,shot,,"{'x': 29, 'y': 29, 'z': 0}",
"{'name': 'Lazar Knezevic', 'firstName': 'Lazar Knezevic', 'slug': 'lazar-knezevic', 'shortName': 'L. Knezevic', 'position': 'M', 'jerseyNumber': '7', 'userCount': 5, 'gender': 'M', 'id': 1497156, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار كنيزيفيتش'}, 'shortNameTranslation': {'ar': 'ل. كنيزيفيتش'}}}",True,miss,regular,"{'x': 8, 'y': 41, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41.2, 'z': 28.8}",0.1799,6575469,64,,3835,"{'start': {'x': 41, 'y': 8}, 'end': {'x': 58.8, 'y': 0}, 'goal': {'x': 58.8, 'y': 71.2}}",27,1565,1135,shot,,,
"{'name': 'Zvonko Ceklić', 'slug': 'zvonko-ceklic', 'shortName': 'Z. Ceklić', 'position': 'D', 'jerseyNumber': '6', 'userCount': 1, 'gender': 'M', 'id': 880655, 'fieldTranslations': {'nameTranslation': {'ar': 'زفونكو سيكليتش', 'hi': 'ज़्वोन्को सेक्लिक', 'bn': 'জোনকো সেক্লিচ'}, 'shortNameTranslation': {'ar': 'ز. سيكليتش', 'hi': 'ज़ेड. सेक्लिक', 'bn': 'জেড. সেক্লিচ'}}}",True,miss,regular,"{'x': 27, 'y': 30, 'z': 0}",left-foot,close-high,"{'x': 0, 'y': 52.1, 'z': 59.7}",0.01848,6575468,62,,3715,"{'start': {'x': 30, 'y': 27}, 'end': {'x': 47.9, 'y': 0}, 'goal': {'x': 47.9, 'y': 40.3}}",29,1685,1015,shot,,,
"{'name': 'Stephano Almeida', 'firstName': 'Stephano', 'lastName': 'Almeida', 'slug': 'stephano-almeida', 'shortName': 'S. Almeida', 'position': 'M', 'jerseyNumber': '27', 'userCount': 14, 'gender': 'M', 'id': 978475, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفانو ألميدا', 'hi': 'स्टेफानो अल्मेडा', 'bn': 'স্টেফানো নাউমোভস্কি'}, 'shortNameTranslation': {'ar': 'س. ألميدا', 'hi': 'एस. अल्मेडा', 'bn': 'এস. নাউমোভস্কি'}}}",True,goal,regular,"{'x': 13, 'y': 71, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.8, 'z': 17.2}",0.04103,6575467,58,,3455,"{'start': {'x': 71, 'y': 13}, 'end': {'x': 47.2, 'y': 0}, 'goal': {'x': 47.2, 'y': 82.8}}",33,1945,755,shot,0.3007,,regular
"{'name': 'Jovan Vujisic', 'slug': 'jovan-vujisic', 'shortName': 'J. Vujisic', 'position': 'D', 'jerseyNumber': '5', 'userCount': 5, 'gender': 'M', 'id': 1036138, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان فويجيسيتش'}, 'shortNameTranslation': {'ar': 'ي. فويجيسيتش'}}}",True,post,corner,"{'x': 4, 'y': 56, 'z': 0}",head,high,"{'x': 0, 'y': 48.9, 'z': 39.9}",0.203,6575466,51,,3038,"{'start': {'x': 56, 'y': 4}, 'end': {'x': 51.1, 'y': 0}, 'goal': {'x': 51.1, 'y': 60.1}}",40,2362,338,shot,,,
