minute,value
1.0,4
2.0,6
3.0,-42
4.0,-25
5.0,-27
6.0,-12
7.0,-8
8.0,-3
9.0,-8
10.0,-9
11.0,-10
12.0,-36
13.0,-26
14.0,-15
15.0,21
16.0,7
17.0,6
18.0,9
19.0,11
20.0,10
21.0,12
22.0,9
23.0,32
24.0,26
25.0,16
26.0,16
27.0,10
28.0,-5
29.0,-1
30.0,-1
31.0,6
32.0,4
33.0,30
34.0,23
35.0,16
36.0,56
37.0,30
38.0,18
39.0,-14
40.0,-2
41.0,7
42.0,9
43.0,32
44.0,52
45.0,37
45.5,0
46.0,2
47.0,3
48.0,64
49.0,40
50.0,25
51.0,87
52.0,58
53.0,32
54.0,-29
55.0,-4
56.0,-1
57.0,32
58.0,96
59.0,61
60.0,38
61.0,19
62.0,36
63.0,18
64.0,37
65.0,24
66.0,17
67.0,30
68.0,20
69.0,2
70.0,4
71.0,-23
72.0,23
73.0,-48
74.0,-29
75.0,32
76.0,13
77.0,13
78.0,39
79.0,27
80.0,-44
81.0,-16
82.0,22
83.0,-9
84.0,-11
85.0,4
86.0,2
87.0,2
88.0,48
89.0,20
90.0,17
90.5,-50
