minute,value
1.0,8
2.0,9
3.0,10
4.0,10
5.0,11
6.0,41
7.0,28
8.0,-17
9.0,14
10.0,6
11.0,-40
12.0,-19
13.0,-5
14.0,-4
15.0,21
16.0,16
17.0,7
18.0,-15
19.0,-28
20.0,52
21.0,18
22.0,16
23.0,-29
24.0,-5
25.0,8
26.0,44
27.0,28
28.0,36
29.0,28
30.0,22
31.0,15
32.0,21
33.0,24
34.0,-14
35.0,3
36.0,33
37.0,29
38.0,19
39.0,15
40.0,7
41.0,30
42.0,28
43.0,50
44.0,47
45.0,63
45.5,11
46.0,-4
47.0,-1
48.0,-1
49.0,5
50.0,-42
51.0,-31
52.0,-33
53.0,-12
54.0,8
55.0,-10
56.0,-21
57.0,-6
58.0,-21
59.0,-12
60.0,-38
61.0,-29
62.0,-9
63.0,-36
64.0,-35
65.0,-14
66.0,-37
67.0,-18
68.0,14
69.0,7
70.0,12
71.0,14
72.0,31
73.0,42
74.0,21
75.0,8
76.0,29
77.0,15
78.0,9
79.0,4
80.0,7
81.0,4
82.0,28
83.0,36
84.0,49
85.0,34
86.0,21
87.0,10
88.0,17
89.0,9
90.0,-7
90.5,-23
