player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,blockCoordinates
"{'name': 'Ejike Opara', 'slug': 'ejike-opara', 'shortName': 'E. Opara', 'position': 'F', 'jerseyNumber': '11', 'userCount': 157, 'gender': 'M', 'id': 1617764, 'fieldTranslations': {'nameTranslation': {'ar': 'إيجيكي أوبارا'}, 'shortNameTranslation': {'ar': 'إ. أوبارا'}}}",False,miss,assisted,"{'x': 8, 'y': 31.3, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 57.1, 'z': 47.2}",5399925,90,7.0,5816,"{'start': {'x': 31.3, 'y': 8}, 'end': {'x': 42.9, 'y': 0}, 'goal': {'x': 42.9, 'y': 52.8}}",1,484,416,shot,,
"{'name': 'Miloš Spasić', 'firstName': '', 'lastName': '', 'slug': 'milos-spasic', 'shortName': 'M. Spasić', 'position': 'F', 'jerseyNumber': '97', 'userCount': 83, 'gender': 'M', 'id': 1022054, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش سباسيتش'}, 'shortNameTranslation': {'ar': 'م. سباسيتش'}}}",True,miss,throw-in-set-piece,"{'x': 6.9, 'y': 56.8, 'z': 0}",head,high,"{'x': 0, 'y': 47.2, 'z': 65.3}",5399917,90,6.0,5707,"{'start': {'x': 56.8, 'y': 6.9}, 'end': {'x': 52.8, 'y': 0}, 'goal': {'x': 52.8, 'y': 34.7}}",1,593,307,shot,,
"{'name': 'Ejike Opara', 'slug': 'ejike-opara', 'shortName': 'E. Opara', 'position': 'F', 'jerseyNumber': '11', 'userCount': 157, 'gender': 'M', 'id': 1617764, 'fieldTranslations': {'nameTranslation': {'ar': 'إيجيكي أوبارا'}, 'shortNameTranslation': {'ar': 'إ. أوبارا'}}}",False,goal,fast-break,"{'x': 7.5, 'y': 51.1, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.7, 'z': 3.8}",5399901,90,2.0,5496,"{'start': {'x': 51.1, 'y': 7.5}, 'end': {'x': 47.3, 'y': 0}, 'goal': {'x': 47.3, 'y': 96.2}}",1,804,96,shot,regular,
"{'name': 'Semir Alić', 'firstName': '', 'lastName': '', 'slug': 'semir-alic', 'shortName': 'S. Alić', 'position': 'M', 'jerseyNumber': '14', 'userCount': 55, 'gender': 'M', 'id': 1102770, 'fieldTranslations': {'nameTranslation': {'ar': 'سيمير عليتش'}, 'shortNameTranslation': {'ar': 'س. عليتش'}}}",False,goal,fast-break,"{'x': 13, 'y': 48.3, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.4, 'z': 6.3}",5399891,90,,5389,"{'start': {'x': 48.3, 'y': 13}, 'end': {'x': 53.6, 'y': 0}, 'goal': {'x': 53.6, 'y': 93.7}}",1,11,2689,shot,regular,
"{'name': 'Abdoulaye Cisse', 'firstName': '', 'lastName': '', 'slug': 'abdoulaye-cisse', 'shortName': 'A. Cisse', 'position': 'M', 'jerseyNumber': '6', 'userCount': 107, 'gender': 'M', 'id': 940100, 'fieldTranslations': {'nameTranslation': {'ar': 'عبد الله سي'}, 'shortNameTranslation': {'ar': 'ع. سي'}}}",False,miss,assisted,"{'x': 12.3, 'y': 53.8, 'z': 0}",left-foot,right,"{'x': 0, 'y': 30.6, 'z': 9.7}",5400251,89,,5308,"{'start': {'x': 53.8, 'y': 12.3}, 'block': {'x': 54.2, 'y': 10.7}, 'end': {'x': 69.4, 'y': 0}, 'goal': {'x': 69.4, 'y': 90.3}}",2,92,2608,shot,,"{'x': 10.7, 'y': 54.2, 'z': 0}"
"{'name': 'Abdoulaye Cisse', 'firstName': '', 'lastName': '', 'slug': 'abdoulaye-cisse', 'shortName': 'A. Cisse', 'position': 'M', 'jerseyNumber': '6', 'userCount': 107, 'gender': 'M', 'id': 940100, 'fieldTranslations': {'nameTranslation': {'ar': 'عبد الله سي'}, 'shortNameTranslation': {'ar': 'ع. سي'}}}",False,miss,throw-in-set-piece,"{'x': 8.3, 'y': 49.1, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 42, 'z': 12.5}",5424302,89,,5285,"{'start': {'x': 49.1, 'y': 8.3}, 'block': {'x': 50.2, 'y': 6.2}, 'end': {'x': 58, 'y': 0}, 'goal': {'x': 58, 'y': 87.5}}",2,115,2585,shot,,"{'x': 6.2, 'y': 50.2, 'z': 0}"
"{'name': 'Jovan Marinković', 'slug': 'jovan-marinkovic', 'shortName': 'J. Marinković', 'position': 'D', 'jerseyNumber': '23', 'userCount': 46, 'gender': 'M', 'id': 948696, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان مارينكوفيتش'}, 'shortNameTranslation': {'ar': 'ي. مارينكوفيتش'}}}",False,block,throw-in-set-piece,"{'x': 16.3, 'y': 56.8, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49, 'z': 19}",5399941,88,,5275,"{'start': {'x': 56.8, 'y': 16.3}, 'block': {'x': 55.8, 'y': 13.4}, 'end': {'x': 51, 'y': 0}, 'goal': {'x': 51, 'y': 81}}",3,125,2575,shot,,"{'x': 13.4, 'y': 55.8, 'z': 0}"
"{'name': 'Dragan Bojat', 'firstName': 'Dragan Bojat', 'lastName': '', 'slug': 'dragan-bojat', 'shortName': 'D. Bojat', 'position': 'D', 'jerseyNumber': '23', 'userCount': 248, 'gender': 'M', 'id': 1152937, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان بوجات'}, 'shortNameTranslation': {'ar': 'د. بوجات'}}}",False,block,throw-in-set-piece,"{'x': 12.6, 'y': 61.3, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.1, 'z': 19}",5424301,88,,5269,"{'start': {'x': 61.3, 'y': 12.6}, 'block': {'x': 60.8, 'y': 12}, 'end': {'x': 50.9, 'y': 0}, 'goal': {'x': 50.9, 'y': 81}}",3,131,2569,shot,,"{'x': 12, 'y': 60.8, 'z': 0}"
"{'name': 'Radomir Milosavljević', 'slug': 'radomir-milosavljevic', 'shortName': 'R. Milosavljević', 'position': 'M', 'jerseyNumber': '22', 'userCount': 30, 'gender': 'M', 'id': 112321, 'fieldTranslations': {'nameTranslation': {'ar': 'رادومير ميلوسافليفيتش'}, 'shortNameTranslation': {'ar': 'ر. ميلوسافليفيتش'}}}",True,miss,assisted,"{'x': 12, 'y': 60.1, 'z': 0}",right-foot,left,"{'x': 0, 'y': 67.2, 'z': 20.8}",5399816,81,,4846,"{'start': {'x': 60.1, 'y': 12}, 'end': {'x': 32.8, 'y': 0}, 'goal': {'x': 32.8, 'y': 79.2}}",10,554,2146,shot,,
"{'name': 'Vanja Ilić', 'slug': 'vanja-ilic', 'shortName': 'V. Ilić', 'position': 'M', 'jerseyNumber': '23', 'userCount': 66, 'gender': 'M', 'id': 889059, 'fieldTranslations': {'nameTranslation': {'ar': 'فانيا إيلتش'}, 'shortNameTranslation': {'ar': 'ف. إيلتش'}}}",True,block,corner,"{'x': 27.4, 'y': 34.4, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 51.9, 'z': 19}",5399665,76,,4539,"{'start': {'x': 34.4, 'y': 27.4}, 'block': {'x': 40.8, 'y': 14.6}, 'end': {'x': 48.1, 'y': 0}, 'goal': {'x': 48.1, 'y': 81}}",15,861,1839,shot,,"{'x': 14.6, 'y': 40.8, 'z': 0}"
"{'name': 'Radivoj Bosić', 'firstName': '', 'lastName': '', 'slug': 'radivoj-bosic', 'shortName': 'R. Bosić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 67, 'gender': 'M', 'id': 965889, 'fieldTranslations': {'nameTranslation': {'ar': 'راديفوي بوسيتش', 'bn': 'রেডিভোজ বসিক', 'hi': 'रेडिवो बोसिक'}, 'shortNameTranslation': {'ar': 'ر. بوسيتش', 'bn': 'আর. বোসিচ', 'hi': 'आर. बोसिक'}}}",True,block,assisted,"{'x': 9.9, 'y': 24.6, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.6, 'z': 19}",5399628,69,,4081,"{'start': {'x': 24.6, 'y': 9.9}, 'block': {'x': 36.1, 'y': 5.7}, 'end': {'x': 51.4, 'y': 0}, 'goal': {'x': 51.4, 'y': 81}}",22,1319,1381,shot,,"{'x': 5.7, 'y': 36.1, 'z': 0}"
"{'name': 'Ivan Davidović', 'firstName': 'Ivan Davidovic', 'slug': 'ivan-davidovic', 'shortName': 'I. Davidović', 'position': 'M', 'jerseyNumber': '24', 'userCount': 55, 'gender': 'M', 'id': 1147753, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان دافيدوفيتش'}, 'shortNameTranslation': {'ar': 'إ. دافيدوفيتش'}}}",False,miss,set-piece,"{'x': 15.1, 'y': 37.4, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 56.6, 'z': 75}",5399569,65,,3893,"{'start': {'x': 37.4, 'y': 15.1}, 'end': {'x': 43.4, 'y': 0}, 'goal': {'x': 43.4, 'y': 25}}",26,1507,1193,shot,,
"{'name': 'Skima Togbe', 'firstName': 'Skima Togbe', 'slug': 'skima-togbe', 'shortName': 'S. Togbe', 'position': 'M', 'jerseyNumber': '16', 'userCount': 94, 'gender': 'M', 'id': 1982067, 'fieldTranslations': {'nameTranslation': {'ar': 'سكيما توغبي'}, 'shortNameTranslation': {'ar': 'س. توغبي'}}}",False,miss,assisted,"{'x': 28.5, 'y': 68.7, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 58.5, 'z': 81.9}",5399554,62,,3680,"{'start': {'x': 68.7, 'y': 28.5}, 'end': {'x': 41.5, 'y': 0}, 'goal': {'x': 41.5, 'y': 18.1}}",29,1720,980,shot,,
"{'name': 'Ivan Davidović', 'firstName': 'Ivan Davidovic', 'slug': 'ivan-davidovic', 'shortName': 'I. Davidović', 'position': 'M', 'jerseyNumber': '24', 'userCount': 55, 'gender': 'M', 'id': 1147753, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان دافيدوفيتش'}, 'shortNameTranslation': {'ar': 'إ. دافيدوفيتش'}}}",False,block,corner,"{'x': 19.5, 'y': 53.6, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.9, 'z': 19}",5399553,62,,3661,"{'start': {'x': 53.6, 'y': 19.5}, 'block': {'x': 53.3, 'y': 18.4}, 'end': {'x': 49.1, 'y': 0}, 'goal': {'x': 49.1, 'y': 81}}",29,1739,961,shot,,"{'x': 18.4, 'y': 53.3, 'z': 0}"
"{'name': 'Radivoj Bosić', 'firstName': '', 'lastName': '', 'slug': 'radivoj-bosic', 'shortName': 'R. Bosić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 67, 'gender': 'M', 'id': 965889, 'fieldTranslations': {'nameTranslation': {'ar': 'راديفوي بوسيتش', 'bn': 'রেডিভোজ বসিক', 'hi': 'रेडिवो बोसिक'}, 'shortNameTranslation': {'ar': 'ر. بوسيتش', 'bn': 'আর. বোসিচ', 'hi': 'आर. बोसिक'}}}",True,block,assisted,"{'x': 23.5, 'y': 36.2, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.3, 'z': 19}",5399887,57,,3368,"{'start': {'x': 36.2, 'y': 23.5}, 'block': {'x': 39, 'y': 18.2}, 'end': {'x': 48.7, 'y': 0}, 'goal': {'x': 48.7, 'y': 81}}",34,2032,668,shot,,"{'x': 18.2, 'y': 39, 'z': 0}"
"{'name': 'Babacar Mboup', 'slug': 'babacar-mboup', 'shortName': 'B. Mboup', 'position': 'F', 'jerseyNumber': '12', 'userCount': 93, 'gender': 'M', 'id': 1566364, 'fieldTranslations': {'nameTranslation': {'ar': 'مبوب، باباكار'}, 'shortNameTranslation': {'ar': 'ب. مبوب'}}}",True,save,assisted,"{'x': 3.3, 'y': 33.3, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.3, 'z': 0.6}",5399455,56,,3303,"{'start': {'x': 33.3, 'y': 3.3}, 'block': {'x': 45.7, 'y': 0.7}, 'end': {'x': 48.7, 'y': 0}, 'goal': {'x': 48.7, 'y': 99.4}}",35,2097,603,shot,,"{'x': 0.7, 'y': 45.7, 'z': 0}"
"{'name': 'Ensar Brunčević', 'slug': 'ensar-bruncevic', 'shortName': 'E. Brunčević', 'position': 'D', 'jerseyNumber': '5', 'userCount': 36, 'gender': 'M', 'id': 1023999, 'fieldTranslations': {'nameTranslation': {'ar': 'إنصار برونتشيفيتش'}, 'shortNameTranslation': {'ar': 'إ. برونتشيفيتش'}}}",False,save,corner,"{'x': 8.5, 'y': 60.1, 'z': 0}",head,high-centre,"{'x': 0, 'y': 50, 'z': 32.3}",5399448,55,,3277,"{'start': {'x': 60.1, 'y': 8.5}, 'block': {'x': 52.9, 'y': 1.8}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 67.7}}",36,2123,577,shot,,"{'x': 1.8, 'y': 52.9, 'z': 0}"
"{'name': 'Skima Togbe', 'firstName': 'Skima Togbe', 'slug': 'skima-togbe', 'shortName': 'S. Togbe', 'position': 'M', 'jerseyNumber': '16', 'userCount': 94, 'gender': 'M', 'id': 1982067, 'fieldTranslations': {'nameTranslation': {'ar': 'سكيما توغبي'}, 'shortNameTranslation': {'ar': 'س. توغبي'}}}",False,save,assisted,"{'x': 20.6, 'y': 68.1, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.8, 'z': 13.9}",5399850,55,,3242,"{'start': {'x': 68.1, 'y': 20.6}, 'block': {'x': 52, 'y': 1.2}, 'end': {'x': 47.2, 'y': 0}, 'goal': {'x': 47.2, 'y': 86.1}}",36,2158,542,shot,,"{'x': 1.2, 'y': 52, 'z': 0}"
"{'name': 'Vanja Ilić', 'slug': 'vanja-ilic', 'shortName': 'V. Ilić', 'position': 'M', 'jerseyNumber': '23', 'userCount': 66, 'gender': 'M', 'id': 889059, 'fieldTranslations': {'nameTranslation': {'ar': 'فانيا إيلتش'}, 'shortNameTranslation': {'ar': 'ف. إيلتش'}}}",True,block,assisted,"{'x': 24.3, 'y': 68.3, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.7, 'z': 19}",5399435,53,,3176,"{'start': {'x': 68.3, 'y': 24.3}, 'block': {'x': 67.1, 'y': 22.4}, 'end': {'x': 52.3, 'y': 0}, 'goal': {'x': 52.3, 'y': 81}}",38,2224,476,shot,,"{'x': 22.4, 'y': 67.1, 'z': 0}"
"{'name': 'Ejike Opara', 'slug': 'ejike-opara', 'shortName': 'E. Opara', 'position': 'F', 'jerseyNumber': '11', 'userCount': 157, 'gender': 'M', 'id': 1617764, 'fieldTranslations': {'nameTranslation': {'ar': 'إيجيكي أوبارا'}, 'shortNameTranslation': {'ar': 'إ. أوبارا'}}}",False,save,assisted,"{'x': 6.1, 'y': 63.4, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 48.1, 'z': 16.5}",5399413,50,,2964,"{'start': {'x': 63.4, 'y': 6.1}, 'block': {'x': 54.5, 'y': 1.9}, 'end': {'x': 51.9, 'y': 0}, 'goal': {'x': 51.9, 'y': 83.5}}",41,2436,264,shot,,"{'x': 1.9, 'y': 54.5, 'z': 0}"
"{'name': 'Nemanja Belaković', 'firstName': '', 'lastName': '', 'slug': 'nemanja-belakovic', 'shortName': 'N. Belaković', 'position': 'F', 'jerseyNumber': '8', 'userCount': 33, 'gender': 'M', 'id': 979046, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانجا بيلاكوفيتش'}, 'shortNameTranslation': {'ar': 'ن. بيلاكوفيتش'}}}",True,goal,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.8, 'z': 2.5}",5399126,45,2.0,2782,"{'start': {'x': 50, 'y': 11.5}, 'end': {'x': 53.2, 'y': 0}, 'goal': {'x': 53.2, 'y': 97.5}}",1,2618,82,shot,penalty,
"{'name': 'Babacar Mboup', 'slug': 'babacar-mboup', 'shortName': 'B. Mboup', 'position': 'F', 'jerseyNumber': '12', 'userCount': 93, 'gender': 'M', 'id': 1566364, 'fieldTranslations': {'nameTranslation': {'ar': 'مبوب، باباكار'}, 'shortNameTranslation': {'ar': 'ب. مبوب'}}}",True,miss,assisted,"{'x': 6, 'y': 44, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 58.3, 'z': 66.7}",5399114,44,,2637,"{'start': {'x': 44, 'y': 6}, 'end': {'x': 41.7, 'y': 0}, 'goal': {'x': 41.7, 'y': 33.3}}",2,63,2637,shot,,
"{'name': 'Radomir Milosavljević', 'slug': 'radomir-milosavljevic', 'shortName': 'R. Milosavljević', 'position': 'M', 'jerseyNumber': '22', 'userCount': 30, 'gender': 'M', 'id': 112321, 'fieldTranslations': {'nameTranslation': {'ar': 'رادومير ميلوسافليفيتش'}, 'shortNameTranslation': {'ar': 'ر. ميلوسافليفيتش'}}}",True,block,assisted,"{'x': 10.8, 'y': 60.3, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.1, 'z': 19}",5399124,44,,2627,"{'start': {'x': 60.3, 'y': 10.8}, 'block': {'x': 57.9, 'y': 8.9}, 'end': {'x': 46.9, 'y': 0}, 'goal': {'x': 46.9, 'y': 81}}",2,73,2627,shot,,"{'x': 8.9, 'y': 57.9, 'z': 0}"
"{'name': 'Radivoj Bosić', 'firstName': '', 'lastName': '', 'slug': 'radivoj-bosic', 'shortName': 'R. Bosić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 67, 'gender': 'M', 'id': 965889, 'fieldTranslations': {'nameTranslation': {'ar': 'راديفوي بوسيتش', 'bn': 'রেডিভোজ বসিক', 'hi': 'रेडिवो बोसिक'}, 'shortNameTranslation': {'ar': 'ر. بوسيتش', 'bn': 'আর. বোসিচ', 'hi': 'आर. बोसिक'}}}",True,goal,assisted,"{'x': 13.3, 'y': 34.4, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.8, 'z': 12.7}",5399090,40,,2366,"{'start': {'x': 34.4, 'y': 13.3}, 'end': {'x': 54.2, 'y': 0}, 'goal': {'x': 54.2, 'y': 87.3}}",6,334,2366,shot,regular,
"{'name': 'Nikola Srećković', 'slug': 'nikola-sreckovic', 'shortName': 'N. Srećković', 'position': 'M', 'jerseyNumber': '20', 'userCount': 42, 'gender': 'M', 'id': 810663, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سريتشكوفيتش'}, 'shortNameTranslation': {'ar': 'ن. سريتشكوفيتش'}}}",True,block,free-kick,"{'x': 26.2, 'y': 38.7, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.2, 'z': 19}",5399077,37,,2206,"{'start': {'x': 38.7, 'y': 26.2}, 'block': {'x': 40.8, 'y': 19.4}, 'end': {'x': 46.8, 'y': 0}, 'goal': {'x': 46.8, 'y': 81}}",9,494,2206,shot,,"{'x': 19.4, 'y': 40.8, 'z': 0}"
