player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,goalkeeper,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Yohan Bilingi', 'firstName': '', 'lastName': '', 'slug': 'bilingi-yohan', 'shortName': 'Y. Bilingi', 'position': 'D', 'jerseyNumber': '28', 'userCount': 19, 'gender': 'M', 'id': 949370, 'fieldTranslations': {'nameTranslation': {'ar': 'يوهان بيلينغي'}, 'shortNameTranslation': {'ar': 'ي. بيلينغي'}}}",True,save,regular,"{'x': 21.2, 'y': 62.4, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.4, 'z': 7}","{'x': 1.4, 'y': 50.7, 'z': 0}","{'name': 'Lazar Radojičić', 'firstName': '', 'lastName': '', 'slug': 'lazar-radojicic', 'shortName': 'L. Radojicic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 12, 'gender': 'M', 'id': 1424357, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار رادويوتشيتش'}, 'shortNameTranslation': {'ar': 'ل. رادويوتشيتش'}}}",6922710,88,5260,"{'start': {'x': 62.4, 'y': 21.2}, 'block': {'x': 50.7, 'y': 1.4}, 'end': {'x': 53.6, 'y': 0}, 'goal': {'x': 53.6, 'y': 93}}",3,140,2560,shot,
"{'name': 'Luka Zorić', 'firstName': 'Luka', 'lastName': 'Zorić', 'slug': 'luka-zoric', 'shortName': 'L. Zorić', 'position': 'M', 'jerseyNumber': '3', 'userCount': 43, 'gender': 'M', 'id': 1111989, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا زوريتش'}, 'shortNameTranslation': {'ar': 'ل. زوريتش'}}}",False,miss,regular,"{'x': 30.6, 'y': 31.1, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 59.2, 'z': 45.8}",,"{'name': 'Dimitrije Minić', 'firstName': 'Dimitrije Minić', 'slug': 'dimitrije-minic', 'shortName': 'D. Minic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 26, 'gender': 'M', 'id': 1893331, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي مينيك'}, 'shortNameTranslation': {'ar': 'د. مينيك'}}}",6922694,81,4839,"{'start': {'x': 31.1, 'y': 30.6}, 'end': {'x': 40.8, 'y': 0}, 'goal': {'x': 40.8, 'y': 54.2}}",10,561,2139,shot,
"{'name': 'Martin Novaković', 'firstName': '', 'lastName': '', 'slug': 'martin-novakovic', 'shortName': 'M. Novaković', 'position': 'M', 'jerseyNumber': '30', 'userCount': 57, 'gender': 'M', 'id': 997184, 'fieldTranslations': {'nameTranslation': {'ar': 'مارتن نوفاكوفيتش'}, 'shortNameTranslation': {'ar': 'م. نوفاكوفيتش'}}}",False,goal,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 47, 'z': 20.9}",,"{'name': 'Dimitrije Minić', 'firstName': 'Dimitrije Minić', 'slug': 'dimitrije-minic', 'shortName': 'D. Minic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 26, 'gender': 'M', 'id': 1893331, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي مينيك'}, 'shortNameTranslation': {'ar': 'د. مينيك'}}}",6922631,73,4346,"{'start': {'x': 50, 'y': 11.5}, 'end': {'x': 53, 'y': 0}, 'goal': {'x': 53, 'y': 79.1}}",18,1054,1646,shot,penalty
"{'name': 'Nikola Kuveljić', 'firstName': '', 'lastName': '', 'slug': 'nikola-kuveljic', 'shortName': 'N. Kuveljić', 'position': 'M', 'jerseyNumber': '33', 'userCount': 34, 'gender': 'M', 'id': 948694, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا كوفيليتش', 'bn': 'নিকোলা কুভেলজিচ', 'hi': 'निकोला कुवेलजिक'}, 'shortNameTranslation': {'ar': 'ن. كوفيليتش', 'bn': 'এন. কুভেলজিক', 'hi': 'एन. कुवेलजिक'}}}",True,miss,corner,"{'x': 9.4, 'y': 41.7, 'z': 0}",head,high,"{'x': 0, 'y': 46.6, 'z': 73.6}",,"{'name': 'Lazar Radojičić', 'firstName': '', 'lastName': '', 'slug': 'lazar-radojicic', 'shortName': 'L. Radojicic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 12, 'gender': 'M', 'id': 1424357, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار رادويوتشيتش'}, 'shortNameTranslation': {'ar': 'ل. رادويوتشيتش'}}}",6922621,64,3783,"{'start': {'x': 41.7, 'y': 9.4}, 'end': {'x': 53.4, 'y': 0}, 'goal': {'x': 53.4, 'y': 26.4}}",27,1617,1083,shot,
"{'name': 'Martin Novaković', 'firstName': '', 'lastName': '', 'slug': 'martin-novakovic', 'shortName': 'M. Novaković', 'position': 'M', 'jerseyNumber': '30', 'userCount': 57, 'gender': 'M', 'id': 997184, 'fieldTranslations': {'nameTranslation': {'ar': 'مارتن نوفاكوفيتش'}, 'shortNameTranslation': {'ar': 'م. نوفاكوفيتش'}}}",False,block,assisted,"{'x': 26.5, 'y': 72.4, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.9, 'z': 19}","{'x': 15.5, 'y': 61.9, 'z': 0}","{'name': 'Dimitrije Minić', 'firstName': 'Dimitrije Minić', 'slug': 'dimitrije-minic', 'shortName': 'D. Minic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 26, 'gender': 'M', 'id': 1893331, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي مينيك'}, 'shortNameTranslation': {'ar': 'د. مينيك'}}}",6922618,61,3649,"{'start': {'x': 72.4, 'y': 26.5}, 'block': {'x': 61.9, 'y': 15.5}, 'end': {'x': 47.1, 'y': 0}, 'goal': {'x': 47.1, 'y': 81}}",30,1751,949,shot,
"{'name': 'Darije Markočević', 'firstName': 'Darije Markocevic', 'slug': 'darije-markocevic', 'shortName': 'D. Markočević', 'position': 'F', 'jerseyNumber': '49', 'userCount': 62, 'gender': 'M', 'id': 1544668, 'fieldTranslations': {'nameTranslation': {'ar': 'داريا ماركوفيتش'}, 'shortNameTranslation': {'ar': 'د. ماركوفيتش'}}}",False,block,fast-break,"{'x': 10.2, 'y': 57, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.8, 'z': 19}","{'x': 8.6, 'y': 56, 'z': 0}","{'name': 'Dimitrije Minić', 'firstName': 'Dimitrije Minić', 'slug': 'dimitrije-minic', 'shortName': 'D. Minic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 26, 'gender': 'M', 'id': 1893331, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي مينيك'}, 'shortNameTranslation': {'ar': 'د. مينيك'}}}",6922619,61,3640,"{'start': {'x': 57, 'y': 10.2}, 'block': {'x': 56, 'y': 8.6}, 'end': {'x': 50.2, 'y': 0}, 'goal': {'x': 50.2, 'y': 81}}",30,1760,940,shot,
"{'name': 'Haris Hajdarević', 'slug': 'haris-hajdarevic', 'shortName': 'H. Hajdarević', 'position': 'M', 'jerseyNumber': '4', 'userCount': 39, 'gender': 'M', 'id': 901590, 'fieldTranslations': {'nameTranslation': {'ar': 'هاريس حاجداريفيتش', 'bn': 'হারিস হাজদারেভিচ', 'hi': 'हारिस हजदारेविक'}, 'shortNameTranslation': {'ar': 'ه. حاجداريفيتش', 'bn': 'এইচ. হাজদারেভিচ', 'hi': 'एच. हजदारेविक'}}}",False,save,corner,"{'x': 12.3, 'y': 34.2, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.2, 'z': 18.4}","{'x': 1.5, 'y': 46.4, 'z': 0}","{'name': 'Dimitrije Minić', 'firstName': 'Dimitrije Minić', 'slug': 'dimitrije-minic', 'shortName': 'D. Minic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 26, 'gender': 'M', 'id': 1893331, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي مينيك'}, 'shortNameTranslation': {'ar': 'د. مينيك'}}}",6922614,61,3604,"{'start': {'x': 34.2, 'y': 12.3}, 'block': {'x': 46.4, 'y': 1.5}, 'end': {'x': 48.8, 'y': 0}, 'goal': {'x': 48.8, 'y': 81.6}}",30,1796,904,shot,
"{'name': 'Haris Hajdarević', 'slug': 'haris-hajdarevic', 'shortName': 'H. Hajdarević', 'position': 'M', 'jerseyNumber': '4', 'userCount': 39, 'gender': 'M', 'id': 901590, 'fieldTranslations': {'nameTranslation': {'ar': 'هاريس حاجداريفيتش', 'bn': 'হারিস হাজদারেভিচ', 'hi': 'हारिस हजदारेविक'}, 'shortNameTranslation': {'ar': 'ه. حاجداريفيتش', 'bn': 'এইচ. হাজদারেভিচ', 'hi': 'एच. हजदारेविक'}}}",False,miss,assisted,"{'x': 12.5, 'y': 30.5, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 58.3, 'z': 8.3}","{'x': 0.099999999999994, 'y': 43.5, 'z': 0}","{'name': 'Dimitrije Minić', 'firstName': 'Dimitrije Minić', 'slug': 'dimitrije-minic', 'shortName': 'D. Minic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 26, 'gender': 'M', 'id': 1893331, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي مينيك'}, 'shortNameTranslation': {'ar': 'د. مينيك'}}}",6922613,60,3555,"{'start': {'x': 30.5, 'y': 12.5}, 'block': {'x': 43.5, 'y': 0.099999999999994}, 'end': {'x': 41.7, 'y': 0}, 'goal': {'x': 41.7, 'y': 91.7}}",31,1845,855,shot,
"{'name': 'Đorđe Jovanović', 'slug': 'dorde-jovanovic', 'shortName': 'Đ. Jovanović', 'position': 'M', 'jerseyNumber': '88', 'userCount': 37, 'gender': 'M', 'id': 1130262, 'fieldTranslations': {'nameTranslation': {'ar': 'جورجي يوفانوفيتش'}, 'shortNameTranslation': {'ar': 'ج. يوفانوفيتش'}}}",False,goal,assisted,"{'x': 11.4, 'y': 58.5, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 46.7, 'z': 23.4}",,"{'name': 'Dimitrije Minić', 'firstName': 'Dimitrije Minić', 'slug': 'dimitrije-minic', 'shortName': 'D. Minic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 26, 'gender': 'M', 'id': 1893331, 'fieldTranslations': {'nameTranslation': {'ar': 'ديميتريجي مينيك'}, 'shortNameTranslation': {'ar': 'د. مينيك'}}}",6922610,57,3374,"{'start': {'x': 58.5, 'y': 11.4}, 'end': {'x': 53.3, 'y': 0}, 'goal': {'x': 53.3, 'y': 76.6}}",34,2026,674,shot,regular
"{'name': 'Stefan Tomović', 'firstName': 'Stefan Tomovic', 'slug': 'stefan-tomovic', 'shortName': 'S. Tomović', 'position': 'M', 'jerseyNumber': '70', 'userCount': 86, 'gender': 'M', 'id': 1063371, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان توموفيتش', 'bn': 'স্টেফান তোমোভিচ', 'hi': 'स्टीफ़न टॉमोविक'}, 'shortNameTranslation': {'ar': 'س. توموفيتش', 'bn': 'এস. তোমোভিচ', 'hi': 'एस. टॉमोविक'}}}",True,miss,fast-break,"{'x': 13.5, 'y': 40.5, 'z': 0}",left-foot,high,"{'x': 0, 'y': 48.1, 'z': 72.2}",,"{'name': 'Lazar Radojičić', 'firstName': '', 'lastName': '', 'slug': 'lazar-radojicic', 'shortName': 'L. Radojicic', 'position': 'G', 'jerseyNumber': '23', 'userCount': 12, 'gender': 'M', 'id': 1424357, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار رادويوتشيتش'}, 'shortNameTranslation': {'ar': 'ل. رادويوتشيتش'}}}",6922609,56,3325,"{'start': {'x': 40.5, 'y': 13.5}, 'end': {'x': 51.9, 'y': 0}, 'goal': {'x': 51.9, 'y': 27.8}}",35,2075,625,shot,
