minute,value
1.0,-3
2.0,-15
3.0,-34
4.0,-21
5.0,-13
6.0,-17
7.0,-34
8.0,-60
9.0,-33
10.0,-42
11.0,-43
12.0,-83
13.0,-36
14.0,-18
15.0,-79
16.0,-42
17.0,-16
18.0,-7
19.0,5
20.0,10
21.0,10
22.0,9
23.0,10
24.0,20
25.0,16
26.0,15
27.0,32
28.0,45
29.0,37
30.0,16
31.0,45
32.0,54
33.0,29
34.0,24
35.0,23
36.0,45
37.0,24
38.0,43
39.0,61
40.0,36
41.0,17
42.0,20
43.0,8
44.0,-8
45.0,-2
45.5,-60
46.0,-26
47.0,-26
48.0,-84
49.0,-48
50.0,-27
51.0,-12
52.0,15
53.0,21
54.0,47
55.0,22
56.0,68
57.0,39
58.0,-37
59.0,-4
60.0,-49
61.0,-82
62.0,-49
63.0,-28
64.0,34
65.0,11
66.0,-12
67.0,16
68.0,48
69.0,49
70.0,34
71.0,7
72.0,-6
73.0,16
74.0,-26
75.0,-9
76.0,-29
77.0,-9
78.0,-3
79.0,5
80.0,20
81.0,-23
82.0,8
83.0,4
84.0,15
85.0,-21
86.0,-4
87.0,16
88.0,38
89.0,25
90.0,20
90.5,-3
