match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,interceptionWon,shotOffTarget,blockedScoringAttempt,keyPass,dispossessed
14147355,home,6219,FK Jedinstvo Bijelo Polje,54752,Žarko Korać,zarko-korac,F,11,False,21.0,15.0,0.0,0.0,0.0,3.0,3.0,11.0,17.0,0.0,0.0,4.0,5.0,12.0,6.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,,,,,,,90.0,32.0,6.5,14.0,0.04,0.09,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,9,9,1,8,71.42857142857143,,,0.0,,,,,1.0,4.0
14147355,home,6219,FK Jedinstvo Bijelo Polje,1190521,Lazar Šekularac,lazar-sekularac,D,27,True,5.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,30.0,9.0,6.5,5.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,3,7,0,7,80.0,50.0,0.0,0.0,,2.0,,,,
14147355,home,6219,FK Jedinstvo Bijelo Polje,1131050,Andrej Cvijović,andrej-cvijovic,M,33,True,13.0,6.0,0.0,0.0,0.0,2.0,3.0,4.0,9.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,30.0,24.0,7.4,6.0,0.11,0.35,"{'original': 7.4, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,2,3,46.15384615384615,,0.0,100.0,,2.0,,,2.0,
14147355,home,6220,FK Jedinstvo Bijelo Polje,1005748,Veljko Radenović,veljko-radenovic,D,3,True,12.0,11.0,2.0,1.0,0.0,5.0,5.0,5.0,6.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,30.0,17.0,6.4,4.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,0,2,91.66666666666666,50.0,100.0,,,,,,,
14147355,home,6219,FK Jedinstvo Bijelo Polje,1382874,Aldin Mušović,aldin-musovic,M,9,True,9.0,7.0,0.0,0.0,0.0,3.0,4.0,4.0,5.0,0.0,0.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,22.0,14.0,6.5,7.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,2,2,77.77777777777779,,,,,,,,,1.0
14147355,home,6219,FK Jedinstvo Bijelo Polje,2444869,Pavle  Božović,pavle-bozovic,M,4,True,6.0,5.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5.0,10.0,6.8,1.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,2,0,83.33333333333334,,100.0,100.0,,,,,,
14147355,home,6219,FK Jedinstvo Bijelo Polje,1134689,Goran Aković,goran-akovic,G,44,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147355,home,6219,FK Jedinstvo Bijelo Polje,808563,Momčilo Dulović,momcilo-dulovic,D,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147355,home,6219,FK Jedinstvo Bijelo Polje,1424818,Srđan Šćepanović,srdan-scepanovic,D,55,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
14147355,home,6219,FK Jedinstvo Bijelo Polje,2217779,Yonathan Rodriguez,yonathan-rodriguez,M,32,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
