minute,value
1.0,8
2.0,30
3.0,26
4.0,25
5.0,22
6.0,52
7.0,6
8.0,-28
9.0,-21
10.0,-2
11.0,47
12.0,29
13.0,20
14.0,13
15.0,10
16.0,21
17.0,35
18.0,34
19.0,11
20.0,7
21.0,26
22.0,19
23.0,36
24.0,45
25.0,64
26.0,23
27.0,17
28.0,25
29.0,15
30.0,12
31.0,22
32.0,13
33.0,14
34.0,25
35.0,57
36.0,74
37.0,50
38.0,90
39.0,100
40.0,76
41.0,52
42.0,58
43.0,32
44.0,27
45.0,64
45.5,-6
46.0,-1
47.0,-4
48.0,39
49.0,22
50.0,22
51.0,56
52.0,64
53.0,46
54.0,48
55.0,34
56.0,23
57.0,25
58.0,95
59.0,55
60.0,61
61.0,75
62.0,56
63.0,17
64.0,15
65.0,12
66.0,10
67.0,19
68.0,47
69.0,41
70.0,63
71.0,42
72.0,39
73.0,68
74.0,45
75.0,1
76.0,5
77.0,2
78.0,10
79.0,13
80.0,12
81.0,12
82.0,61
83.0,65
84.0,34
85.0,12
86.0,48
87.0,32
88.0,78
89.0,61
90.0,80
90.5,20
