minute,value
0.0,0
1.0,17
2.0,14
3.0,10
4.0,47
5.0,21
6.0,9
7.0,6
8.0,-10
9.0,-11
10.0,-29
11.0,-25
12.0,-18
13.0,-18
14.0,-34
15.0,-21
16.0,-15
17.0,47
18.0,25
19.0,44
20.0,38
21.0,20
22.0,36
23.0,24
24.0,15
25.0,11
26.0,10
27.0,2
28.0,-2
29.0,64
30.0,31
31.0,21
32.0,16
33.0,8
34.0,-2
35.0,4
36.0,5
37.0,7
38.0,3
39.0,6
40.0,77
41.0,44
42.0,45
43.0,100
44.0,91
45.0,73
45.5,20
46.0,4
47.0,-26
48.0,-15
49.0,10
50.0,31
51.0,13
52.0,-96
53.0,-52
54.0,-32
55.0,35
56.0,49
57.0,100
58.0,60
59.0,26
60.0,-26
61.0,-16
62.0,-5
63.0,-29
64.0,50
65.0,47
66.0,78
67.0,41
68.0,1
69.0,-34
70.0,-22
71.0,36
72.0,82
73.0,56
74.0,36
75.0,22
76.0,11
77.0,-25
78.0,-14
79.0,-8
80.0,-5
81.0,26
82.0,17
83.0,36
84.0,27
85.0,52
86.0,29
87.0,18
88.0,20
89.0,27
90.0,14
90.5,15
