minute,value
1.0,0
2.0,0
3.0,6
4.0,-7
5.0,24
6.0,11
7.0,-27
8.0,-13
9.0,-17
10.0,-22
11.0,-23
12.0,-21
13.0,-26
14.0,-10
15.0,35
16.0,17
17.0,12
18.0,8
19.0,-14
20.0,-15
21.0,-7
22.0,31
23.0,15
24.0,13
25.0,7
26.0,-33
27.0,-17
28.0,-2
29.0,-7
30.0,-10
31.0,-9
32.0,-12
33.0,-13
34.0,-13
35.0,-57
36.0,-39
37.0,-31
38.0,-45
39.0,-33
40.0,-18
41.0,-38
42.0,-12
43.0,-6
44.0,17
45.0,13
45.5,68
46.0,-1
47.0,34
48.0,15
49.0,3
50.0,1
51.0,21
52.0,5
53.0,-5
54.0,31
55.0,12
56.0,-9
57.0,-19
58.0,-17
59.0,-37
60.0,-18
61.0,-31
62.0,-24
63.0,-11
64.0,-13
65.0,-12
66.0,-16
67.0,12
68.0,-5
69.0,14
70.0,6
71.0,-5
72.0,-5
73.0,-7
74.0,-19
75.0,-15
76.0,-22
77.0,-10
78.0,-2
79.0,-10
80.0,-11
81.0,-20
82.0,-15
83.0,-21
84.0,-17
85.0,-56
86.0,-40
87.0,-70
88.0,-42
89.0,-26
90.0,-25
90.5,-19
