match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,accurateOppositionHalfPasses,shotOffTarget,bigChanceCreated,keyPass,dispossessed,blockedScoringAttempt,bigChanceMissed,hitWoodwork
15280981,away,7581,FK Bokelj Kotor,877368,Bogdan Stamenković,bogdan-stamenkovic,F,99,False,15.0,11.0,0.0,0.0,0.0,4.0,4.0,11.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,63.0,26.0,6.6,8.0,0.05,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,4,2,73.33333333333333,,,,,7.0,1.0,,,2.0,,,
15280981,away,7581,FK Bokelj Kotor,1149081,Bakir Nurkovic,bakir-nurkovic,M,31,True,19.0,15.0,2.0,1.0,0.0,5.0,5.0,14.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,,44.0,27.0,6.7,3.0,0.05,0.0,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,2,3,78.94736842105263,50.0,,,,10.0,1.0,,,,,,
15280981,away,7581,FK Bokelj Kotor,227396,Šaleta Kordić,saleta-kordic,F,9,True,7.0,4.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,6.0,0.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,,,,,,,44.0,20.0,6.6,13.0,0.42,0.0,"{'original': 6.6, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,6,8,2,6,57.14285714285714,,,,,3.0,,,,1.0,2.0,,
15280981,away,7581,FK Bokelj Kotor,138949,Igor Poček,igor-pocek,F,10,True,17.0,8.0,4.0,2.0,0.0,3.0,3.0,14.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,27.0,27.0,6.9,8.0,0.0,0.0,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,0,8,2,6,47.05882352941176,50.0,0.0,100.0,,5.0,,,,,,,
15280981,away,7581,FK Bokelj Kotor,1381377,Kristijan Radunović,kristijan-radunovic,M,14,True,12.0,8.0,3.0,2.0,0.0,,1.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,27.0,16.0,7.0,2.0,1.62,0.0,"{'original': 7, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,0,2,66.66666666666666,66.66666666666666,,,,8.0,,,,,,1.0,
15280981,away,7581,FK Bokelj Kotor,572018,Velizar Janketić,velizar-janketic,F,7,True,6.0,5.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,2.0,0.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,14.0,12.0,6.4,3.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,2,5,83.33333333333334,,,,,4.0,,,,1.0,,,
15280981,away,241802,FK Bokelj Kotor,2445953,Djordje Čejović,djordje-cejovic,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
15280981,away,7581,FK Bokelj Kotor,1218106,Andrija Krivokapić,andrija-krivokapic,D,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
15280981,away,241802,FK Bokelj Kotor,2081152,Andrej Kumburovic,andrej-kumburovic,D,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
15280981,away,7581,FK Bokelj Kotor,807177,Žarko Vilotijević,zarko-vilotijevic,M,80,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
