player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType,xgot
"{'name': 'Petar Bogdanović', 'firstName': '', 'lastName': '', 'slug': 'petar-bogdanovic', 'shortName': 'P. Bogdanović', 'position': 'M', 'jerseyNumber': '7', 'userCount': 14, 'gender': 'M', 'id': 1408188, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر بوغدانوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوغدانوفيتش'}}}",True,save,throw-in-set-piece,"{'x': 14, 'y': 36, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.4, 'z': 1.3}",0.07557,6833560,74,,4410,"{'start': {'x': 36, 'y': 14}, 'end': {'x': 49.6, 'y': 0}, 'goal': {'x': 49.6, 'y': 98.7}}",17,990,1710,shot,,,0.04958
"{'name': 'Šaleta Kordić', 'firstName': '', 'lastName': '', 'slug': 'saleta-kordic', 'shortName': 'Š. Kordić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 4, 'gender': 'M', 'id': 227396, 'fieldTranslations': {'nameTranslation': {'ar': 'شاليتا كورديتش', 'bn': 'শ্যালেট কোর্ডিচ', 'hi': 'शालेटा कोर्डिक'}, 'shortNameTranslation': {'ar': 'ش. كورديتش', 'bn': 'এস. কোর্ডিক', 'hi': 'एस. कोर्डिक'}}}",False,block,regular,"{'x': 10, 'y': 41, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.1688,6833559,62,,3692,"{'start': {'x': 41, 'y': 10}, 'block': {'x': 41, 'y': 10}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",29,1708,992,shot,"{'x': 10, 'y': 41, 'z': 0}",,
"{'name': 'Bakir Nurkovic', 'firstName': 'Bakir Nurkovic', 'slug': 'bakir-nurkovic', 'shortName': 'B. Nurković', 'position': 'M', 'jerseyNumber': '30', 'userCount': 70, 'gender': 'M', 'id': 1149081, 'fieldTranslations': {'nameTranslation': {'ar': 'ليديا وارن'}, 'shortNameTranslation': {'ar': 'ل. وارن'}}}",False,miss,regular,"{'x': 12, 'y': 34, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 56.1, 'z': 38.6}",0.04934,6833558,56,,3354,"{'start': {'x': 34, 'y': 12}, 'end': {'x': 43.9, 'y': 0}, 'goal': {'x': 43.9, 'y': 61.4}}",35,2046,654,shot,,,
"{'name': 'Zarija Mugoša', 'slug': 'zarija-mugosa', 'shortName': 'Z. Mugoša', 'position': 'D', 'jerseyNumber': '16', 'userCount': 7, 'gender': 'M', 'id': 1606668, 'fieldTranslations': {'nameTranslation': {'ar': 'زاريا موغوشا'}, 'shortNameTranslation': {'ar': 'ز. موغوشا'}}}",False,miss,regular,"{'x': 3, 'y': 60, 'z': 0}",head,close-right,"{'x': 0, 'y': 43.7, 'z': 21.8}",0.2007,6833557,52,,3062,"{'start': {'x': 60, 'y': 3}, 'end': {'x': 56.3, 'y': 0}, 'goal': {'x': 56.3, 'y': 78.2}}",39,2338,362,shot,,,
"{'name': 'Stefan  Mrsulja', 'slug': 'stefan-mrsulja', 'shortName': 'S. Mrsulja', 'position': 'D', 'jerseyNumber': '17', 'userCount': 1, 'id': 1650228, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان مروسوليا'}, 'shortNameTranslation': {'ar': 'س. مروسوليا'}}}",False,block,regular,"{'x': 12, 'y': 71, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.003653,6833556,42,,2466,"{'start': {'x': 71, 'y': 12}, 'block': {'x': 71, 'y': 12}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",4,234,2466,shot,"{'x': 12, 'y': 71, 'z': 0}",,
"{'name': 'Stefan Golubović', 'firstName': '', 'lastName': '', 'slug': 'stefan-golubovic', 'shortName': 'S. Golubović', 'position': 'F', 'jerseyNumber': '21', 'userCount': 8, 'gender': 'M', 'id': 1185131, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان غولوبوفيتش'}, 'shortNameTranslation': {'ar': 'س. غولوبوفيتش'}}}",False,miss,regular,"{'x': 28, 'y': 48, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41.4, 'z': 41.1}",0.01658,6833555,40,,2383,"{'start': {'x': 48, 'y': 28}, 'end': {'x': 58.6, 'y': 0}, 'goal': {'x': 58.6, 'y': 58.9}}",6,317,2383,shot,,,
"{'name': 'Bogdan Stamenković', 'firstName': 'Bogdan', 'lastName': 'Stamenković', 'slug': 'bogdan-stamenkovic', 'shortName': 'B. Stamenković', 'position': 'F', 'userCount': 11, 'gender': 'M', 'id': 877368, 'fieldTranslations': {'nameTranslation': {'ar': 'بودغدان ستامينكوفيتش'}, 'shortNameTranslation': {'ar': 'ب. ستامينكوفيتش'}}}",False,miss,regular,"{'x': 18, 'y': 39, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 59.2, 'z': 57.4}",0.04891,6833554,29,,1717,"{'start': {'x': 39, 'y': 18}, 'end': {'x': 40.8, 'y': 0}, 'goal': {'x': 40.8, 'y': 42.6}}",17,983,1717,shot,,,
"{'name': 'Ilija Tučević', 'firstName': '', 'lastName': '', 'slug': 'ilija-tucevic', 'shortName': 'I. Tučević', 'position': 'D', 'jerseyNumber': '17', 'userCount': 3, 'gender': 'M', 'id': 812745, 'fieldTranslations': {'nameTranslation': {'ar': 'إليا توتشيفيتش', 'bn': 'ইলিজা টুসেভিচ', 'hi': 'इलिजा तुसेविक'}, 'shortNameTranslation': {'ar': 'إ. توتشيفيتش', 'bn': 'আই. টুসেভিচ', 'hi': 'आई. तुसेविच'}}}",True,miss,free-kick,"{'x': 22, 'y': 58, 'z': 0}",left-foot,close-high,"{'x': 0, 'y': 45.5, 'z': 54.5}",0.00306,6833571,28,,1636,"{'start': {'x': 58, 'y': 22}, 'end': {'x': 54.5, 'y': 0}, 'goal': {'x': 54.5, 'y': 45.5}}",18,1064,1636,shot,,,
"{'name': 'Nenad Krivokapić', 'firstName': 'Nenad', 'lastName': 'Krivokapić', 'slug': 'nenad-krivokapic', 'shortName': 'N. Krivokapić', 'position': 'M', 'jerseyNumber': '11', 'userCount': 32, 'gender': 'M', 'id': 1149284, 'fieldTranslations': {'nameTranslation': {'ar': 'نينا كريفاكبيتش'}, 'shortNameTranslation': {'ar': 'ن. كريفاكبيتش'}}}",True,block,regular,"{'x': 21, 'y': 57, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.03507,6833553,25,,1458,"{'start': {'x': 57, 'y': 21}, 'block': {'x': 57, 'y': 21}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",21,1242,1458,shot,"{'x': 21, 'y': 57, 'z': 0}",,
"{'name': 'Aldin Adžović', 'firstName': '', 'lastName': '', 'slug': 'aldin-adzovic', 'shortName': 'A. Adžović', 'position': 'M', 'jerseyNumber': '5', 'userCount': 3, 'gender': 'M', 'id': 797928, 'fieldTranslations': {'nameTranslation': {'ar': 'ألديـن أديـزوفيتش', 'bn': 'আলডিন অ্যাডজোভিচ', 'hi': 'एल्डिन अडज़ोविक'}, 'shortNameTranslation': {'ar': 'أ. أديـزوفيتش', 'bn': 'এ. অ্যাডজোভিচ', 'hi': 'ए. अदज़ोविक'}}}",True,save,regular,"{'x': 18, 'y': 49, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 48.3, 'z': 16.6}",0.1515,6833552,25,,1452,"{'start': {'x': 49, 'y': 18}, 'end': {'x': 51.7, 'y': 0}, 'goal': {'x': 51.7, 'y': 83.4}}",21,1248,1452,shot,,,0.09152
"{'name': 'Uroš Bulatović', 'firstName': '', 'lastName': '', 'slug': 'uros-bulatovic', 'shortName': 'U. Bulatović', 'position': 'M', 'jerseyNumber': '8', 'userCount': 4, 'gender': 'M', 'id': 1391890, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروش بولاتوفيتش'}, 'shortNameTranslation': {'ar': 'أ. بولاتوفيتش'}}}",True,block,regular,"{'x': 31, 'y': 54, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01256,6833551,25,,1442,"{'start': {'x': 54, 'y': 31}, 'block': {'x': 54, 'y': 31}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",21,1258,1442,shot,"{'x': 31, 'y': 54, 'z': 0}",,
"{'name': 'Zarija Mugoša', 'slug': 'zarija-mugosa', 'shortName': 'Z. Mugoša', 'position': 'D', 'jerseyNumber': '16', 'userCount': 7, 'gender': 'M', 'id': 1606668, 'fieldTranslations': {'nameTranslation': {'ar': 'زاريا موغوشا'}, 'shortNameTranslation': {'ar': 'ز. موغوشا'}}}",False,block,regular,"{'x': 3, 'y': 68, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.0144,6833550,18,,1051,"{'start': {'x': 68, 'y': 3}, 'block': {'x': 68, 'y': 3}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",28,1649,1051,shot,"{'x': 3, 'y': 68, 'z': 0}",,
"{'name': 'Fatih Muković', 'firstName': '', 'lastName': '', 'slug': 'fatih-mukovic', 'shortName': 'F. Muković', 'position': 'M', 'jerseyNumber': '8', 'userCount': 10, 'gender': 'M', 'id': 1063210, 'fieldTranslations': {'nameTranslation': {'ar': 'فاتح موكوفيتش'}, 'shortNameTranslation': {'ar': 'ف. موكوفيتش'}}}",False,block,regular,"{'x': 22, 'y': 72, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01712,6833549,14,,818,"{'start': {'x': 72, 'y': 22}, 'block': {'x': 72, 'y': 22}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",32,1882,818,shot,"{'x': 22, 'y': 72, 'z': 0}",,
"{'name': 'Milivoje Raičević', 'slug': 'milivoje-raicevic', 'shortName': 'M. Raičević', 'position': 'M', 'jerseyNumber': '45', 'userCount': 7, 'gender': 'M', 'id': 128765, 'fieldTranslations': {'nameTranslation': {'ar': 'ميليفوي رايتشيفيتش', 'bn': 'মিলিভোজে রাইচেভিচ', 'hi': 'मिलिवोजे रायचेविक'}, 'shortNameTranslation': {'ar': 'م. رايتشيفيتش', 'bn': 'এম. রাইসেভিচ', 'hi': 'एम. रायचेविक'}}}",True,goal,regular,"{'x': 1, 'y': 59, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 47.4, 'z': 24.4}",0.4323,6833548,12,,714,"{'start': {'x': 59, 'y': 1}, 'end': {'x': 52.6, 'y': 0}, 'goal': {'x': 52.6, 'y': 75.6}}",34,1986,714,shot,,regular,0.763
"{'name': 'Đorđe Maksimović', 'slug': 'djordje-maksimovic', 'shortName': 'Đ. Maksimović', 'position': 'F', 'jerseyNumber': '44', 'userCount': 13, 'gender': 'M', 'id': 905970, 'fieldTranslations': {'nameTranslation': {'ar': 'دورجي ماكسيموفيتش'}, 'shortNameTranslation': {'ar': 'د. ماكسيموفيتش'}}}",True,save,regular,"{'x': 4, 'y': 47, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.7, 'z': 19.4}",0.5021,6833547,12,,712,"{'start': {'x': 47, 'y': 4}, 'end': {'x': 50.3, 'y': 0}, 'goal': {'x': 50.3, 'y': 80.6}}",34,1988,712,shot,,,0.6485
"{'name': 'Ilija Tučević', 'firstName': '', 'lastName': '', 'slug': 'ilija-tucevic', 'shortName': 'I. Tučević', 'position': 'D', 'jerseyNumber': '17', 'userCount': 3, 'gender': 'M', 'id': 812745, 'fieldTranslations': {'nameTranslation': {'ar': 'إليا توتشيفيتش', 'bn': 'ইলিজা টুসেভিচ', 'hi': 'इलिजा तुसेविक'}, 'shortNameTranslation': {'ar': 'إ. توتشيفيتش', 'bn': 'আই. টুসেভিচ', 'hi': 'आई. तुसेविच'}}}",True,miss,throw-in-set-piece,"{'x': 26, 'y': 42, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 43.5, 'z': 55.5}",0.001638,6833546,7,,381,"{'start': {'x': 42, 'y': 26}, 'end': {'x': 56.5, 'y': 0}, 'goal': {'x': 56.5, 'y': 44.5}}",39,2319,381,shot,,,
"{'name': 'Stefan Golubović', 'firstName': '', 'lastName': '', 'slug': 'stefan-golubovic', 'shortName': 'S. Golubović', 'position': 'F', 'jerseyNumber': '21', 'userCount': 8, 'gender': 'M', 'id': 1185131, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان غولوبوفيتش'}, 'shortNameTranslation': {'ar': 'س. غولوبوفيتش'}}}",False,save,regular,"{'x': 9, 'y': 47, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.7, 'z': 11.6}",0.4754,6833545,3,,135,"{'start': {'x': 47, 'y': 9}, 'end': {'x': 49.3, 'y': 0}, 'goal': {'x': 49.3, 'y': 88.4}}",43,2565,135,shot,,,0.6946
"{'name': 'Zarija Mugoša', 'slug': 'zarija-mugosa', 'shortName': 'Z. Mugoša', 'position': 'D', 'jerseyNumber': '16', 'userCount': 7, 'gender': 'M', 'id': 1606668, 'fieldTranslations': {'nameTranslation': {'ar': 'زاريا موغوشا'}, 'shortNameTranslation': {'ar': 'ز. موغوشا'}}}",False,post,throw-in-set-piece,"{'x': 19, 'y': 64, 'z': 0}",right-foot,high,"{'x': 0, 'y': 44.9, 'z': 40.6}",0.02665,6833544,3,,129,"{'start': {'x': 64, 'y': 19}, 'end': {'x': 55.1, 'y': 0}, 'goal': {'x': 55.1, 'y': 59.4}}",43,2571,129,shot,,,
"{'name': 'Milivoje Raičević', 'slug': 'milivoje-raicevic', 'shortName': 'M. Raičević', 'position': 'M', 'jerseyNumber': '45', 'userCount': 7, 'gender': 'M', 'id': 128765, 'fieldTranslations': {'nameTranslation': {'ar': 'ميليفوي رايتشيفيتش', 'bn': 'মিলিভোজে রাইচেভিচ', 'hi': 'मिलिवोजे रायचेविक'}, 'shortNameTranslation': {'ar': 'م. رايتشيفيتش', 'bn': 'এম. রাইসেভিচ', 'hi': 'एम. रायचेविक'}}}",True,save,regular,"{'x': 18, 'y': 54, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 46.8, 'z': 11.4}",0.1148,6833543,1,,18,"{'start': {'x': 54, 'y': 18}, 'end': {'x': 53.2, 'y': 0}, 'goal': {'x': 53.2, 'y': 88.6}}",45,2682,18,shot,,,0.3387
