match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,totalOppositionHalfPasses,duelLost,duelWon,challengeLost,ballRecovery,wasFouled,savedShotsFromInsideTheBox,saves,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,accurateOppositionHalfPasses,totalCross,aerialLost,aerialWon,dispossessed,totalContest,onTargetScoringAttempt,totalTackle,wonTackle,unsuccessfulTouch,keyPass,shotValueNormalized,totalClearance,interceptionWon,fouls,outfielderBlock,wonContest,accurateCross,shotOffTarget,blockedScoringAttempt,hitWoodwork,totalOffside,goodHighClaim,bigChanceCreated,goals,bigChanceMissed
14015480,home,43981,FK Radnički 1923,876751,Mehmed Ćosić,mehmed-cosic,M,8,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015480,home,200776,FK Radnički 1923,1063157,Luka Stankovski,stankovski-luka,M,80,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015480,home,7674,FK Radnički 1923,1616139,Nikola Skrobonja,nikola-skrobonja,M,51,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015480,home,43981,FK Radnički 1923,1518953,Nikola Marjanovic,nikola-marjanovic,D,5,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015480,home,43981,FK Radnički 1923,1595656,Nikola Bukumira,nikola-bukumira,M,32,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015480,away,5153,OFK Beograd,1126067,Balša Popović,balsa-popovic,G,1,False,36.0,18.0,28.0,10.0,0.0,10.0,12.0,24.0,,,,10.0,,6.0,7.0,90.0,51.0,9.8,19.0,1.2449,"{'original': 9.8, 'alternative': 8.4}",0,0.12,0.0,0.33,0.85,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,50.0,35.714285714285715,,,,8.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,
14015480,away,5153,OFK Beograd,191640,Marko Gobeljić,marko-gobeljic,D,77,False,19.0,17.0,5.0,5.0,0.0,7.0,8.0,11.0,4.0,3.0,1.0,4.0,,,,82.0,34.0,7.6,4.0,,"{'original': 7.6, 'alternative': 7.4}",0,0.24,0.05,0.32,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,3,3,89.47368421052632,100.0,,,,10.0,1.0,1.0,,,,,3.0,3.0,,1.0,,4.0,1.0,3.0,1.0,,,,,,,,,,
14015480,away,5153,OFK Beograd,1981967,Andrej Pavlovic,andrej-pavlovic,D,4,False,20.0,13.0,4.0,,0.0,12.0,15.0,5.0,1.0,1.0,,,,,,90.0,30.0,6.9,7.0,,"{'original': 6.9, 'alternative': 7.1}",0,-0.04,0.01,0.63,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,2,0,0,0,65.0,,,,,1.0,,1.0,1.0,,,,,,,,,7.0,,,3.0,,,,,,,,,,
14015480,away,334956,OFK Beograd,1147556,Aleksandar Đermanović,aleksandar-dermanovic,D,15,False,28.0,23.0,6.0,2.0,0.0,18.0,19.0,9.0,1.0,3.0,,1.0,1.0,,,90.0,54.0,7.5,6.0,,"{'original': 7.5, 'alternative': 7.6}",0,0.08,0.03,0.5,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,1,1,82.14285714285714,33.33333333333333,,,,5.0,,,2.0,,,,,,,1.0,,19.0,1.0,1.0,,,,,,,,,,,
14015480,away,5153,OFK Beograd,881211,Uroš Stojanović,uros-stojanovic,D,24,False,34.0,28.0,6.0,2.0,0.0,14.0,16.0,18.0,5.0,9.0,1.0,4.0,,,,90.0,63.0,7.5,9.0,,"{'original': 7.5, 'alternative': 7.4}",0,0.18,-0.11,0.35,,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,3,11,7,4,82.35294117647058,33.33333333333333,,50.0,,14.0,,1.0,2.0,,2.0,,6.0,3.0,,,,5.0,2.0,3.0,1.0,1.0,,,,,,,,,
14015480,away,5153,OFK Beograd,1000367,Miljan Momčilović,miljan-momcilovic,M,14,False,28.0,18.0,6.0,2.0,0.0,9.0,12.0,16.0,5.0,11.0,1.0,5.0,2.0,,,90.0,54.0,6.9,12.0,,"{'original': 6.9, 'alternative': 7}",0,-0.25,0.0,0.25,,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,2,14,11,3,64.28571428571429,33.33333333333333,,100.0,,9.0,1.0,2.0,,,1.0,,8.0,4.0,1.0,,,3.0,,2.0,,1.0,,,,,,,,,
14015480,away,3036,OFK Beograd,1176881,Diogo Bezerra,diogo-bezerra,M,94,False,24.0,21.0,1.0,1.0,1.0,8.0,8.0,16.0,5.0,2.0,,4.0,,,,90.0,43.0,8.7,13.0,,"{'original': 8.7, 'alternative': 8.4}",2,0.41,0.72,0.24,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,1,5,87.5,100.0,,50.0,,13.0,2.0,,1.0,3.0,2.0,1.0,,,4.0,4.0,0.51,3.0,,1.0,,1.0,,1.0,,,,,2.0,1.0,
14015480,away,5153,OFK Beograd,1153956,Jovan Šljivić,jovan-sljivic,M,20,False,9.0,9.0,1.0,1.0,0.0,2.0,2.0,7.0,3.0,9.0,,4.0,2.0,,,88.0,29.0,7.4,2.0,,"{'original': 7.4, 'alternative': 7.1}",3,0.11,0.33,0.31,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,3,9,8,1,100.0,100.0,,100.0,,7.0,1.0,2.0,1.0,,1.0,1.0,5.0,3.0,1.0,,-0.36,3.0,1.0,1.0,,1.0,,,2.0,,,,,,
14015480,away,5153,OFK Beograd,1183887,Henry Addo,addo-henry,M,43,False,13.0,9.0,,,0.0,1.0,1.0,12.0,8.0,5.0,1.0,1.0,1.0,,,68.0,33.0,6.1,14.0,,"{'original': 6.1, 'alternative': 6.5}",1,-0.19,0.12,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,3,10,3,7,69.23076923076923,,,25.0,,8.0,,1.0,2.0,2.0,4.0,,1.0,1.0,5.0,,-0.69,,3.0,1.0,,1.0,,1.0,,,,,,,1.0
14015480,away,5153,OFK Beograd,1068813,Egor Prutsev,egor-prutsev,M,11,False,12.0,10.0,2.0,2.0,0.0,2.0,2.0,10.0,9.0,8.0,2.0,3.0,5.0,,,88.0,36.0,7.0,11.0,,"{'original': 7, 'alternative': 7.4}",3,0.21,0.49,-0.09,,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,1,16,7,9,83.33333333333334,100.0,,100.0,,8.0,,,1.0,5.0,1.0,1.0,1.0,1.0,3.0,,-0.64,1.0,2.0,2.0,,1.0,,1.0,1.0,1.0,,,,,1.0
14015480,away,5149,OFK Beograd,1937553,Jay Enem,tyron-enem-jay-ifeanyi-junior,F,22,False,14.0,11.0,1.0,1.0,1.0,3.0,4.0,10.0,5.0,6.0,,7.0,2.0,,,81.0,33.0,8.3,8.0,,"{'original': 8.3, 'alternative': 8.4}",4,0.46,0.63,0.33,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,7,4,3,1,78.57142857142857,100.0,100.0,100.0,,8.0,1.0,4.0,3.0,1.0,1.0,3.0,,,4.0,2.0,0.42,6.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,
14015480,away,5153,OFK Beograd,1406091,Aleksa Cvetković,aleksa-cvetkovic,M,8,True,4.0,4.0,,,0.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0,,,,22.0,10.0,6.6,1.0,,"{'original': 6.6, 'alternative': 6.5}",0,0.0,0.06,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,2,4,100.0,,,100.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,2.0,,1.0,,1.0,,,,,,,,,
14015480,away,324661,OFK Beograd,77512,Stefan Šćepović,stefan-scepovic,F,12,True,6.0,2.0,,,0.0,,,6.0,,1.0,,1.0,,,,9.0,8.0,6.5,4.0,,"{'original': 6.5, 'alternative': 6.5}",0,-0.1,-0.02,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,33.33333333333333,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14015480,away,5153,OFK Beograd,1939189,Mamadou Fall,moustapha-fall,D,26,True,4.0,3.0,,,0.0,1.0,2.0,2.0,2.0,,,1.0,,,,8.0,6.0,6.8,2.0,,"{'original': 6.8, 'alternative': 6.7}",0,0.03,0.01,0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,75.0,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
14015480,away,47321,OFK Beograd,1544616,Hugo Alba,hugo-alba,F,9,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,2.0,3.0,,1.0,,,1,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,100.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
14015480,away,5153,OFK Beograd,1982018,Issiaka Dembele,issiaka-dembele,M,25,True,4.0,2.0,1.0,,0.0,1.0,2.0,2.0,1.0,,,1.0,,,,2.0,6.0,,3.0,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,50.0,,,,,1.0,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,
14015480,away,5153,OFK Beograd,352610,Miloš Pantović,milos-pantovic,M,27,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015480,away,6079,OFK Beograd,1465579,Mihajlo Petrović,mihajlo-petrovic,M,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015480,away,5153,OFK Beograd,94538,Saša Marković,sasa-markovic,M,10,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015480,away,5153,OFK Beograd,1104742,Uroš Lazić,uros-lazic,D,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015480,away,5153,OFK Beograd,1087489,Uroš Kabić,uros-kabic,F,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015480,away,5153,OFK Beograd,939791,Nedeljko Stojišić,nedeljko-stojisic,G,97,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
