player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Hugo Alba', 'firstName': 'Hugo Alba', 'slug': 'hugo-alba', 'shortName': 'H. Alba', 'position': 'F', 'jerseyNumber': '24', 'userCount': 820, 'gender': 'M', 'id': 1544616, 'fieldTranslations': {'nameTranslation': {'ar': 'هوغو ألبا'}, 'shortNameTranslation': {'ar': 'ه. ألبا'}}}",False,miss,assisted,"{'x': 5.7, 'y': 68.1, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41.8, 'z': 12.5}",5839791,90,3.0,5556,"{'start': {'x': 68.1, 'y': 5.7}, 'end': {'x': 58.2, 'y': 0}, 'goal': {'x': 58.2, 'y': 87.5}}",1,744,156,shot,,
"{'name': 'Alfa Baldé', 'firstName': 'Alfa Baldé', 'lastName': '', 'slug': 'alfa-balde', 'shortName': 'A. Baldé', 'position': 'F', 'jerseyNumber': '17', 'userCount': 92, 'gender': 'M', 'id': 1158017, 'fieldTranslations': {'nameTranslation': {'ar': 'لوباس، فالنتين'}, 'shortNameTranslation': {'ar': 'ف. لوباس'}}}",True,save,assisted,"{'x': 4.2, 'y': 63.6, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 48, 'z': 29.1}",5839784,90,2.0,5497,"{'start': {'x': 63.6, 'y': 4.2}, 'block': {'x': 53.1, 'y': 0.3}, 'end': {'x': 52, 'y': 0}, 'goal': {'x': 52, 'y': 70.9}}",1,803,97,shot,"{'x': 0.3, 'y': 53.1, 'z': 0}",
"{'name': 'Yankuba Jarju', 'slug': 'yankuba-jarju', 'shortName': 'Y. Jarju', 'position': 'F', 'jerseyNumber': '66', 'userCount': 44, 'gender': 'M', 'id': 990630, 'fieldTranslations': {'nameTranslation': {'ar': 'يانكوبا جارجو'}, 'shortNameTranslation': {'ar': 'ي. جارجو'}}}",True,miss,assisted,"{'x': 8, 'y': 50.5, 'z': 0}",right-foot,high,"{'x': 0, 'y': 48.6, 'z': 65.3}",5839776,90,1.0,5417,"{'start': {'x': 50.5, 'y': 8}, 'end': {'x': 51.4, 'y': 0}, 'goal': {'x': 51.4, 'y': 34.7}}",1,883,17,shot,,
"{'name': 'Alfa Baldé', 'firstName': 'Alfa Baldé', 'lastName': '', 'slug': 'alfa-balde', 'shortName': 'A. Baldé', 'position': 'F', 'jerseyNumber': '17', 'userCount': 92, 'gender': 'M', 'id': 1158017, 'fieldTranslations': {'nameTranslation': {'ar': 'لوباس، فالنتين'}, 'shortNameTranslation': {'ar': 'ف. لوباس'}}}",True,miss,assisted,"{'x': 24.8, 'y': 54.2, 'z': 0}",left-foot,high,"{'x': 0, 'y': 54.6, 'z': 66.7}",5839767,89,,5311,"{'start': {'x': 54.2, 'y': 24.8}, 'end': {'x': 45.4, 'y': 0}, 'goal': {'x': 45.4, 'y': 33.3}}",2,89,2611,shot,,
"{'name': 'Nikola Miličić', 'firstName': 'Nikola Milicic', 'lastName': '', 'slug': 'nikola-milicic', 'shortName': 'N. Miličić', 'position': 'D', 'jerseyNumber': '4', 'userCount': 117, 'gender': 'M', 'id': 1165919, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا ميليتش'}, 'shortNameTranslation': {'ar': 'ن. ميليتش'}}}",True,save,regular,"{'x': 4.3, 'y': 62.6, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.7, 'z': 7}",5839737,86,,5135,"{'start': {'x': 62.6, 'y': 4.3}, 'block': {'x': 53.4, 'y': 0.7}, 'end': {'x': 52.3, 'y': 0}, 'goal': {'x': 52.3, 'y': 93}}",5,265,2435,shot,"{'x': 0.7, 'y': 53.4, 'z': 0}",
"{'name': 'Jay Enem', 'slug': 'tyron-enem-jay-ifeanyi-junior', 'shortName': 'J. Enem', 'position': 'F', 'jerseyNumber': '42', 'userCount': 583, 'gender': 'M', 'id': 1937553, 'fieldTranslations': {'nameTranslation': {'ar': 'جاي إينيم'}, 'shortNameTranslation': {'ar': 'ج. إينيم'}}}",False,goal,fast-break,"{'x': 10.7, 'y': 63.2, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.1, 'z': 10.8}",5839628,76,,4529,"{'start': {'x': 63.2, 'y': 10.7}, 'end': {'x': 47.9, 'y': 0}, 'goal': {'x': 47.9, 'y': 89.2}}",15,871,1829,shot,,regular
"{'name': 'Wajdi Sahli', 'slug': 'wajdi-sahli', 'shortName': 'W. Sahli', 'position': 'M', 'jerseyNumber': '7', 'userCount': 230, 'gender': 'M', 'id': 1013823, 'fieldTranslations': {'nameTranslation': {'ar': 'وجدي السهلي'}, 'shortNameTranslation': {'ar': 'و. السهلي'}}}",True,block,assisted,"{'x': 19.1, 'y': 62.2, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.4, 'z': 19}",5839625,76,,4516,"{'start': {'x': 62.2, 'y': 19.1}, 'block': {'x': 60.7, 'y': 17.2}, 'end': {'x': 46.6, 'y': 0}, 'goal': {'x': 46.6, 'y': 81}}",15,884,1816,shot,"{'x': 17.2, 'y': 60.7, 'z': 0}",
"{'name': 'Miloš Ristić', 'firstName': '', 'lastName': '', 'slug': 'milos-ristic', 'shortName': 'M. Ristić', 'position': 'M', 'jerseyNumber': '27', 'userCount': 27, 'gender': 'M', 'id': 879829, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش ريستيتش'}, 'shortNameTranslation': {'ar': 'م. ريستيتش'}}}",True,block,corner,"{'x': 22.6, 'y': 36.6, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.4, 'z': 19}",5839633,75,,4493,"{'start': {'x': 36.6, 'y': 22.6}, 'block': {'x': 39.5, 'y': 17.1}, 'end': {'x': 48.6, 'y': 0}, 'goal': {'x': 48.6, 'y': 81}}",16,907,1793,shot,"{'x': 17.1, 'y': 39.5, 'z': 0}",
"{'name': 'Miloš Ristić', 'firstName': '', 'lastName': '', 'slug': 'milos-ristic', 'shortName': 'M. Ristić', 'position': 'M', 'jerseyNumber': '27', 'userCount': 27, 'gender': 'M', 'id': 879829, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش ريستيتش'}, 'shortNameTranslation': {'ar': 'م. ريستيتش'}}}",True,block,regular,"{'x': 23.2, 'y': 34.2, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 48.1, 'z': 19}",5839861,74,,4431,"{'start': {'x': 34.2, 'y': 23.2}, 'block': {'x': 39.3, 'y': 14.4}, 'end': {'x': 51.9, 'y': 0}, 'goal': {'x': 51.9, 'y': 81}}",17,969,1731,shot,"{'x': 14.4, 'y': 39.3, 'z': 0}",
"{'name': 'Egor Prutsev', 'firstName': 'Egor Prutsev', 'lastName': '', 'slug': 'egor-prutsev', 'shortName': 'E. Prutsev', 'position': 'M', 'jerseyNumber': '11', 'userCount': 687, 'gender': 'M', 'id': 1068813, 'fieldTranslations': {'nameTranslation': {'ar': 'ييجور برتسيف'}, 'shortNameTranslation': {'ar': 'ي. برتسيف'}}}",False,block,fast-break,"{'x': 10.3, 'y': 33.5, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.8, 'z': 19}",5840711,72,,4286,"{'start': {'x': 33.5, 'y': 10.3}, 'block': {'x': 38.1, 'y': 7.5}, 'end': {'x': 50.2, 'y': 0}, 'goal': {'x': 50.2, 'y': 81}}",19,1114,1586,shot,"{'x': 7.5, 'y': 38.1, 'z': 0}",
"{'name': 'Ester Sokler', 'slug': 'sokler-ester', 'shortName': 'E. Sokler', 'position': 'F', 'jerseyNumber': '19', 'userCount': 203, 'gender': 'M', 'id': 862199, 'fieldTranslations': {'nameTranslation': {'ar': 'سوكلير، إيستر', 'bn': 'সোক্লার, এস্টার', 'hi': 'सोक्लर, एस्टर'}, 'shortNameTranslation': {'ar': 'س. إيستر', 'bn': 'ই. সোক্লার', 'hi': 'ई. सोक्लर'}}}",True,post,assisted,"{'x': 11.3, 'y': 43.6, 'z': 0}",head,left,"{'x': 0, 'y': 55.5, 'z': 13.3}",5839874,68,,4065,"{'start': {'x': 43.6, 'y': 11.3}, 'end': {'x': 44.5, 'y': 0}, 'goal': {'x': 44.5, 'y': 86.7}}",23,1335,1365,shot,,
