minute,value
1.0,5
2.0,8
3.0,8
4.0,29
5.0,41
6.0,62
7.0,70
8.0,60
9.0,100
10.0,68
11.0,84
12.0,87
13.0,33
14.0,15
15.0,10
16.0,4
17.0,2
18.0,32
19.0,27
20.0,20
21.0,-48
22.0,-17
23.0,-7
24.0,22
25.0,9
26.0,-14
27.0,-24
28.0,18
29.0,6
30.0,13
31.0,29
32.0,14
33.0,8
34.0,50
35.0,26
36.0,20
37.0,14
38.0,14
39.0,10
40.0,29
41.0,82
42.0,46
43.0,24
44.0,-19
45.0,14
45.5,-30
46.0,9
47.0,14
48.0,35
49.0,51
50.0,35
51.0,16
52.0,14
53.0,6
54.0,-21
55.0,-11
56.0,-10
57.0,-7
58.0,-3
59.0,2
60.0,3
61.0,1
62.0,3
63.0,3
64.0,67
65.0,36
66.0,70
67.0,44
68.0,44
69.0,21
70.0,14
71.0,5
72.0,-5
73.0,-6
74.0,-3
75.0,-10
76.0,-6
77.0,15
78.0,42
79.0,32
80.0,-60
81.0,27
82.0,-3
83.0,16
84.0,41
85.0,26
86.0,15
87.0,-12
88.0,56
89.0,30
90.0,20
