minute,value
1.0,2
2.0,6
3.0,5
4.0,4
5.0,4
6.0,49
7.0,32
8.0,22
9.0,23
10.0,15
11.0,10
12.0,4
13.0,-4
14.0,-4
15.0,-4
16.0,-4
17.0,33
18.0,21
19.0,16
20.0,12
21.0,25
22.0,14
23.0,8
24.0,6
25.0,30
26.0,-50
27.0,-28
28.0,-21
29.0,-17
30.0,-27
31.0,-17
32.0,-7
33.0,-3
34.0,4
35.0,15
36.0,46
37.0,46
38.0,32
39.0,34
40.0,16
41.0,-10
42.0,31
43.0,9
44.0,1
45.0,-35
45.5,-6
46.0,-5
47.0,-79
48.0,-67
49.0,-41
50.0,-26
51.0,-13
52.0,8
53.0,6
54.0,5
55.0,7
56.0,-9
57.0,-12
58.0,-5
59.0,22
60.0,6
61.0,-7
62.0,-3
63.0,-19
64.0,-28
65.0,-16
66.0,-11
67.0,-9
68.0,-6
69.0,-5
70.0,-5
71.0,-5
72.0,-5
73.0,-5
74.0,-42
75.0,-35
76.0,-20
77.0,-9
78.0,-20
79.0,-11
80.0,-4
81.0,32
82.0,20
83.0,2
84.0,-9
85.0,10
86.0,33
87.0,19
88.0,18
89.0,-33
90.0,-17
90.5,-51
