player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Aleksa Radonjić', 'firstName': '', 'lastName': '', 'slug': 'aleksa-radonjic', 'shortName': 'A. Radonjić', 'position': 'M', 'jerseyNumber': '20', 'userCount': 14, 'gender': 'M', 'id': 1468252, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكسه رادونيتش'}, 'shortNameTranslation': {'ar': 'أ. رادونيتش'}}}",False,miss,fast-break,"{'x': 23.2, 'y': 51.5, 'z': 0}",right-foot,left,"{'x': 0, 'y': 62.9, 'z': 1.4}",6014472,90,5.0,5663,"{'start': {'x': 51.5, 'y': 23.2}, 'end': {'x': 37.1, 'y': 0}, 'goal': {'x': 37.1, 'y': 98.6}}",1,637,263,shot,,
"{'name': 'Luka Bijelović', 'firstName': '', 'lastName': '', 'slug': 'luka-bijelovic', 'shortName': 'L. Bijelović', 'position': 'F', 'jerseyNumber': '28', 'userCount': 48, 'gender': 'M', 'id': 944503, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا بييلوفيتش', 'bn': 'লুকা বিজেলোভিচ', 'hi': 'लुका बिजेलोविक'}, 'shortNameTranslation': {'ar': 'ل. بييلوفيتش', 'bn': 'এল. বিজেলোভিচ', 'hi': 'एल. बिजेलोविक'}}}",True,save,assisted,"{'x': 14.5, 'y': 55.2, 'z': 0}",head,low-centre,"{'x': 0, 'y': 48.8, 'z': 15.2}",6014469,90,3.0,5560,"{'start': {'x': 55.2, 'y': 14.5}, 'block': {'x': 52.9, 'y': 1.5}, 'end': {'x': 51.2, 'y': 0}, 'goal': {'x': 51.2, 'y': 84.8}}",1,740,160,shot,"{'x': 1.5, 'y': 52.9, 'z': 0}",
"{'name': 'Stefan Stanisavljević', 'slug': 'stefan-stanisavljevic', 'shortName': 'S. Stanisavljević', 'position': 'F', 'jerseyNumber': '18', 'userCount': 77, 'gender': 'M', 'id': 1032770, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ستانيسافليفيتش'}, 'shortNameTranslation': {'ar': 'س. ستانيسافليفيتش'}}}",True,save,assisted,"{'x': 14.4, 'y': 46.2, 'z': 0}",head,high-right,"{'x': 0, 'y': 46.4, 'z': 21.5}",6014455,90,,5383,"{'start': {'x': 46.2, 'y': 14.4}, 'block': {'x': 50.9, 'y': 1.4}, 'end': {'x': 53.6, 'y': 0}, 'goal': {'x': 53.6, 'y': 78.5}}",1,17,2683,shot,"{'x': 1.4, 'y': 50.9, 'z': 0}",
"{'name': 'Jovan Manev', 'firstName': 'Jovan Manev', 'slug': 'jovan-manev', 'shortName': 'J. Manev', 'position': 'D', 'jerseyNumber': '29', 'userCount': 182, 'gender': 'M', 'id': 1111781, 'fieldTranslations': {'nameTranslation': {'ar': 'جوفان مانيف', 'bn': 'জোভান মানেভ', 'hi': 'जोवन मानेव'}, 'shortNameTranslation': {'ar': 'ج. مانيف', 'bn': 'জে. মানেভ', 'hi': 'जे. मानेव'}}}",True,save,assisted,"{'x': 23.8, 'y': 59.7, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.2, 'z': 4.4}",6014409,83,,4955,"{'start': {'x': 59.7, 'y': 23.8}, 'block': {'x': 51.1, 'y': 2.2}, 'end': {'x': 48.8, 'y': 0}, 'goal': {'x': 48.8, 'y': 95.6}}",8,445,2255,shot,"{'x': 2.2, 'y': 51.1, 'z': 0}",
"{'name': 'Bob Murphy Omoregbe', 'firstName': 'Bob Murphy', 'lastName': 'Omoregbe', 'slug': 'omoregbe-bob-murphy', 'shortName': 'B. M. Omoregbe', 'position': 'M', 'jerseyNumber': '7', 'userCount': 193, 'gender': 'M', 'id': 1175945, 'fieldTranslations': {'nameTranslation': {'ar': 'بوب ميرفي أومورغبي'}, 'shortNameTranslation': {'ar': 'ب. أومورغبي'}}}",True,block,assisted,"{'x': 21, 'y': 71.4, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.6, 'z': 19}",6014490,83,,4944,"{'start': {'x': 71.4, 'y': 21}, 'block': {'x': 65.3, 'y': 15.1}, 'end': {'x': 50.4, 'y': 0}, 'goal': {'x': 50.4, 'y': 81}}",8,456,2244,shot,"{'x': 15.1, 'y': 65.3, 'z': 0}",
"{'name': 'Matija Malekinušić', 'firstName': '', 'lastName': '', 'slug': 'matija-malekinusic', 'shortName': 'M. Malekinušić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 112, 'gender': 'M', 'id': 1003429, 'fieldTranslations': {'nameTranslation': {'ar': 'ماتيا مالاكينوشيتش', 'bn': 'মাতিজা মালেকিনুসিচ', 'hi': 'मतिजा मालेकिनुसिक'}, 'shortNameTranslation': {'ar': 'م. مالاكينوشيتش', 'bn': 'এম. মালেকিনুশিচ', 'hi': 'एम. मालेकिनुसिक'}}}",True,miss,regular,"{'x': 22.2, 'y': 47, 'z': 0}",left-foot,left,"{'x': 0, 'y': 62.4, 'z': 15.3}",6014439,81,,4853,"{'start': {'x': 47, 'y': 22.2}, 'block': {'x': 45.1, 'y': 9.4}, 'end': {'x': 37.6, 'y': 0}, 'goal': {'x': 37.6, 'y': 84.7}}",10,547,2153,shot,"{'x': 9.4, 'y': 45.1, 'z': 0}",
"{'name': 'Matija Malekinušić', 'firstName': '', 'lastName': '', 'slug': 'matija-malekinusic', 'shortName': 'M. Malekinušić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 112, 'gender': 'M', 'id': 1003429, 'fieldTranslations': {'nameTranslation': {'ar': 'ماتيا مالاكينوشيتش', 'bn': 'মাতিজা মালেকিনুসিচ', 'hi': 'मतिजा मालेकिनुसिक'}, 'shortNameTranslation': {'ar': 'م. مالاكينوشيتش', 'bn': 'এম. মালেকিনুশিচ', 'hi': 'एम. मालेकिनुसिक'}}}",True,save,corner,"{'x': 20, 'y': 44.4, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.6, 'z': 19}",6014499,80,,4793,"{'start': {'x': 44.4, 'y': 20}, 'block': {'x': 52.3, 'y': 4.1}, 'end': {'x': 54.4, 'y': 0}, 'goal': {'x': 54.4, 'y': 81}}",11,607,2093,shot,"{'x': 4.1, 'y': 52.3, 'z': 0}",
"{'name': 'Stefan Stanisavljević', 'slug': 'stefan-stanisavljevic', 'shortName': 'S. Stanisavljević', 'position': 'F', 'jerseyNumber': '18', 'userCount': 77, 'gender': 'M', 'id': 1032770, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ستانيسافليفيتش'}, 'shortNameTranslation': {'ar': 'س. ستانيسافليفيتش'}}}",True,miss,regular,"{'x': 7.9, 'y': 42.1, 'z': 0}",left-foot,close-left,"{'x': 0, 'y': 56.5, 'z': 20.8}",6014381,77,,4570,"{'start': {'x': 42.1, 'y': 7.9}, 'end': {'x': 43.5, 'y': 0}, 'goal': {'x': 43.5, 'y': 79.2}}",14,830,1870,shot,,
"{'name': 'Abdoulaye Cisse', 'firstName': '', 'lastName': '', 'slug': 'abdoulaye-cisse', 'shortName': 'A. Cisse', 'position': 'M', 'jerseyNumber': '6', 'userCount': 107, 'gender': 'M', 'id': 940100, 'fieldTranslations': {'nameTranslation': {'ar': 'عبد الله سي'}, 'shortNameTranslation': {'ar': 'ع. سي'}}}",True,save,regular,"{'x': 25.3, 'y': 56.2, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.3, 'z': 7}",6014380,77,,4568,"{'start': {'x': 56.2, 'y': 25.3}, 'block': {'x': 50, 'y': 1.6}, 'end': {'x': 48.7, 'y': 0}, 'goal': {'x': 48.7, 'y': 93}}",14,832,1868,shot,"{'x': 1.6, 'y': 50, 'z': 0}",
"{'name': 'Bob Murphy Omoregbe', 'firstName': 'Bob Murphy', 'lastName': 'Omoregbe', 'slug': 'omoregbe-bob-murphy', 'shortName': 'B. M. Omoregbe', 'position': 'M', 'jerseyNumber': '7', 'userCount': 193, 'gender': 'M', 'id': 1175945, 'fieldTranslations': {'nameTranslation': {'ar': 'بوب ميرفي أومورغبي'}, 'shortNameTranslation': {'ar': 'ب. أومورغبي'}}}",True,block,corner,"{'x': 6.7, 'y': 45.2, 'z': 0}",head,low-left,"{'x': 0, 'y': 52.3, 'z': 19}",6014314,70,,4182,"{'start': {'x': 45.2, 'y': 6.7}, 'block': {'x': 45.5, 'y': 5.9}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 81}}",21,1218,1482,shot,"{'x': 5.9, 'y': 45.5, 'z': 0}",
