minute,value
1.0,3
2.0,-6
3.0,35
4.0,24
5.0,23
6.0,19
7.0,16
8.0,11
9.0,1
10.0,-7
11.0,-7
12.0,-6
13.0,-1
14.0,-2
15.0,4
16.0,1
17.0,29
18.0,61
19.0,40
20.0,27
21.0,19
22.0,17
23.0,69
24.0,54
25.0,64
26.0,46
27.0,29
28.0,-73
29.0,-4
30.0,-8
31.0,-8
32.0,-3
33.0,6
34.0,-19
35.0,-100
36.0,-69
37.0,-40
38.0,-28
39.0,-11
40.0,6
41.0,8
42.0,1
43.0,3
44.0,-34
45.0,-9
45.5,87
46.0,7
47.0,-69
48.0,-37
49.0,32
50.0,7
51.0,40
52.0,31
53.0,25
54.0,9
55.0,38
56.0,22
57.0,-33
58.0,37
59.0,17
60.0,55
61.0,29
62.0,17
63.0,10
64.0,8
65.0,-3
66.0,-24
67.0,-37
68.0,-15
69.0,-2
70.0,8
71.0,59
72.0,39
73.0,26
74.0,-73
75.0,-33
76.0,-21
77.0,-10
78.0,8
79.0,45
80.0,39
81.0,26
82.0,100
83.0,85
84.0,51
85.0,32
86.0,22
87.0,-33
88.0,-20
89.0,28
90.0,12
90.5,5
