player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType,xgot
"{'name': 'Bojan Pavićević', 'slug': 'bojan-pavicevic', 'shortName': 'B. Pavićević', 'position': 'F', 'jerseyNumber': '9', 'userCount': 8, 'gender': 'M', 'id': 1112732, 'fieldTranslations': {'nameTranslation': {'ar': 'بويان بافيتشيفيتش'}, 'shortNameTranslation': {'ar': 'ب. بافيتشيفيتش'}}}",False,miss,regular,"{'x': 12, 'y': 45, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 54, 'z': 56}",0.1478,6640584,90,3.0,5557,"{'start': {'x': 45, 'y': 12}, 'end': {'x': 46, 'y': 0}, 'goal': {'x': 46, 'y': 44}}",1,743,157,shot,,,
"{'name': 'Anđelko Jovanović', 'firstName': '', 'lastName': '', 'slug': 'andelko-jovanovic', 'shortName': 'A. Jovanović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 1030487, 'fieldTranslations': {'nameTranslation': {'ar': 'أنجيلكو يوفانوفيتش', 'hi': 'एन्डेल्को जोवानोविक', 'bn': 'আন্দ্রেকো জোভানোভিচ'}, 'shortNameTranslation': {'ar': 'أ. يوفانوفيتش', 'hi': 'ए. जोवानोविक', 'bn': 'এ. জোভানোভিচ'}}}",True,block,regular,"{'x': 20, 'y': 48, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01142,6640583,90,2.0,5484,"{'start': {'x': 48, 'y': 20}, 'block': {'x': 48, 'y': 20}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,816,84,shot,"{'x': 20, 'y': 48, 'z': 0}",,
"{'name': 'Anđelko Jovanović', 'firstName': '', 'lastName': '', 'slug': 'andelko-jovanovic', 'shortName': 'A. Jovanović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 1030487, 'fieldTranslations': {'nameTranslation': {'ar': 'أنجيلكو يوفانوفيتش', 'hi': 'एन्डेल्को जोवानोविक', 'bn': 'আন্দ্রেকো জোভানোভিচ'}, 'shortNameTranslation': {'ar': 'أ. يوفانوفيتش', 'hi': 'ए. जोवानोविक', 'bn': 'এ. জোভানোভিচ'}}}",True,goal,penalty,"{'x': 10, 'y': 50, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.2, 'z': 14.5}",0.76,6640585,89,,5334,"{'start': {'x': 50, 'y': 10}, 'end': {'x': 47.8, 'y': 0}, 'goal': {'x': 47.8, 'y': 85.5}}",2,66,2634,shot,,penalty,0.81
"{'name': 'Marko Đurišić', 'slug': 'marko-durisic', 'shortName': 'M. Đurišić', 'position': 'M', 'jerseyNumber': '8', 'userCount': 14, 'gender': 'M', 'id': 843005, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو دوريسيتش', 'hi': 'मार्को ड्यूरिशिक', 'bn': 'মার্কো ডুরিসিক'}, 'shortNameTranslation': {'ar': 'م. دوريسيتش', 'hi': 'एम. ड्यूरिशिक', 'bn': 'এম. ডুরিসিক'}}}",False,block,throw-in-set-piece,"{'x': 11, 'y': 28, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.02784,6640582,87,,5161,"{'start': {'x': 28, 'y': 11}, 'block': {'x': 28, 'y': 11}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",4,239,2461,shot,"{'x': 11, 'y': 28, 'z': 0}",,
"{'name': 'Nelson Augustin Cordoba', 'firstName': '', 'lastName': '', 'slug': 'nelson-augustin-cordoba', 'shortName': 'N. A. Cordoba', 'position': 'M', 'jerseyNumber': '28', 'userCount': 13, 'gender': 'M', 'id': 1163021, 'fieldTranslations': {'nameTranslation': {'ar': 'نيلسون أوغستين كوردوبا'}, 'shortNameTranslation': {'ar': 'ن. كوردوبا'}}}",True,block,regular,"{'x': 7, 'y': 54, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.6654,6640581,82,,4869,"{'start': {'x': 54, 'y': 7}, 'block': {'x': 54, 'y': 7}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",9,531,2169,shot,"{'x': 7, 'y': 54, 'z': 0}",,9.323e-05
"{'name': 'Dušan Vuković', 'firstName': '', 'lastName': '', 'slug': 'dusan-vukovic', 'shortName': 'D. Vuković', 'position': 'M', 'jerseyNumber': '77', 'userCount': 24, 'gender': 'M', 'id': 1103884, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان فوكوفيتش'}, 'shortNameTranslation': {'ar': 'د. فوكوفيتش'}}}",True,save,regular,"{'x': 9, 'y': 45, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50.8, 'z': 14.6}",0.136,6640580,82,,4867,"{'start': {'x': 45, 'y': 9}, 'end': {'x': 49.2, 'y': 0}, 'goal': {'x': 49.2, 'y': 85.4}}",9,533,2167,shot,,,0.1342
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'hi': 'बाल्सा सेकुलिक', 'bn': 'বালসা সেকুলিক'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'hi': 'बी. सेकुलिक', 'bn': 'বি. সেকুলিক'}}}",False,miss,regular,"{'x': 26, 'y': 77, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 52.3, 'z': 50.6}",0.002192,6640579,80,,4795,"{'start': {'x': 77, 'y': 26}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 49.4}}",11,605,2095,shot,,,
"{'name': 'Dušan Vuković', 'firstName': '', 'lastName': '', 'slug': 'dusan-vukovic', 'shortName': 'D. Vuković', 'position': 'M', 'jerseyNumber': '77', 'userCount': 24, 'gender': 'M', 'id': 1103884, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان فوكوفيتش'}, 'shortNameTranslation': {'ar': 'د. فوكوفيتش'}}}",True,miss,throw-in-set-piece,"{'x': 7, 'y': 42, 'z': 0}",head,close-left,"{'x': 0, 'y': 58.3, 'z': 25}",0.1094,6640578,80,,4758,"{'start': {'x': 42, 'y': 7}, 'end': {'x': 41.7, 'y': 0}, 'goal': {'x': 41.7, 'y': 75}}",11,642,2058,shot,,,
"{'name': 'Dušan Vuković', 'firstName': '', 'lastName': '', 'slug': 'dusan-vukovic', 'shortName': 'D. Vuković', 'position': 'M', 'jerseyNumber': '77', 'userCount': 24, 'gender': 'M', 'id': 1103884, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان فوكوفيتش'}, 'shortNameTranslation': {'ar': 'د. فوكوفيتش'}}}",True,block,regular,"{'x': 11, 'y': 28, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.04366,6640577,79,,4684,"{'start': {'x': 28, 'y': 11}, 'block': {'x': 28, 'y': 11}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",12,716,1984,shot,"{'x': 11, 'y': 28, 'z': 0}",,
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'hi': 'बाल्सा सेकुलिक', 'bn': 'বালসা সেকুলিক'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'hi': 'बी. सेकुलिक', 'bn': 'বি. সেকুলিক'}}}",False,goal,regular,"{'x': 12, 'y': 49, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 51.7, 'z': 21}",0.2359,6640576,74,,4427,"{'start': {'x': 49, 'y': 12}, 'end': {'x': 48.3, 'y': 0}, 'goal': {'x': 48.3, 'y': 79}}",17,973,1727,shot,,regular,0.1455
