player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType,xgot
"{'name': 'Dušan Vuković', 'firstName': '', 'lastName': '', 'slug': 'dusan-vukovic', 'shortName': 'D. Vuković', 'position': 'M', 'jerseyNumber': '77', 'userCount': 24, 'gender': 'M', 'id': 1103884, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان فوكوفيتش'}, 'shortNameTranslation': {'ar': 'د. فوكوفيتش'}}}",True,save,free-kick,"{'x': 30, 'y': 54, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.7, 'z': 5.4}",0.02695,6640586,72,,4311,"{'start': {'x': 54, 'y': 30}, 'end': {'x': 47.3, 'y': 0}, 'goal': {'x': 47.3, 'y': 94.6}}",19,1089,1611,shot,,,0.08796
"{'name': 'Jagoš Roganović', 'slug': 'jagos-roganovic', 'shortName': 'J. Roganović', 'position': 'M', 'jerseyNumber': '29', 'userCount': 7, 'gender': 'M', 'id': 1620437, 'fieldTranslations': {'nameTranslation': {'ar': 'ياجوش روجانوفيتش'}, 'shortNameTranslation': {'ar': 'ي. روجانوفيتش'}}}",True,block,regular,"{'x': 10, 'y': 40, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.09987,6640575,71,,4239,"{'start': {'x': 40, 'y': 10}, 'block': {'x': 40, 'y': 10}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",20,1161,1539,shot,"{'x': 10, 'y': 40, 'z': 0}",,
"{'name': 'Yann Michael Yao', 'firstName': '', 'lastName': '', 'slug': 'yann-michael-yao', 'shortName': 'Y. M. Yao', 'position': 'M', 'jerseyNumber': '11', 'userCount': 17, 'gender': 'M', 'id': 894450, 'fieldTranslations': {'nameTranslation': {'ar': 'يان ميخائيل ياو'}, 'shortNameTranslation': {'ar': 'ي. ياو'}}}",False,block,regular,"{'x': 23, 'y': 28, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.005258,6640574,66,,3936,"{'start': {'x': 28, 'y': 23}, 'block': {'x': 28, 'y': 23}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",25,1464,1236,shot,"{'x': 23, 'y': 28, 'z': 0}",,
"{'name': 'Luka Uskoković', 'slug': 'luka-uskokovic', 'shortName': 'L. Uskoković', 'position': 'D', 'jerseyNumber': '4', 'userCount': 31, 'gender': 'M', 'id': 605370, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا أوسكوكوفيتش', 'hi': 'लुका उसकोकोविच', 'bn': 'লুকা উস্কোকোভিচ'}, 'shortNameTranslation': {'ar': 'ل. أوسكوكوفيتش', 'hi': 'एल. उसकोकोविच', 'bn': 'এল. উস্কোকোভিচ'}}}",True,save,regular,"{'x': 29, 'y': 41, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.9, 'z': 18.3}",0.02955,6640573,60,,3553,"{'start': {'x': 41, 'y': 29}, 'end': {'x': 50.1, 'y': 0}, 'goal': {'x': 50.1, 'y': 81.7}}",31,1847,853,shot,,,0.008506
"{'name': 'Nikola Radusinović', 'firstName': 'Nikola', 'lastName': 'Radusinović', 'slug': 'nikola-radusinovic', 'shortName': 'N. Radusinović', 'position': 'M', 'jerseyNumber': '16', 'userCount': 3, 'gender': 'M', 'id': 1149286, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا رادوسينوفيتش'}, 'shortNameTranslation': {'ar': 'ن. رادوسينوفيتش'}}}",True,block,regular,"{'x': 25, 'y': 51, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.04901,6640572,58,,3467,"{'start': {'x': 51, 'y': 25}, 'block': {'x': 51, 'y': 25}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",33,1933,767,shot,"{'x': 25, 'y': 51, 'z': 0}",,5.86e-05
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'hi': 'बाल्सा सेकुलिक', 'bn': 'বালসা সেকুলিক'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'hi': 'बी. सेकुलिक', 'bn': 'বি. সেকুলিক'}}}",False,save,regular,"{'x': 17, 'y': 43, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.9, 'z': 0.2}",0.1645,6640571,57,,3378,"{'start': {'x': 43, 'y': 17}, 'end': {'x': 51.1, 'y': 0}, 'goal': {'x': 51.1, 'y': 99.8}}",34,2022,678,shot,,,0.08461
"{'name': 'Davor Kontić', 'firstName': '', 'lastName': '', 'slug': 'davor-kontic', 'shortName': 'D. Kontić', 'position': 'M', 'jerseyNumber': '8', 'userCount': 7, 'gender': 'M', 'id': 929719, 'fieldTranslations': {'nameTranslation': {'ar': 'دافور كونتيش', 'hi': 'डेवोर कोंटिक', 'bn': 'দাভোর কন্টিচ'}, 'shortNameTranslation': {'ar': 'د. كونتيش', 'hi': 'डी. कोंटिक', 'bn': 'ডি. কন্টিচ'}}}",True,miss,regular,"{'x': 9, 'y': 46, 'z': 0}",head,close-right,"{'x': 0, 'y': 41, 'z': 6.4}",0.1687,6640570,55,,3261,"{'start': {'x': 46, 'y': 9}, 'end': {'x': 59, 'y': 0}, 'goal': {'x': 59, 'y': 93.6}}",36,2139,561,shot,,,
"{'name': 'Anđelko Jovanović', 'firstName': '', 'lastName': '', 'slug': 'andelko-jovanovic', 'shortName': 'A. Jovanović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 1030487, 'fieldTranslations': {'nameTranslation': {'ar': 'أنجيلكو يوفانوفيتش', 'hi': 'एन्डेल्को जोवानोविक', 'bn': 'আন্দ্রেকো জোভানোভিচ'}, 'shortNameTranslation': {'ar': 'أ. يوفانوفيتش', 'hi': 'ए. जोवानोविक', 'bn': 'এ. জোভানোভিচ'}}}",True,block,regular,"{'x': 22, 'y': 62, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.04363,6640569,49,,2925,"{'start': {'x': 62, 'y': 22}, 'block': {'x': 62, 'y': 22}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",42,2475,225,shot,"{'x': 22, 'y': 62, 'z': 0}",,
"{'name': 'Anđelko Jovanović', 'firstName': '', 'lastName': '', 'slug': 'andelko-jovanovic', 'shortName': 'A. Jovanović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 1030487, 'fieldTranslations': {'nameTranslation': {'ar': 'أنجيلكو يوفانوفيتش', 'hi': 'एन्डेल्को जोवानोविक', 'bn': 'আন্দ্রেকো জোভানোভিচ'}, 'shortNameTranslation': {'ar': 'أ. يوفانوفيتش', 'hi': 'ए. जोवानोविक', 'bn': 'এ. জোভানোভিচ'}}}",True,miss,regular,"{'x': 27, 'y': 60, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 42.7, 'z': 36}",0.08549,6640568,45,3.0,2873,"{'start': {'x': 60, 'y': 27}, 'end': {'x': 57.3, 'y': 0}, 'goal': {'x': 57.3, 'y': 64}}",1,2527,173,shot,,,
"{'name': 'Nelson Augustin Cordoba', 'firstName': '', 'lastName': '', 'slug': 'nelson-augustin-cordoba', 'shortName': 'N. A. Cordoba', 'position': 'M', 'jerseyNumber': '28', 'userCount': 13, 'gender': 'M', 'id': 1163021, 'fieldTranslations': {'nameTranslation': {'ar': 'نيلسون أوغستين كوردوبا'}, 'shortNameTranslation': {'ar': 'ن. كوردوبا'}}}",True,miss,set-piece,"{'x': 9, 'y': 51, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 56.2, 'z': 18.3}",0.32,6640567,45,1.0,2734,"{'start': {'x': 51, 'y': 9}, 'end': {'x': 43.8, 'y': 0}, 'goal': {'x': 43.8, 'y': 81.7}}",1,2666,34,shot,,,
"{'name': 'Ilija Martinović', 'slug': 'ilija-martinovic', 'shortName': 'I. Martinović', 'position': 'D', 'jerseyNumber': '25', 'userCount': 22, 'gender': 'M', 'id': 286837, 'fieldTranslations': {'nameTranslation': {'ar': 'إيليا مارتينوفيتش', 'hi': 'इलिजा मार्टिनोविक', 'bn': 'ইলিজা মার্টিনোভিচ'}, 'shortNameTranslation': {'ar': 'إ. مارتينوفيتش', 'hi': 'ई. मार्टिनोविक', 'bn': 'আই. মার্টিনোভিচ'}}}",False,miss,set-piece,"{'x': 9, 'y': 39, 'z': 0}",head,close-high,"{'x': 0, 'y': 51.8, 'z': 48.9}",0.1257,6640566,44,,2623,"{'start': {'x': 39, 'y': 9}, 'end': {'x': 48.2, 'y': 0}, 'goal': {'x': 48.2, 'y': 51.1}}",2,77,2623,shot,,,
"{'name': 'Jovan Dašić', 'firstName': '', 'lastName': '', 'slug': 'jovan-dasic', 'shortName': 'J. Dašić', 'position': 'M', 'jerseyNumber': '17', 'userCount': 9, 'gender': 'M', 'id': 1005622, 'fieldTranslations': {'nameTranslation': {'ar': 'يوفان داشيتش', 'hi': 'जोवन दासिच', 'bn': 'জোভান দাসিচ'}, 'shortNameTranslation': {'ar': 'ي. داشيتش', 'hi': 'जे. दासिच', 'bn': 'জে. দাসিচ'}}}",False,goal,corner,"{'x': 5, 'y': 54, 'z': 0}",head,high-right,"{'x': 0, 'y': 46.1, 'z': 22.2}",0.4765,6640565,35,,2048,"{'start': {'x': 54, 'y': 5}, 'end': {'x': 53.9, 'y': 0}, 'goal': {'x': 53.9, 'y': 77.8}}",11,652,2048,shot,,regular,0.7926
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'hi': 'बाल्सा सेकुलिक', 'bn': 'বালসা সেকুলিক'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'hi': 'बी. सेकुलिक', 'bn': 'বি. সেকুলিক'}}}",False,block,corner,"{'x': 8, 'y': 56, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.2893,6640564,35,,2044,"{'start': {'x': 56, 'y': 8}, 'block': {'x': 56, 'y': 8}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",11,656,2044,shot,"{'x': 8, 'y': 56, 'z': 0}",,
"{'name': 'Anđelko Jovanović', 'firstName': '', 'lastName': '', 'slug': 'andelko-jovanovic', 'shortName': 'A. Jovanović', 'position': 'M', 'jerseyNumber': '10', 'userCount': 4, 'gender': 'M', 'id': 1030487, 'fieldTranslations': {'nameTranslation': {'ar': 'أنجيلكو يوفانوفيتش', 'hi': 'एन्डेल्को जोवानोविक', 'bn': 'আন্দ্রেকো জোভানোভিচ'}, 'shortNameTranslation': {'ar': 'أ. يوفانوفيتش', 'hi': 'ए. जोवानोविक', 'bn': 'এ. জোভানোভিচ'}}}",True,miss,regular,"{'x': 34, 'y': 33, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 43.9, 'z': 37.3}",0.02521,6640563,29,,1710,"{'start': {'x': 33, 'y': 34}, 'end': {'x': 56.1, 'y': 0}, 'goal': {'x': 56.1, 'y': 62.7}}",17,990,1710,shot,,,
"{'name': 'Stefan Denković', 'slug': 'stefan-denkovic', 'shortName': 'S. Denković', 'position': 'M', 'jerseyNumber': '7', 'userCount': 15, 'gender': 'M', 'id': 95583, 'fieldTranslations': {'nameTranslation': {'ar': 'دينكوفيتش ، ستيفان'}, 'shortNameTranslation': {'ar': 'د. ، ستيفان'}}}",False,goal,regular,"{'x': 16, 'y': 34, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 54.7, 'z': 2.8}",0.07266,6640562,28,,1624,"{'start': {'x': 34, 'y': 16}, 'end': {'x': 45.3, 'y': 0}, 'goal': {'x': 45.3, 'y': 97.2}}",18,1076,1624,shot,,regular,0.1495
"{'name': 'Davor Kontić', 'firstName': '', 'lastName': '', 'slug': 'davor-kontic', 'shortName': 'D. Kontić', 'position': 'M', 'jerseyNumber': '8', 'userCount': 7, 'gender': 'M', 'id': 929719, 'fieldTranslations': {'nameTranslation': {'ar': 'دافور كونتيش', 'hi': 'डेवोर कोंटिक', 'bn': 'দাভোর কন্টিচ'}, 'shortNameTranslation': {'ar': 'د. كونتيش', 'hi': 'डी. कोंटिक', 'bn': 'ডি. কন্টিচ'}}}",True,miss,regular,"{'x': 20, 'y': 64, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 42.9, 'z': 42.8}",0.01621,6640561,25,,1449,"{'start': {'x': 64, 'y': 20}, 'end': {'x': 57.1, 'y': 0}, 'goal': {'x': 57.1, 'y': 57.2}}",21,1251,1449,shot,,,
"{'name': 'Rodrigo Faust', 'slug': 'rodrigo-faust', 'shortName': 'R. Faust', 'position': 'F', 'jerseyNumber': '9', 'userCount': 9, 'gender': 'M', 'id': 871881, 'fieldTranslations': {'nameTranslation': {'ar': 'رودريغو فاوست'}, 'shortNameTranslation': {'ar': 'ر. فاوست'}}}",True,save,set-piece,"{'x': 8, 'y': 53, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.9, 'z': 13.9}",0.3045,6640560,23,,1361,"{'start': {'x': 53, 'y': 8}, 'end': {'x': 50.1, 'y': 0}, 'goal': {'x': 50.1, 'y': 86.1}}",23,1339,1361,shot,,,0.2861
"{'name': 'Nikola Pavličević', 'firstName': 'Nikola', 'lastName': 'Pavličević', 'slug': 'nikola-pavlicevic', 'shortName': 'N. Pavličević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 1, 'gender': 'M', 'id': 1648560, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا بافليتشيفيتش'}, 'shortNameTranslation': {'ar': 'ن. بافليتشيفيتش'}}}",True,block,corner,"{'x': 10, 'y': 37, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.03131,6640559,18,,1026,"{'start': {'x': 37, 'y': 10}, 'block': {'x': 37, 'y': 10}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",28,1674,1026,shot,"{'x': 10, 'y': 37, 'z': 0}",,
"{'name': 'Stephano Almeida', 'firstName': 'Stephano', 'lastName': 'Almeida', 'slug': 'stephano-almeida', 'shortName': 'S. Almeida', 'position': 'M', 'jerseyNumber': '27', 'userCount': 14, 'gender': 'M', 'id': 978475, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفانو ألميدا', 'hi': 'स्टेफानो अल्मेडा', 'bn': 'স্টেফানো নাউমোভস্কি'}, 'shortNameTranslation': {'ar': 'س. ألميدا', 'hi': 'एस. अल्मेडा', 'bn': 'এস. নাউমোভস্কি'}}}",True,miss,regular,"{'x': 22, 'y': 68, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 57.9, 'z': 57.4}",0.03838,6640558,3,,150,"{'start': {'x': 68, 'y': 22}, 'end': {'x': 42.1, 'y': 0}, 'goal': {'x': 42.1, 'y': 42.6}}",43,2550,150,shot,,,
