minute,value
1.0,-5
2.0,-44
3.0,-31
4.0,-32
5.0,-24
6.0,-13
7.0,-3
8.0,11
9.0,22
10.0,20
11.0,24
12.0,16
13.0,10
14.0,6
15.0,27
16.0,36
17.0,20
18.0,11
19.0,5
20.0,-35
21.0,-33
22.0,-17
23.0,-11
24.0,-24
25.0,-15
26.0,-11
27.0,-39
28.0,-23
29.0,-13
30.0,-5
31.0,-8
32.0,4
33.0,37
34.0,47
35.0,72
36.0,47
37.0,31
38.0,30
39.0,15
40.0,61
41.0,70
42.0,37
43.0,14
44.0,8
45.0,1
45.5,39
46.0,-18
47.0,18
48.0,8
49.0,8
50.0,-5
51.0,4
52.0,-4
53.0,-9
54.0,21
55.0,30
56.0,22
57.0,34
58.0,19
59.0,4
60.0,3
61.0,6
62.0,-3
63.0,-3
64.0,35
65.0,27
66.0,19
67.0,-54
68.0,-22
69.0,-16
70.0,-7
71.0,-1
72.0,7
73.0,8
74.0,51
75.0,12
76.0,-25
77.0,-14
78.0,-7
79.0,-11
80.0,-66
81.0,-84
82.0,-46
83.0,-23
84.0,-22
85.0,10
86.0,54
87.0,44
88.0,30
89.0,74
90.0,48
90.5,64
