match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,ballRecovery,minutesPlayed,touches,rating,possessionLostCtrl,totalBallCarriesDistance,ballCarriesCount,totalProgression,progressiveBallCarriesCount,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,bigChanceCreated,totalClearance,wasFouled,fouls,bestBallCarryProgression,totalProgressiveBallCarriesDistance,keyPass,bigChanceMissed,shotOffTarget,totalTackle,wonTackle,shotValueNormalized,onTargetScoringAttempt,blockedScoringAttempt,interceptionWon,unsuccessfulTouch,totalContest,wonContest,challengeLost,goals,dispossessed,hitWoodwork,totalOffside,savedShotsFromInsideTheBox,saves,keeperSaveValue,goalkeeperValueNormalized,outfielderBlock
14015583,home,308176,FK IMT Beograd,795899,Ognjen Čančarević,ognjen-cancarevic,G,55,False,22.0,9.0,15.0,2.0,0.0,8.0,9.0,1.0,13.0,2.0,90.0,23.0,6.3,13.0,12.052126479131,3.0,7.4344500956843,0.0,"{'original': 6.3, 'alternative': 6.5}",0,0.02,-0.02,-0.02,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,40.909090909090914,13.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015583,home,308176,FK IMT Beograd,966572,Ismael Casas,ismael-casas,D,45,False,24.0,19.0,3.0,3.0,0.0,12.0,14.0,7.0,10.0,3.0,90.0,47.0,6.9,15.0,121.07372489291,14.0,-10.903608368596,1.0,"{'original': 6.9, 'alternative': 7.1}",0,0.26,0.07,0.16,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,10,2,1,1,79.16666666666666,100.0,20.0,,,5.0,1.0,7.0,3.0,8.0,4.0,1.0,3.0,1.0,1.0,11.733844338317,18.511514281657,1.0,,,,,,,,,,,,,,,,,,,,,
14015583,home,308176,FK IMT Beograd,791176,Vukašin Jovanović,vukasin-jovanovic,D,6,False,45.0,34.0,9.0,3.0,0.0,20.0,24.0,14.0,21.0,1.0,90.0,57.0,7.3,11.0,149.72151955088,16.0,91.894952876646,2.0,"{'original': 7.3, 'alternative': 7.1}",1,0.25,0.08,0.21,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,3,2,75.55555555555556,33.33333333333333,,,,,,,3.0,2.0,6.0,,8.0,2.0,2.0,33.170821994516,59.353725690817,1.0,1.0,1.0,1.0,1.0,-0.15,,,,,,,,,,,,,,,,
14015583,home,308176,FK IMT Beograd,836919,Stefan Šapić,stefan-sapic,D,65,False,42.0,37.0,2.0,,0.0,31.0,31.0,6.0,11.0,2.0,90.0,48.0,6.4,5.0,127.66328317691,19.0,68.894295672295,0.0,"{'original': 6.4, 'alternative': 6.7}",0,-0.12,0.07,0.16,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,5,3,0,3,88.09523809523809,,,,,,,3.0,2.0,6.0,2.0,,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
14015583,home,308176,FK IMT Beograd,915043,Iván Martos,ivan-martos,D,3,False,40.0,30.0,9.0,4.0,0.0,12.0,15.0,18.0,25.0,,90.0,59.0,7.3,12.0,85.17490188112,15.0,-3.4947614340785,0.0,"{'original': 7.3, 'alternative': 7.7}",2,0.21,0.02,0.21,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,4,0,75.0,44.44444444444444,,,,1.0,,,,,4.0,,3.0,1.0,,,,1.0,,,3.0,3.0,-0.21,1.0,1.0,1.0,,,,,,,,,,,,,
14015583,home,308176,FK IMT Beograd,1957265,Vasilije Novičić,vasilije-novicic,M,22,False,33.0,25.0,3.0,2.0,0.0,12.0,14.0,13.0,19.0,6.0,90.0,54.0,7.7,16.0,41.867442548022,6.0,2.4299124370133,0.0,"{'original': 7.7, 'alternative': 7.2}",2,0.72,0.02,0.15,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,75.75757575757575,66.66666666666666,40.0,,,10.0,4.0,,1.0,1.0,2.0,1.0,,,1.0,,,2.0,,1.0,1.0,1.0,0.0,,1.0,1.0,2.0,,,,,,,,,,,,
14015583,home,308176,FK IMT Beograd,1481264,Nikola Krstić,nikola-krstic,M,25,False,20.0,10.0,1.0,,1.0,1.0,3.0,9.0,17.0,2.0,90.0,32.0,7.7,11.0,66.008113213783,8.0,-2.583814069114,0.0,"{'original': 7.7, 'alternative': 7.2}",1,0.58,-0.02,-0.01,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,3,7,4,3,50.0,,100.0,100.0,,2.0,2.0,1.0,2.0,4.0,6.0,,1.0,1.0,4.0,,,3.0,1.0,,1.0,,0.27,1.0,,1.0,1.0,2.0,2.0,,,,,,,,,,
14015583,home,308176,FK IMT Beograd,314246,Luka Luković,luka-lukovic,M,8,False,40.0,25.0,7.0,1.0,0.0,9.0,12.0,16.0,28.0,6.0,89.0,58.0,7.5,21.0,297.63638887672,27.0,174.84036719007,7.0,"{'original': 7.5, 'alternative': 7.3}",3,0.06,0.49,-0.03,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,3,7,5,2,62.5,14.285714285714285,,100.0,,3.0,,1.0,2.0,3.0,7.0,,1.0,2.0,,46.671573023607,146.72783801138,2.0,,1.0,2.0,2.0,-0.25,,2.0,,2.0,1.0,1.0,2.0,,,,,,,,,
14015583,home,308176,FK IMT Beograd,229722,Farid Boulaya,farid-boulaya,M,37,False,40.0,36.0,4.0,2.0,0.0,11.0,11.0,25.0,29.0,4.0,90.0,51.0,7.9,7.0,288.20537780385,29.0,60.165752791921,4.0,"{'original': 7.9, 'alternative': 7.7}",4,0.46,0.08,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,1,1,90.0,50.0,50.0,,,2.0,1.0,2.0,,3.0,1.0,,,1.0,,21.038658847328,67.249020716271,,1.0,2.0,,,0.47,2.0,,1.0,1.0,1.0,,,1.0,,,,,,,,
14015583,home,308176,FK IMT Beograd,2059299,Dušan Zagar,dusan-zagar,M,10,False,16.0,11.0,2.0,1.0,0.0,6.0,6.0,5.0,10.0,4.0,73.0,34.0,6.4,15.0,154.10284198291,14.0,84.055518550397,2.0,"{'original': 6.4, 'alternative': 6.5}",3,0.04,0.35,-0.12,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,1,11,2,9,68.75,50.0,,,,2.0,,1.0,,10.0,2.0,,,,3.0,54.683939669087,78.705627459567,1.0,,1.0,2.0,2.0,-0.32,,2.0,2.0,5.0,2.0,,3.0,,1.0,,,,,,,
