match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,ballRecovery,minutesPlayed,touches,rating,possessionLostCtrl,totalBallCarriesDistance,ballCarriesCount,totalProgression,progressiveBallCarriesCount,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,bigChanceCreated,totalClearance,wasFouled,fouls,bestBallCarryProgression,totalProgressiveBallCarriesDistance,keyPass,bigChanceMissed,shotOffTarget,totalTackle,wonTackle,shotValueNormalized,onTargetScoringAttempt,blockedScoringAttempt,interceptionWon,unsuccessfulTouch,totalContest,wonContest,challengeLost,goals,dispossessed,hitWoodwork,totalOffside,savedShotsFromInsideTheBox,saves,keeperSaveValue,goalkeeperValueNormalized,outfielderBlock
14015583,home,308176,FK IMT Beograd,1137495,Charly Keita,keita-charly,F,99,False,14.0,11.0,,,0.0,1.0,1.0,10.0,13.0,1.0,63.0,30.0,6.1,6.0,97.173377514173,9.0,36.080598217523,3.0,"{'original': 6.1, 'alternative': 7.5}",3,0.09,0.31,-0.05,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,9,6,4,2,78.57142857142857,,,50.0,,,,8.0,1.0,10.0,5.0,2.0,,3.0,2.0,20.272298185903,58.559498981427,2.0,1.0,2.0,,,-0.4,,1.0,,2.0,2.0,1.0,,,,1.0,1.0,,,,,
14015583,home,308176,FK IMT Beograd,1917883,Oriyomi Lebi,oriyomi-lebi,F,19,True,7.0,6.0,,,0.0,1.0,1.0,5.0,6.0,1.0,27.0,12.0,6.2,2.0,68.173694294355,9.0,28.156189225673,1.0,"{'original': 6.2, 'alternative': 6.6}",1,-0.06,0.15,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,5,6,3,3,85.71428571428571,,,,,,,5.0,,8.0,3.0,,,3.0,3.0,11.134918878633,16.053062511558,,,,,,-0.08,,1.0,,1.0,,,,,,,,,,,,
14015583,home,308176,FK IMT Beograd,1444568,Sankara Karamoko,sankara-karamoko,F,50,True,10.0,9.0,2.0,2.0,0.0,3.0,4.0,6.0,6.0,1.0,17.0,14.0,7.2,2.0,38.756377274893,6.0,15.427837105091,1.0,"{'original': 7.2, 'alternative': 7.3}",0,0.24,0.06,0.13,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,3,0,90.0,100.0,,100.0,,1.0,,,1.0,,4.0,,,2.0,,8.9762025544479,12.746143102915,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,
14015583,home,308176,FK IMT Beograd,1897363,Josué Tiendrebeogo,josue-tiendrebeogo,M,18,True,,,,,0.0,,,,,,1.0,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015583,home,308176,FK IMT Beograd,1217033,Kenroy Campbell,kenroy-campbell,F,66,True,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015583,home,353746,FK IMT Beograd,2334130,Andrej Milanović,andrej-milanovic,D,80,True,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015583,home,308176,FK IMT Beograd,886182,Marko Jevtić,marko-jevtic,M,14,True,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015583,home,308176,FK IMT Beograd,1588141,Rafael Batista da Silva Junior,rafael-batista-da-silva-junior,F,11,True,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015583,home,308176,FK IMT Beograd,1516067,Miloš Jović,milos-jovic,F,9,True,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015583,home,308176,FK IMT Beograd,1405262,Vicky Kiankaulua,kiankaulua-vicky,F,94,True,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015583,home,308176,FK IMT Beograd,1957264,Kadir Gicić,kadir-gicic,G,12,True,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015583,away,5144,FK Javor Ivanjica,834186,Nikola Vasiljević,nikola-vasiljevic,G,1,False,21.0,10.0,16.0,5.0,0.0,5.0,5.0,5.0,16.0,4.0,90.0,29.0,7.4,11.0,28.252900865496,4.0,24.612093099041,0.0,"{'original': 7.4, 'alternative': 6.5}",0,0.09,0.0,0.13,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,47.61904761904761,31.25,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.6633,0.51,
14015583,away,5144,FK Javor Ivanjica,981518,Marko Bjeković,marko-bjekovic,D,13,False,24.0,22.0,1.0,1.0,0.0,13.0,13.0,9.0,11.0,1.0,90.0,60.0,7.2,11.0,141.38312958263,19.0,38.021658145372,1.0,"{'original': 7.2, 'alternative': 7.3}",1,0.09,-0.1,-0.08,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,2,11,8,3,91.66666666666666,100.0,50.0,100.0,,2.0,1.0,,2.0,3.0,10.0,,4.0,4.0,,11.505348308462,11.722195869375,2.0,,1.0,2.0,2.0,-0.03,,,3.0,4.0,2.0,2.0,1.0,,2.0,,,,,,,1.0
14015583,away,5144,FK Javor Ivanjica,1500275,Petar Petrović,petar-petrovic,D,21,False,67.0,57.0,13.0,6.0,0.0,46.0,47.0,11.0,20.0,4.0,90.0,85.0,6.9,16.0,369.36498161947,44.0,142.49013443758,2.0,"{'original': 6.9, 'alternative': 6.9}",0,0.22,0.27,0.26,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,0,4,85.07462686567165,46.15384615384615,,,,1.0,,,,4.0,,,11.0,,3.0,25.350133598156,55.215828114777,,,,,,,,,,3.0,,,1.0,,,,,,,,,1.0
14015583,away,5144,FK Javor Ivanjica,1468253,Đorđe Skoko,dorde-skoko,D,26,False,37.0,34.0,4.0,2.0,0.0,32.0,34.0,2.0,3.0,1.0,45.0,45.0,7.3,4.0,63.279457748471,10.0,-0.54216230931372,0.0,"{'original': 7.3, 'alternative': 7}",0,0.06,0.0,0.59,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,0,2,91.8918918918919,50.0,,,,1.0,,1.0,2.0,3.0,2.0,,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
14015583,away,5144,FK Javor Ivanjica,188127,Stefan Milošević,stefan-milosevic,D,11,False,30.0,24.0,8.0,3.0,0.0,17.0,19.0,7.0,11.0,1.0,90.0,54.0,6.9,14.0,98.292693496951,15.0,16.715719280049,0.0,"{'original': 6.9, 'alternative': 6.8}",0,0.06,0.09,-0.03,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,4,2,80.0,37.5,,,,1.0,,1.0,1.0,3.0,5.0,,2.0,3.0,1.0,,,,,,1.0,,,,,,2.0,1.0,,1.0,,,,,,,,,2.0
14015583,away,5144,FK Javor Ivanjica,986764,Boubacari Doucoure,boubacari-doucoure,M,19,False,42.0,29.0,6.0,3.0,0.0,18.0,25.0,11.0,17.0,6.0,90.0,51.0,7.2,14.0,230.52488853655,25.0,43.32263545598,2.0,"{'original': 7.2, 'alternative': 6.9}",0,0.15,0.09,0.31,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,6,1,1,0,69.04761904761905,50.0,,,,1.0,,1.0,5.0,1.0,6.0,,4.0,,,24.340163232851,39.218563706129,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
14015583,away,5144,FK Javor Ivanjica,1435246,Mamane Amadou Sabo,mamane-amadou-sabo,M,6,False,44.0,36.0,8.0,3.0,0.0,25.0,26.0,11.0,18.0,6.0,90.0,64.0,6.8,15.0,177.85182135867,25.0,52.704171961618,0.0,"{'original': 6.8, 'alternative': 6.9}",1,0.13,0.25,0.3,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,3,5,81.81818181818183,37.5,,100.0,,2.0,,,2.0,5.0,5.0,,2.0,1.0,4.0,,,,,1.0,,,-0.08,,,3.0,2.0,2.0,2.0,,,2.0,,,,,,,1.0
14015583,away,378020,FK Javor Ivanjica,1468252,Aleksa Radonjić,aleksa-radonjic,M,20,False,8.0,7.0,,,0.0,6.0,6.0,1.0,2.0,1.0,61.0,17.0,6.4,6.0,55.433450599368,6.0,9.4417803919855,0.0,"{'original': 6.4, 'alternative': 6.5}",1,-0.07,-0.06,-0.01,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,0,3,87.5,,,,,1.0,,,1.0,3.0,1.0,,,,,,,,,1.0,,,-0.17,,,1.0,1.0,1.0,,,,2.0,,,,,,,
14015583,away,5144,FK Javor Ivanjica,98458,Dušan Pantelić,dusan-pantelic,M,10,False,13.0,9.0,2.0,,0.0,4.0,5.0,5.0,8.0,2.0,61.0,22.0,6.5,6.0,73.172995551744,8.0,-40.13748915881,0.0,"{'original': 6.5, 'alternative': 6.7}",0,-0.03,-0.01,0.2,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,6,3,1,2,69.23076923076923,,,,,,,4.0,2.0,6.0,3.0,,2.0,1.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0
14015583,away,5144,FK Javor Ivanjica,895905,Ibrahim Tanko,ibrahim-tanko,M,9,False,22.0,7.0,1.0,,0.0,4.0,11.0,3.0,11.0,1.0,79.0,33.0,6.6,15.0,65.489066291033,9.0,-5.9386674779477,1.0,"{'original': 6.6, 'alternative': 6.8}",0,-0.38,0.15,-0.07,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,10,6,2,4,31.818181818181817,,,100.0,,,,2.0,8.0,6.0,10.0,,4.0,1.0,2.0,14.799719133886,16.326802626356,1.0,,,,,,,,2.0,,1.0,1.0,2.0,,,,1.0,,,,,
14015583,away,5144,FK Javor Ivanjica,972802,Bayere Loue,bayere-loue,F,27,False,8.0,5.0,,,0.0,2.0,3.0,3.0,5.0,,79.0,15.0,6.5,6.0,24.976579168471,5.0,-12.90986674433,0.0,"{'original': 6.5, 'alternative': 6.4}",0,-0.01,0.06,0.14,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,2,3,62.5,,,,,,,,1.0,3.0,3.0,,,2.0,1.0,,,,,,,,,,,,1.0,,,,,2.0,,1.0,,,,,
14015583,away,5144,FK Javor Ivanjica,1153911,Dušan Ristić,dusan-ristic,D,15,True,23.0,19.0,4.0,1.0,0.0,18.0,18.0,1.0,5.0,1.0,45.0,29.0,6.6,5.0,94.848271366563,13.0,24.107663154282,0.0,"{'original': 6.6, 'alternative': 6.6}",0,-0.02,0.02,-0.1,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,1,1,82.6086956521739,25.0,,,,,,,3.0,1.0,4.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0
14015583,away,5144,FK Javor Ivanjica,1150815,Andreja Ristic,andreja-ristic,F,8,True,4.0,1.0,,,0.0,1.0,1.0,,3.0,1.0,29.0,7.0,6.6,4.0,3.5861539286539,1.0,3.5832545741485,0.0,"{'original': 6.6, 'alternative': 6.5}",0,-0.07,0.04,0.14,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,4,2,2,0,25.0,,,,,,,3.0,1.0,3.0,3.0,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
14015583,away,5144,FK Javor Ivanjica,1147526,Lazar Mićić,lazar-micic,F,28,True,2.0,1.0,,,0.0,,,1.0,2.0,,29.0,5.0,6.6,2.0,21.595300449785,2.0,16.593185682447,1.0,"{'original': 6.6, 'alternative': 6.6}",1,-0.04,0.17,0.2,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,50.0,,,,,,,1.0,,1.0,1.0,,,,,12.08740809374,13.204161313768,,,1.0,1.0,1.0,-0.28,,,,,,,,,,,,,,,,
14015583,away,5144,FK Javor Ivanjica,1473508,Mass Sise,mass-sise,M,24,True,1.0,,,,0.0,,,,1.0,,11.0,3.0,6.4,1.0,,,,,"{'original': 6.4, 'alternative': 6.4}",0,-0.05,,-0.01,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,2,3,1,2,,,,,,,,2.0,,4.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
14015583,away,5144,FK Javor Ivanjica,1472922,Kayode Saliman,kayode-saliman,M,14,True,1.0,1.0,,,0.0,,,1.0,1.0,,11.0,2.0,6.6,,,,,,"{'original': 6.6, 'alternative': 6.6}",0,0.0,,0.15,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015583,away,5144,FK Javor Ivanjica,1124030,Milan Ilić,ilic-milan,D,2,True,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015583,away,5144,FK Javor Ivanjica,1910871,Petar Đoković,dokovic-petar,M,25,True,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015583,away,5144,FK Javor Ivanjica,943573,Stefan Vilotic,stefan-vilotic,D,3,True,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015583,away,5144,FK Javor Ivanjica,1392891,Nemanja Đokić,nemanja-dokic,M,5,True,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015583,away,5144,FK Javor Ivanjica,1065775,Dimitrije Stevanović,dimitrije-stevanovic,G,12,True,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015583,away,5144,FK Javor Ivanjica,799178,Marko Kolaković,marko-kolakovic,D,30,True,,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
