player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Wajdi Sahli', 'slug': 'wajdi-sahli', 'shortName': 'W. Sahli', 'position': 'M', 'jerseyNumber': '7', 'userCount': 230, 'gender': 'M', 'id': 1013823, 'fieldTranslations': {'nameTranslation': {'ar': 'وجدي السهلي'}, 'shortNameTranslation': {'ar': 'و. السهلي'}}}",True,block,assisted,"{'x': 26.8, 'y': 43.6, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.7, 'z': 19}","{'name': 'Stefan Ranđelović', 'slug': 'stefan-randjelovic', 'shortName': 'S. Ranđelović', 'position': 'G', 'jerseyNumber': '99', 'userCount': 25, 'gender': 'M', 'id': 954755, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان رانديليوفيتش'}, 'shortNameTranslation': {'ar': 'س. رانديليوفيتش'}}}",6716376,39,,2291,"{'start': {'x': 43.6, 'y': 26.8}, 'block': {'x': 45.1, 'y': 20.6}, 'end': {'x': 50.3, 'y': 0}, 'goal': {'x': 50.3, 'y': 81}}",7,409,2291,shot,"{'x': 20.6, 'y': 45.1, 'z': 0}"
"{'name': 'Savo Rašković', 'slug': 'savo-raskovic', 'shortName': 'S. Rašković', 'position': 'M', 'jerseyNumber': '80', 'userCount': 26, 'gender': 'M', 'id': 1000660, 'fieldTranslations': {'nameTranslation': {'ar': 'سافو راشكوفيتش'}, 'shortNameTranslation': {'ar': 'س. راشكوفيتش'}}}",False,miss,regular,"{'x': 27.3, 'y': 49.7, 'z': 0}",right-foot,high,"{'x': 0, 'y': 46.4, 'z': 61.1}","{'name': 'Luka Lijeskić', 'firstName': 'Luka Lijeskic', 'lastName': '', 'slug': 'luka-lijeskic', 'shortName': 'L. Lijeskić', 'position': 'G', 'jerseyNumber': '81', 'userCount': 205, 'gender': 'M', 'id': 1152919, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا لييسكيك'}, 'shortNameTranslation': {'ar': 'ل. لييسكيك'}}}",6716358,36,,2150,"{'start': {'x': 49.7, 'y': 27.3}, 'end': {'x': 53.6, 'y': 0}, 'goal': {'x': 53.6, 'y': 38.9}}",10,550,2150,shot,
"{'name': 'Haris Hajdarević', 'slug': 'haris-hajdarevic', 'shortName': 'H. Hajdarević', 'position': 'M', 'jerseyNumber': '4', 'userCount': 39, 'gender': 'M', 'id': 901590, 'fieldTranslations': {'nameTranslation': {'ar': 'هاريس حاجداريفيتش', 'bn': 'হারিস হাজদারেভিচ', 'hi': 'हारिस हजदारेविक'}, 'shortNameTranslation': {'ar': 'ه. حاجداريفيتش', 'bn': 'এইচ. হাজদারেভিচ', 'hi': 'एच. हजदारेविक'}}}",False,miss,regular,"{'x': 15.5, 'y': 50.1, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 56, 'z': 72.2}","{'name': 'Luka Lijeskić', 'firstName': 'Luka Lijeskic', 'lastName': '', 'slug': 'luka-lijeskic', 'shortName': 'L. Lijeskić', 'position': 'G', 'jerseyNumber': '81', 'userCount': 205, 'gender': 'M', 'id': 1152919, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا لييسكيك'}, 'shortNameTranslation': {'ar': 'ل. لييسكيك'}}}",6716357,36,,2110,"{'start': {'x': 50.1, 'y': 15.5}, 'end': {'x': 44, 'y': 0}, 'goal': {'x': 44, 'y': 27.8}}",10,590,2110,shot,
"{'name': 'Lazar Stojanović', 'firstName': 'Lazar', 'lastName': 'Stojanovic', 'slug': 'lazar-stojanovic', 'shortName': 'L. Stojanović', 'position': 'M', 'jerseyNumber': '20', 'userCount': 13, 'gender': 'M', 'id': 1801667, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ستويانوفيتش'}, 'shortNameTranslation': {'ar': 'ل. ستويانوفيتش'}}}",False,block,regular,"{'x': 18.1, 'y': 29.5, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.5, 'z': 19}","{'name': 'Luka Lijeskić', 'firstName': 'Luka Lijeskic', 'lastName': '', 'slug': 'luka-lijeskic', 'shortName': 'L. Lijeskić', 'position': 'G', 'jerseyNumber': '81', 'userCount': 205, 'gender': 'M', 'id': 1152919, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا لييسكيك'}, 'shortNameTranslation': {'ar': 'ل. لييسكيك'}}}",6716347,33,,1930,"{'start': {'x': 29.5, 'y': 18.1}, 'block': {'x': 38.3, 'y': 11.1}, 'end': {'x': 49.5, 'y': 0}, 'goal': {'x': 49.5, 'y': 81}}",13,770,1930,shot,"{'x': 11.1, 'y': 38.3, 'z': 0}"
"{'name': 'Ayouba Kosiah', 'firstName': '', 'lastName': '', 'slug': 'ayouba-kosiah', 'shortName': 'A. Kosiah', 'position': 'F', 'jerseyNumber': '92', 'userCount': 257, 'gender': 'M', 'id': 1046939, 'fieldTranslations': {'nameTranslation': {'ar': 'أيوبا كوسية', 'bn': 'আইয়ুবা কোসিয়াহ', 'hi': 'अयौबा कोसिया'}, 'shortNameTranslation': {'ar': 'أ. كوسية', 'bn': 'এ. কোসিয়াহ', 'hi': 'ए. कोसिया'}}}",False,miss,assisted,"{'x': 15.6, 'y': 33.3, 'z': 0}",left-foot,right,"{'x': 0, 'y': 39.8, 'z': 4.2}","{'name': 'Luka Lijeskić', 'firstName': 'Luka Lijeskic', 'lastName': '', 'slug': 'luka-lijeskic', 'shortName': 'L. Lijeskić', 'position': 'G', 'jerseyNumber': '81', 'userCount': 205, 'gender': 'M', 'id': 1152919, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا لييسكيك'}, 'shortNameTranslation': {'ar': 'ل. لييسكيك'}}}",6716315,28,,1645,"{'start': {'x': 33.3, 'y': 15.6}, 'end': {'x': 60.2, 'y': 0}, 'goal': {'x': 60.2, 'y': 95.8}}",18,1055,1645,shot,
"{'name': 'Savo Rašković', 'slug': 'savo-raskovic', 'shortName': 'S. Rašković', 'position': 'M', 'jerseyNumber': '80', 'userCount': 26, 'gender': 'M', 'id': 1000660, 'fieldTranslations': {'nameTranslation': {'ar': 'سافو راشكوفيتش'}, 'shortNameTranslation': {'ar': 'س. راشكوفيتش'}}}",False,miss,regular,"{'x': 19.1, 'y': 39.7, 'z': 0}",right-foot,right,"{'x': 0, 'y': 38.3, 'z': 8.3}","{'name': 'Luka Lijeskić', 'firstName': 'Luka Lijeskic', 'lastName': '', 'slug': 'luka-lijeskic', 'shortName': 'L. Lijeskić', 'position': 'G', 'jerseyNumber': '81', 'userCount': 205, 'gender': 'M', 'id': 1152919, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا لييسكيك'}, 'shortNameTranslation': {'ar': 'ل. لييسكيك'}}}",6716314,27,,1601,"{'start': {'x': 39.7, 'y': 19.1}, 'block': {'x': 51.8, 'y': 8.3}, 'end': {'x': 61.7, 'y': 0}, 'goal': {'x': 61.7, 'y': 91.7}}",19,1099,1601,shot,"{'x': 8.3, 'y': 51.8, 'z': 0}"
"{'name': 'Mehmed Ćosić', 'firstName': '', 'lastName': '', 'slug': 'mehmed-cosic', 'shortName': 'M. Ćosić', 'position': 'D', 'jerseyNumber': '8', 'userCount': 46, 'gender': 'M', 'id': 876751, 'fieldTranslations': {'nameTranslation': {'ar': 'محمد يوسيتش', 'bn': 'মেহমেদ সিওসিচ', 'hi': 'मेहमद कोसिक'}, 'shortNameTranslation': {'ar': 'م. يوسيتش', 'bn': 'এম. সিওসিচ', 'hi': 'एम. कोसिक'}}}",True,miss,regular,"{'x': 14.8, 'y': 68.3, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 40.8, 'z': 27.8}","{'name': 'Stefan Ranđelović', 'slug': 'stefan-randjelovic', 'shortName': 'S. Ranđelović', 'position': 'G', 'jerseyNumber': '99', 'userCount': 25, 'gender': 'M', 'id': 954755, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان رانديليوفيتش'}, 'shortNameTranslation': {'ar': 'س. رانديليوفيتش'}}}",6716195,22,,1270,"{'start': {'x': 68.3, 'y': 14.8}, 'end': {'x': 59.2, 'y': 0}, 'goal': {'x': 59.2, 'y': 72.2}}",24,1430,1270,shot,
"{'name': 'Louay Ben Hassine', 'slug': 'louay-ben-hassine', 'shortName': 'L. B. Hassine', 'position': 'M', 'jerseyNumber': '99', 'userCount': 214, 'gender': 'M', 'id': 1000815, 'fieldTranslations': {'nameTranslation': {'ar': 'لؤي بن حسين'}, 'shortNameTranslation': {'ar': 'ل. حسين'}}}",True,save,assisted,"{'x': 25, 'y': 56.6, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.1, 'z': 2.5}","{'name': 'Stefan Ranđelović', 'slug': 'stefan-randjelovic', 'shortName': 'S. Ranđelović', 'position': 'G', 'jerseyNumber': '99', 'userCount': 25, 'gender': 'M', 'id': 954755, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان رانديليوفيتش'}, 'shortNameTranslation': {'ar': 'س. رانديليوفيتش'}}}",6716138,13,,731,"{'start': {'x': 56.6, 'y': 25}, 'block': {'x': 49.3, 'y': 0.90000000000001}, 'end': {'x': 49.9, 'y': 0}, 'goal': {'x': 49.9, 'y': 97.5}}",33,1969,731,shot,"{'x': 0.90000000000001, 'y': 49.3, 'z': 0}"
"{'name': 'Ayouba Kosiah', 'firstName': '', 'lastName': '', 'slug': 'ayouba-kosiah', 'shortName': 'A. Kosiah', 'position': 'F', 'jerseyNumber': '92', 'userCount': 257, 'gender': 'M', 'id': 1046939, 'fieldTranslations': {'nameTranslation': {'ar': 'أيوبا كوسية', 'bn': 'আইয়ুবা কোসিয়াহ', 'hi': 'अयौबा कोसिया'}, 'shortNameTranslation': {'ar': 'أ. كوسية', 'bn': 'এ. কোসিয়াহ', 'hi': 'ए. कोसिया'}}}",False,block,assisted,"{'x': 14.1, 'y': 63.6, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.8, 'z': 19}","{'name': 'Luka Lijeskić', 'firstName': 'Luka Lijeskic', 'lastName': '', 'slug': 'luka-lijeskic', 'shortName': 'L. Lijeskić', 'position': 'G', 'jerseyNumber': '81', 'userCount': 205, 'gender': 'M', 'id': 1152919, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا لييسكيك'}, 'shortNameTranslation': {'ar': 'ل. لييسكيك'}}}",6716365,12,,677,"{'start': {'x': 63.6, 'y': 14.1}, 'block': {'x': 62.5, 'y': 12.8}, 'end': {'x': 51.2, 'y': 0}, 'goal': {'x': 51.2, 'y': 81}}",34,2023,677,shot,"{'x': 12.8, 'y': 62.5, 'z': 0}"
"{'name': 'Slobodan Simović', 'slug': 'slobodan-simovic', 'shortName': 'S. Simović', 'position': 'D', 'jerseyNumber': '14', 'userCount': 37, 'gender': 'M', 'id': 79383, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان سيموفيتش', 'bn': 'স্লোবোদান সিমোভিচ', 'hi': 'स्लोबोदान सिमोविच'}, 'shortNameTranslation': {'ar': 'س. سيموفيتش', 'bn': 'এস. সিমোভিচ', 'hi': 'एस. सिमोविच'}}}",True,save,corner,"{'x': 5.4, 'y': 55.6, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50, 'z': 3.2}","{'name': 'Stefan Ranđelović', 'slug': 'stefan-randjelovic', 'shortName': 'S. Ranđelović', 'position': 'G', 'jerseyNumber': '99', 'userCount': 25, 'gender': 'M', 'id': 954755, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان رانديليوفيتش'}, 'shortNameTranslation': {'ar': 'س. رانديليوفيتش'}}}",6716313,8,,457,"{'start': {'x': 55.6, 'y': 5.4}, 'block': {'x': 53.1, 'y': 0.90000000000001}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 96.8}}",38,2243,457,shot,"{'x': 0.90000000000001, 'y': 53.1, 'z': 0}"
